species	index_ext_event	pre_sapiens	sapiens
Geocapromys_brownii	2	0	0.004832
Geocapromys_caymanensis	0	0	0
Geocapromys_columbianus	2	0	0.022878823
Geocapromys_ingrahami_abaconis	2	0	0.002988874
Geocapromys_ingrahami_FOSSIL	2	0	0.005112
Geocapromys_ingrahami_irrectus	2	0	0.005776364
Gymnesicolagus_gelaberti	0	0	0
Hattomys_gargantua	0	0	0
Helarctos_malayanus	2	3.591256099	0.28
Hemigalus_derbyanus	2	0	0.127532334
Hippopotamus_creutzburgi	0	0	0
Hippopotamus_lemerlei	2	0	0.005832562
Hippopotamus_madagascariensis	2	0	0.005479453
Hippopotamus_minor	2	0	0.042300784
Hippopotamus_pentlandi	0	0	0
Macronycteris_commersoni	2	0	0.008
Hipposideros_diadema	2	0	0.231469018
Hipposideros_galeritus	2	0	0.127566464
Hipposideros_larvatus	2	0.037051005	0.182
Homo_floresiensis	2	3.812	0.05681232
Hylobates_moloch	2	4.92	0.28
Hylobates_muelleri	2	0	0.139773667
Hylopetes_nigripes	2	0	0.108203496
Hyperplagiodontia_araeum	0	0	0
Hypnomys_eliomyoides	0	0	0
Hypnomys_mahonensis	0	0	0
Hypnomys_morpheus	0	0	0
Hypnomys_onicensis	0	0	0
Hypnomys_waldreni	0	0	0
Hypolagus_balearicus	0	0	0
Hypolagus_peregrinus	0	0	0
Hystrix_brachyura	2	4.195059262	0.28
Hystrix_javanica	2	4.098972202	0.28
Hystrix_pumila	2	0	0.153465025
Kritimys_catreus	0	0	0
Lasiurus_minor	2	0	0.024096
Lasiurus_pfeifferi	2	0	0.023616
Leithia_cartei	0	0	0
Leithia_melitensis	0	0	0
Leopoldamys_sabanus	2	0.583401037	0.28
Lepus_corsicanus	2	0	0.088
Loris_lydekkerianus	2	0	0.146984061
Loris_tardigradus	2	0	0.14701793
Lutra_castiglionis	0	0	0
Lutra_lutra	2	0	0.152
Lutra_sumatrana	2	0	0.12783935
Lutra_trinacriae	0	0	0
Lutrogale_cretensis	1	0.117822645	0
Macaca_cyclopis	2	1.6	0.2
Macaca_fascicularis	2	4.413827388	0.28
Macaca_fuscata	2	0	0.13488
Macaca_majori	0	0	0
Macaca_maura	2	0	0.052790146
Macaca_nemestrina	2	0	0.252
Macaca_nigra	2	0	0.036728292
Macaca_sinica	2	0	0.152
Malpaisomys_insularis	2	0	0.008020747
Maltamys_wiedincitensis	0	0	0
Mammuthus_creticus	0	0	0
Mammuthus_exilis	2	0	0.003994756
Mammuthus_lamarmorai	1	1.253567895	0
Manis_culionensis	2	0	0.149587258
Manis_javanica	2	0	0.260149429
Martes_flavigula	2	0	0.128037151
Martes_melampus	2	0	0.13488
Maxomys_hellwaldii	2	0	0.059637049
Maxomys_musschenbroekii	2	0	0.122038872
Maxomys_panglima	2	0	0.149031159
Megaderma_spasma	2	0	0.1529252
Megalenhydris_barbaricina	1	0.079779042	0
Megalomys_audreyae	2	0	0.013692648
Megalomys_camerhogne	2	0	0.003749776
Megalomys_curazensis	0	0	0
Megalomys_desmarestii	2	0	0.008384077
Megalomys_georginae	2	0	0.01476525
Megalomys_luciae	2	0	0.001956888
Megaoryzomys_curioi	2	0	0.0011457
Meles_anakuma	2	0	0.13488
Melogale_everetti	2	0	0.18
Melomys_caurinus	2	0	0.009887146
Melomys_matambuai	2	0	0.084
Melomys_talaudium	2	0	0.00992823
Mesocapromys_gracilis	0	0	0
Mesocapromys_kraglievichi	2	0	0.021268592
Mesocapromys_minimus	2	0	0.021992735
Mesocapromys_nanus	2	0	0.023616
Mesocapromys_sanfelipensis	2	0	0.023616
Microtus_(Terricola)_ex_gr_Microtus_savii	2	0	0.07769689
Microtus_(Tyrrhenicola)_henseli	2	1.555464	0.03858232
Microtus_miguelensis	0	0	0
Microtus_montebelli	2	0	0.13488
Mikrotia_magna	0	0	0
Mikrotia_maiuscola	0	0	0
Mikrotia_parva	0	0	0
Miniopterus_australis	2	0	0.18
Miniopterus_macrocneme	2	0	0.172
Miniopterus_tristis	2	0	0.127745819
Mogera_wogura	2	0	0.13292
Mops_leucostigma	2	0	0.008
Mormoops_blainvillei	2	0	0.024096
Moschiola_kathygre	2	0	0.147579651
Moschiola_meminna	2	0	0.152
Muntiacini_gen_et_sp_indet	2	0	0.084807131
Muntiacus_muntjak	2	4.92	0.28
Mus_cypriacus	2	0	0.05
Mus_lopadusae	0	0	0
Mus_minotaurus	2	0.46	0.010639323
Muscardinus_cyclopeus	0	0	0
Mustela_erminea	2	0	0.13292
Mustela_itatsi	2	0	0.13488
Mustela_nivalis	2	0	0.13292
Mustela_nudipes	2	0	0.128150134
Mustelercta_arzilla	0	0	0
Mydaus_marchei	2	0	0.152085356
Myotis_blythii	2	0	0.088
Myotis_capaccinii	2	1.512	0.088
Myotis_goudoti	2	0	0.008
Myotis_macrotarsus	2	0	0.078029534
Myotis_myotis	2	1.352928229	0.088
Myotragus_antiquus	0	0	0
Myotragus_balearicus	2	0	0.001556553
Myotragus_batei	0	0	0
Myotragus_binigausensis	0	0	0
Myotragus_kopperi	0	0	0
Myotragus_palomboi	0	0	0
Myotragus_pepgonellae	0	0	0
Mysateles_melanurus	2	0	0.023616
Mysateles_prehensilis	2	0	0.023616
Mystacina_miocenalis	0	0	0
Mystacina_robusta	2	0	0.000863517
Nesiotites_aff_N_ponsi	0	0	0
Nesiotites_hidalgo	0	0	0
Nesiotites_meloussae	0	0	0
Nesiotites_ponsi	0	0	0
Nesiotites_rafelinensis	0	0	0
Nesogoral_cenisae	0	0	0
Nesogoral_melonii	0	0	0
Nesogoral_sp_2	0	0	0
Nesorhinus_hayasakai	1	0.375501512	0
Nesorhinus_philippinensis	1	2.023262041	0
Nuralagus_rex	0	0	0
Nyctereutes_viverrinus	2	0	0.13488
Nycticebus_coucang	2	0	0.18
Nycticebus_javanicus	2	0	0.088304121
Nyctimene_albiventer	2	0	0.14
Nyctimene_cephalotes	2	0	0.165850614
Nyctimene_major	2	0	0.052842105
Nyctophilus_howensis	0	0	0
Nyctophilus_nebulosus	2	0	0.0112
Oriensictis_nipponica	0	0	0
Oryzomys_antillarum	2	0	0.003315548
Otomops_madagascariensis	2	0	0.008
Paguma_larvata	2	0	0.127973076
Palaeoloxodon_aff_P_creutzburgi	0	0	0
Palaeoloxodon_antiquus_leonardi	0	0	0
Palaeoloxodon_creutzburgi	1	0.430799808	0
Palaeoloxodon_cypriotes	2	0	0.023680237
Palaeoloxodon_ex_gr_P_mnaidriensis	0	0	0
Palaeoloxodon_ex_gr_P_falconeri	0	0	0
Palaeoloxodon_lomolinoi	1	0.116555115	0
Palaeoloxodon_sp_Rhodes	0	0	0
Palaeoloxodon_tiliensis	0	0	0
Palaeoloxodon_xylophagou	0	0	0
Pannonictis_baroniensis	0	0	0
Panthera_tigris	2	1.548	0.252
Paradoxurus_hermaphroditus	2	0	0.168630593
Paradoxurus_zeylonensis	2	0	0.146842467
Pellegrinia_panormensis	0	0	0
Pennatomys_nivalis	2	0	0.014682889
Peromyscus_nesodytes	2	0	0.036481963
Petaurista_leucogenys	2	0	0.13488
Petaurista_petaurista	2	0	0.077332276
Pipistrellus_kuhlii	2	0	0.009244
Pipistrellus_maderensis	2	0	0.00612
Plagiodontia_aedium	2	0	0.024096
Plagiodontia_spelaeum	0	0	0
Plagiodontia_velozi	2	0	0.007883047
Plecotus_teneriffae	2	0	0.00612
Pongo_pygmaeus	2	0.429084235	0.28
Praemegaceros_cazioti	2	1.555464	0.024188816
Praemegaceros_sardus	1	0.410229771	0
Presbytis_femoralis	2	0	0.037914299
Prionailurus_bengalensis	2	4.493600885	0.28
Prionailurus_planiceps	2	0	0.12763284
Proechimys_semispinosus	2	0	0.024
Prolagus_apricenicus	0	0	0
Prolagus_figaro	0	0	0
Prolagus_imperialis	0	0	0
Prolagus_sardus	2	1.555464	0.038621649
Pteropus_dasymallus	2	0	0.096
Pteropus_hypomelanus	2	0	0.084
Pteropus_macrotis	2	0	0.0844
Pteropus_melanopogon	2	0	0.0844
Pteropus_neohibernicus	2	0	0.14
Pteropus_niger	2	0	0.001248
Pteropus_rufus	2	0	0.008
Pteropus_tonganus	2	0	0.0112
Pteropus_vampyrus	2	0	0.176635353
Rattus_tiomanicus	2	0.010581774	0.28
Ratufa_affinis	2	0	0.18
Ratufa_bicolor	2	0	0.163568639
Rhagamys_orthodon	2	1.555464	0.03854768
Rhinolophus_blasii	2	0	0.088
Rhinolophus_creaghi	2	0	0.078201673
Rhinolophus_euryale	2	0	0.088
Rhinolophus_hipposideros	2	1.512	0.088
Rousettus_amplexicaudatus	2	0	0.13261887
Rousettus_madagascariensis	2	0	0.008
Rusa_alfredi	2	0	0.065040537
Rusa_marianna	2	2.716	0.12
Rusa_timorensis	2	4.92	0.28
Rusa_unicolor	2	0	0.252
Sardolutra_ichnusae	1	0.086745658	0
Sciurus_lis	2	0	0.13292
Solenodon_cubanus	2	0	0.023616
Solomys_ponceleti	2	0	0.111236334
Solomys_salebrosus	2	0	0.11056285
Sorex_caecutiens	2	0	0.13292
Sorex_hosonoi	2	0	0.13292
Sorex_ornatus	2	0	0.048
Sorex_shinto	2	0	0.13488
Spilocuscus_kraemeri	2	0	0.084
Spilocuscus_rufoniger	2	0	0.172
Spilogale_gracilis	2	0	0.048
Srilankamys_ohiensis	2	0	0.146951188
Stegodon_aurorae	0	0	0
Stegodon_florensis_florensis	1	1.407075938	0
Stegodon_florensis_insularis	2	0.12453512	0.075014572
Stegodon_luzonensis	1	2.10391127	0
Stegodon_sompoensis	0	0	0
Stegodon_sondaari	0	0	0
Stegodon_sp_B_Sulawesi	1	0.259696312	0
Stegodon_sumbaensis	1	0.999171729	0
Stegodon_timorensis	0	0	0
Stegodon_trigonocephalus	1	4.512559442	0
Stertomys_laticrestatus	0	0	0
Suncus_murinus	2	0	0.033058077
Sundamys_muelleri	2	0	0.188
Sundasciurus_lowii	2	0	0.128091622
Sus_ahoenobarbus	2	0	0.154493347
Sus_barbatus	2	0	0.252
Sus_cebifrons	2	0	0.12
Sus_celebensis	2	0.594	0.182
Sus_oliveri	2	0	0.128
Sus_philippensis	2	0.144090826	0.12
Sus_sondaari	0	0	0
Sus_verrucosus	2	0	0.088958721
Talpa_tyrrhenica	1	1.542352594	0
Taphozous_melanopogon	2	0	0.127790904
Thylogale_browni	2	0	0.085208737
Thylogale_brunii	2	0	0.172
Trachypithecus_auratus	2	0	0.164614069
Trachypithecus_cristatus	2	4.139336907	0.28
Tragulus_kanchil	2	0	0.127917907
Tragulus_napu	2	0	0.152243199
Tupaia_minor	2	0	0.127963229
Urocyon_littoralis	2	0	0.048
Ursus_arctos	2	1.6	0.2
Vandeleuria_nolthenii	2	0	0.146926179
Viverra_tangalunga	2	0	0.132583284
Viverricula_indica	2	0	0.152
Vulcanops_jennyworthyae	0	0	0
Vulpes_vulpes	2	0	0.13292
Xenocyon_merriami	0	0	0
Xenocyon_trinilensis	1	0.69979482	0
Xenothrix_mcgregori	2	0	0.001550385
Zygodontomys_brevicauda	2	0	0.01558
