mids,counts
-0.025153992,0
-0.075461977,0.100222717
-0.125769961,0.601336303
-0.176077946,0.29844098
-0.22638593,0.000601336
-0.276693914,0.000801782
-0.327001899,0.001603563
-0.377309883,0.000601336
-0.427617868,0.000879733
-0.477925852,0.001213808
-0.528233837,0.001893096
-0.578541821,0.000523385
-0.628849805,0.001013363
-0.67915779,0.003028953
-0.729465774,0.001447661
-0.779773759,0.000679287
-0.830081743,0.002138085
-0.880389728,0.004253898
-0.930697712,0.001804009
-0.981005696,0.003975501
-1.031313681,0.004443207
-1.081621665,0.008563474
-1.13192965,0.016781737
-1.182237634,0.033340757
-1.232545619,0.034064588
-1.282853603,0.053051225
-1.333161588,0.118864143
-1.383469572,0.107082405
-1.433777556,0.095089087
-1.484085541,0.078095768
-1.534393525,0.064755011
-1.58470151,0.063719376
-1.635009494,0.041135857
-1.685317479,0.044231626
-1.735625463,0.042817372
-1.785933447,0.026959911
-1.836241432,0.024654788
-1.886549416,0.019365256
-1.936857401,0.00610245
-1.987165385,0.013663697
-2.03747337,0.00922049
-2.087781354,0.007572383
-2.138089339,0.010100223
-2.188397323,0.010812918
-2.238705307,0.013608018
-2.289013292,0.005946548
-2.339321276,0.009710468
-2.389629261,0.008240535
-2.439937245,0.009175947
-2.49024523,0.010545657
-2.540553214,0.004465479
-2.590861198,0.003006682
-2.641169183,0.004420935
-2.691477167,0.002082405
-2.741785152,0.001347439
-2.792093136,0.001948775
-2.842401121,0.000857461
-2.892709105,0.000634744
-2.943017089,0.000534521
-2.993325074,0.000445434
-3.043633058,0.000690423
-3.093941043,0.00013363
-3.144249027,0.000556793
-3.194557012,0.000155902
-3.244864996,0.000467706
-3.295172981,0.000244989
-3.345480965,0.000144766
-3.395788949,0.000244989
-3.446096934,0.000144766
-3.496404918,0.000122494
-3.546712903,0.000244989
-3.597020887,0.000155902
-3.647328872,0.000155902
-3.697636856,8.90869E-05
-3.74794484,0.000167038
-3.798252825,0.000200445
-3.848560809,0.000111359
-3.898868794,6.68151E-05
-3.949176778,4.45434E-05
-3.999484763,0.000100223
-4.049792747,0.000122494
-4.100100732,0.00013363
-4.150408716,0.000144766
-4.2007167,0.000122494
-4.251024685,0.000100223
-4.301332669,0.000111359
-4.351640654,0.000178174
