mids,counts
-0.025094346,0
-0.075283038,0
-0.125471729,0
-0.175660421,0
-0.225849113,0
-0.276037804,0
-0.326226496,0
-0.376415188,0
-0.426603879,0
-0.476792571,0
-0.526981263,0
-0.577169955,0
-0.627358646,0
-0.677547338,0
-0.72773603,0
-0.777924721,0
-0.828113413,0
-0.878302105,0
-0.928490796,0
-0.978679488,0.315378619
-1.02886818,0.670278396
-1.079056872,0.008942094
-1.129245563,0.001971047
-1.179434255,2.23E-05
-1.229622947,0
-1.279811638,0
-1.33000033,0.00013363
-1.380189022,0.001113586
-1.430377713,0.001414254
-1.480566405,0.000378619
-1.530755097,0.000155902
-1.580943789,0.000144766
-1.63113248,0
-1.681321172,6.68E-05
-1.731509864,0
-1.781698555,0
-1.831887247,0
-1.882075939,0
-1.93226463,0
-1.982453322,0.007082405
-2.032642014,0.274008909
-2.082830706,0.188184855
-2.133019397,0.126113586
-2.183208089,0.085679287
-2.233396781,0.07467706
-2.283585472,0.061625835
-2.333774164,0.035289532
-2.383962856,0.03325167
-2.434151547,0.021937639
-2.484340239,0.016648107
-2.534528931,0.018953229
-2.584717623,0.012260579
-2.634906314,0.006703786
-2.685095006,0.003808463
-2.735283698,0.005011136
-2.785472389,0.003385301
-2.835661081,0.00174833
-2.885849773,0.00136971
-2.936038464,0.000857461
-2.986227156,0.000657016
-3.036415848,0.000868597
-3.08660454,0.000757238
-3.136793231,0.000545657
-3.186981923,0.000501114
-3.237170615,0.000389755
-3.287359306,0.000389755
-3.337547998,0.00032294
-3.38773669,0.000233853
-3.437925381,0.000423163
-3.488114073,0.000434298
-3.538302765,0.000478842
-3.588491457,0.000423163
-3.638680148,0.000545657
-3.68886884,0.000345212
-3.739057532,0.000668151
-3.789246223,0.00155902
-3.839434915,0.000924276
-3.889623607,0.000489978
-3.939812298,0.000556793
-3.99000099,0.00077951
-4.040189682,0.000512249
-4.090378374,0.001726058
-4.140567065,0.00091314
-4.190755757,0.000846325
-4.240944449,0.000746102
-4.29113314,0.00174833
-4.341321832,0.000746102
-4.391510524,0.000434298
-4.441699215,0.000757238
-4.491887907,0.000612472
-4.542076599,0.000801782
-4.592265291,0.000512249
-4.642453982,0.001614699
-4.692642674,0.002405345
-4.742831366,0.000434298
-4.793020057,0.000345212
-4.843208749,0.000501114
-4.893397441,0.002037862
-4.943586132,0.001024499
-4.993774824,0.000300668
-5.043963516,0.000222717
-5.094152208,0.000233853
