mids,counts
-0.025085561,0
-0.075256684,0
-0.125427807,0
-0.17559893,0
-0.225770052,0
-0.275941175,0
-0.326112298,0
-0.376283421,0
-0.426454544,0
-0.476625666,0
-0.526796789,0
-0.576967912,0
-0.627139035,0
-0.677310157,0
-0.72748128,0
-0.777652403,0
-0.827823526,0
-0.877994649,0
-0.928165771,0
-0.978336894,0.190746102
-1.028508017,0.691358575
-1.07867914,0.017516704
-1.128850262,0.000155902
-1.179021385,0
-1.229192508,0
-1.279363631,0
-1.329534753,0
-1.379705876,0.000267261
-1.429876999,0.002227171
-1.480048122,0.016714922
-1.530219245,0.0455902
-1.580390367,0.025734967
-1.63056149,0.007516704
-1.680732613,0.002048998
-1.730903736,0.000122494
-1.781074858,0
-1.831245981,0
-1.881417104,0
-1.931588227,0
-1.98175935,0.000489978
-2.031930472,0.048229399
-2.082101595,0.051191537
-2.132272718,0.040200445
-2.182443841,0.052672606
-2.232614963,0.038919822
-2.282786086,0.046291759
-2.332957209,0.037438753
-2.383128332,0.015946548
-2.433299454,0.018541203
-2.483470577,0.008697105
-2.5336417,0.005144766
-2.583812823,0.003674833
-2.633983946,0.004732739
-2.684155068,0.003741648
-2.734326191,0.002873051
-2.784497314,0.002193764
-2.834668437,0.001893096
-2.884839559,0.001336303
-2.935010682,0.001113586
-2.985181805,0.000991091
-3.035352928,0.001002227
-3.08552405,0.001770601
-3.135695173,0.000746102
-3.185866296,0.00136971
-3.236037419,0.001592428
-3.286208542,0.000991091
-3.336379664,0.001191537
-3.386550787,0.002093541
-3.43672191,0.002951002
-3.486893033,0.001982183
-3.537064155,0.001937639
-3.587235278,0.002327394
-3.637406401,0.002995546
-3.687577524,0.001525612
-3.737748647,0.00155902
-3.787919769,0.003463252
-3.838090892,0.003407572
-3.888262015,0.004955457
-3.938433138,0.001414254
-3.98860426,0.001258352
-4.038775383,0.000879733
-4.088946506,0.000857461
-4.139117629,0.000501114
-4.189288751,0.002438753
-4.239459874,0.002126949
-4.289630997,0.002383073
-4.33980212,0.000467706
-4.389973243,0.001614699
-4.440144365,0.002360802
-4.490315488,0.000890869
-4.540486611,0.005011136
-4.590657734,0.004042316
-4.640828856,0.010167038
-4.690999979,0.013886414
-4.741171102,0.004788419
-4.791342225,0.003017817
-4.841513348,0.007260579
-4.89168447,0.002216036
-4.941855593,0.004020045
-4.992026716,0.002538976
-5.042197839,0.001169265
-5.092368961,0.000868597
-5.142540084,0.001848552
-5.192711207,0.000244989
-5.24288233,0.000300668
-5.293053452,0.000211581
-5.343224575,0.000167038
-5.393395698,0.000211581
-5.443566821,0.000256125
