time_ext,rate_ext,minHPD_ext,maxHPD_ext
-0.025026959,0.712831905,0.615702014,0.812024845
-0.075080876,0.712831905,0.615702014,0.812024845
-0.125134793,0.712831905,0.615702014,0.812024845
-0.175188711,0.712831905,0.615702014,0.812024845
-0.225242628,0.712831905,0.615702014,0.812024845
-0.275296545,0.712831905,0.615702014,0.812024845
-0.325350463,0.712831905,0.615702014,0.812024845
-0.37540438,0.712831905,0.615702014,0.812024845
-0.425458297,0.712831905,0.615702014,0.812024845
-0.475512215,0.712831905,0.615702014,0.812024845
-0.525566132,0.712831905,0.615702014,0.812024845
-0.575620049,0.712831905,0.615702014,0.812024845
-0.625673967,0.712831905,0.615702014,0.812024845
-0.675727884,0.712831905,0.615702014,0.812024845
-0.725781801,0.712831905,0.615702014,0.812024845
-0.775835719,0.712831905,0.615702014,0.812024845
-0.825889636,0.712831905,0.615702014,0.812024845
-0.875943553,0.712831905,0.615702014,0.812024845
-0.92599747,0.712831905,0.615702014,0.812024845
-0.976051388,0.712831905,0.615702014,0.812024845
-1.026105305,0.707864846,0.217889341,0.829866435
-1.076159222,0.206025488,0.07121658,0.672656536
-1.12621314,0.202969046,0.070034615,0.65496152
-1.176267057,0.202865481,0.070644268,0.65496152
-1.226320974,0.202865481,0.070644268,0.65496152
-1.276374892,0.202865481,0.070644268,0.65496152
-1.326428809,0.202865481,0.070644268,0.65496152
-1.376482726,0.201470337,0.066501003,0.648283174
-1.426536644,0.197976588,0.061183879,0.630603956
-1.476590561,0.191571466,0.057054699,0.301025401
-1.526644478,0.189043729,0.059347918,0.290055912
-1.576698396,0.186985899,0.059663946,0.2833671
-1.626752313,0.185881478,0.059137524,0.279992376
-1.67680623,0.18537976,0.058396213,0.278001106
-1.726860148,0.185378428,0.058397784,0.278001106
-1.776914065,0.185378428,0.058397784,0.278001106
-1.826967982,0.185378428,0.058397784,0.278001106
-1.8770219,0.185378428,0.058397784,0.278001106
-1.927075817,0.185378428,0.058397784,0.278001106
-1.977129734,0.185378428,0.058397784,0.278001106
-2.027183652,0.183621934,0.057559985,0.277104643
-2.077237569,0.091119835,0.047771366,0.264316803
-2.127291486,0.078032207,0.044002808,0.24639281
-2.177345404,0.075180435,0.043996687,0.235508659
-2.227399321,0.073115321,0.043356853,0.221245832
-2.277453238,0.072304016,0.043373706,0.21508237
-2.327507156,0.071378016,0.041024309,0.203705427
-2.377561073,0.070924584,0.041103393,0.197107787
-2.42761499,0.070391626,0.040989297,0.187616138
-2.477668907,0.070127709,0.041076283,0.180404844
-2.527722825,0.069748716,0.000196052,0.113182638
-2.577776742,0.069548359,0.004361823,0.108860958
-2.627830659,0.069324011,0.018683196,0.11227563
-2.677884577,0.069231519,0.032607724,0.117677022
-2.727938494,0.069150021,0.038005158,0.114757444
-2.777992411,0.06909448,0.041129373,0.113148854
-2.828046329,0.069071961,0.041906189,0.11222379
-2.878100246,0.069055086,0.042438979,0.111422916
-2.928154163,0.069024422,0.043694105,0.110749667
-2.978208081,0.06900464,0.043301152,0.109724849
-3.028261998,0.068990708,0.043626665,0.109313384
-3.078315915,0.0689655,0.044673239,0.109271166
-3.128369833,0.06894972,0.044787737,0.108668548
-3.17842375,0.06896147,0.045075987,0.108027676
-3.228477667,0.06897129,0.045068586,0.107520811
-3.278531585,0.068963705,0.045068586,0.107009135
-3.328585502,0.068977529,0.045531413,0.106997888
-3.378639419,0.068979908,0.045805297,0.107040902
-3.428693337,0.069003698,0.046605255,0.10722931
-3.478747254,0.069049426,0.046596304,0.106174427
-3.528801171,0.069157117,0.04719887,0.105048533
-3.578855089,0.069192487,0.047765706,0.105062574
-3.628909006,0.069239851,0.046933273,0.103618171
-3.678962923,0.06947425,0.048645732,0.102589134
-3.729016841,0.06950759,0.048221433,0.101780442
-3.779070758,0.06957196,0.048647524,0.101535281
-3.829124675,0.069595246,0.048615548,0.101280192
-3.879178593,0.069609669,0.048785328,0.101243055
-3.92923251,0.06962243,0.048901748,0.101243055
-3.979286427,0.069631047,0.048980408,0.101188732
-4.029340344,0.069641977,0.049208302,0.101280192
-4.079394262,0.069671947,0.049407548,0.101246424
-4.129448179,0.069684332,0.049487878,0.101180083
-4.179502096,0.069693135,0.049248614,0.100834418
-4.229556014,0.069697496,0.049248614,0.100780167
-4.279609931,0.069713397,0.049482192,0.100881765
-4.329663848,0.069720904,0.049484273,0.100840961
-4.379717766,0.069731296,0.049484273,0.100754307
-4.429771683,0.069739139,0.049484273,0.10068932
-4.4798256,0.069748039,0.049516786,0.100618897
-4.529879518,0.069748212,0.049487878,0.1005261
-4.579933435,0.069749665,0.049484273,0.100478992
-4.629987352,0.069750965,0.049482192,0.10043703
-4.68004127,0.069751967,0.049490389,0.100422474
-4.730095187,0.069754868,0.049488888,0.100383127
-4.780149104,0.069757711,0.049487878,0.100369959
-4.830203022,0.069759324,0.04955323,0.100426356
-4.880256939,0.069761628,0.049488888,0.100327455
