Order,Family,Taxon_name_original,Taxon_name_analysis,Local_Status,Global_Status,MinAge,MaxAge,Site,Island,Source,Criteria
Artiodactyla,Bovidae,Bos_primigenius_bubaloides,Bos_primigenius_bubaloides,extinct,extinct,0.008276,0.285,Bone breccias,Pianosa,Azzaroli 1961 1978: Azzaroli et al. 1990: Salari & Masseti 2016: Marra et al. 2018ab,Biochronology or chronological seriation
Carnivora,Canidae,Vulpes_vulpes,Vulpes_vulpes,extinct,extant,0.008276,0.285,Bone breccias,Pianosa,Azzaroli 1961 1978: Azzaroli et al. 1990: Salari & Masseti 2016: Marra et al. 2018ab,Biochronology or chronological seriation
Carnivora,Ursidae,Ursus_arctos,Ursus_arctos,extinct,extant,0.008276,0.285,Bone breccias,Pianosa,Azzaroli 1961 1978: Azzaroli et al. 1990: Salari & Masseti 2016: Marra et al. 2018ab,Biochronology or chronological seriation
Perissodactyla,Equidae,Equus_hydruntinus,Equus_hydruntinus,extinct,extinct,0.008276,0.285,Bone breccias,Pianosa,Azzaroli 1961 1978: Azzaroli et al. 1990: Salari & Masseti 2016: Marra et al. 2018ab,Biochronology or chronological seriation
Artiodactyla,Cervidae,Capreolus_capreolus,Capreolus_capreolus,extinct,extant,0.008276,0.285,Bone breccias,Pianosa,Azzaroli 1961 1978: Azzaroli et al. 1990: Salari & Masseti 2016: Marra et al. 2018ab,Biochronology or chronological seriation
Artiodactyla,Cervidae,Cervus_elaphus,Cervus_elaphus,extinct,extant,0.008276,0.285,Bone breccias,Pianosa,Azzaroli 1961 1978: Azzaroli et al. 1990: Salari & Masseti 2016: Marra et al. 2018ab,Biochronology or chronological seriation
Artiodactyla,Cervidae,Cervus_elaphus_ssp,Cervus_elaphus_ssp_Pianosa,extinct,extinct,0.008276,0.285,Bone breccias,Pianosa,Azzaroli 1961 1978: Azzaroli et al. 1990: Salari & Masseti 2016: Marra et al. 2018ab,Biochronology or chronological seriation
Perissodactyla,Equidae,Equus_hydruntinus,Equus_hydruntinus,extinct,extinct,0.008276,0.0215,Cala Giovanna,Pianosa,Azzaroli 1961 1978: Azzaroli et al. 1990: Antonioli et al. 2011,Biochronology or chronological seriation
Artiodactyla,Cervidae,Cervus_elaphus,Cervus_elaphus,extinct,extant,0.008276,0.0215,Cala Giovanna,Pianosa,Azzaroli 1961 1978: Azzaroli et al. 1990: Antonioli et al. 2011,Biochronology or chronological seriation
Artiodactyla,Bovidae,Capra_ibex,Capra_ibex,extinct,extant,0.008276,0.0215,Cala dei Turchi,Pianosa,Azzaroli 1961 1978: Azzaroli et al. 1990: Antonioli et al. 2011,Biochronology or chronological seriation
Carnivora,Mustelidae,Mustela_sp,Mustela_sp_Pianosa,extinct,extinct,0.008276,0.0215,Unknown cave,Pianosa,Azzaroli 1961 1978: Azzaroli et al. 1990: Antonioli et al. 2011,Biochronology or chronological seriation
Lagomorpha,Leporidae,Lepus_timidus,Lepus_timidus,extinct,extant,0.008276,0.0215,Unknown cave,Pianosa,Azzaroli 1961 1978: Azzaroli et al. 1990: Antonioli et al. 2011: Angelone et al. 2020,Biochronology or chronological seriation
Carnivora,Ursidae,Ursus_spelaeus_spelaeus,Ursus_spelaeus_spelaeus,extinct,extinct,0.2,0.295,Quisisana Certosa,Capri,Capasso-Barbato & Gliozzi 1995 1997: Marra et al. 2018a,Biochronology or chronological seriation
Proboscidea,Elephantidae,Mammuthus_trogontherii_chosaricus,Mammuthus_trogontherii_chosaricus,extinct,extinct,0.2,0.295,Quisisana Certosa,Capri,Capasso-Barbato & Gliozzi 1995 1997: Marra et al. 2018a,Biochronology or chronological seriation
Perissodactyla,Equidae,Equus_aff_E_suessenbornensis,Equus_aff_E_suessenbornensis,extinct,extinct,0.2,0.295,Quisisana Certosa,Capri,Capasso-Barbato & Gliozzi 1995 1997: Marra et al. 2018a,Biochronology or chronological seriation
Carnivora,Hyaenidae,Crocuta_cf_C_crocuta_spelaea,Crocuta_crocuta_spelaea,extinct,extinct,0.2,0.295,Quisisana Certosa,Capri,Capasso-Barbato & Gliozzi 1995 1997: Marra et al. 2018a,Biochronology or chronological seriation
Carnivora,Canidae,Canis_cf_C_mosbachensis,Canis_mosbachensis,extinct,extinct,0.2,0.295,Quisisana Certosa,Capri,Capasso-Barbato & Gliozzi 1995 1997: Marra et al. 2018a,Biochronology or chronological seriation
Carnivora,Felidae,Panthera_pardus,Panthera_pardus,extinct,extant,0.2,0.295,Quisisana Certosa,Capri,Capasso-Barbato & Gliozzi 1995 1997: Marra et al. 2018a,Biochronology or chronological seriation
Proboscidea,Elephantidae,Palaeoloxodon_antiquus,Palaeoloxodon_antiquus,extinct,extinct,0.2,0.295,Quisisana Certosa,Capri,Capasso-Barbato & Gliozzi 1995 1997: Marra et al. 2018a,Biochronology or chronological seriation
Perissodactyla,Rhinocerotidae,Stephanorhinus_hemitoechus,Stephanorhinus_hemitoechus,extinct,extinct,0.2,0.295,Quisisana Certosa,Capri,Capasso-Barbato & Gliozzi 1995 1997: Marra et al. 2018a,Biochronology or chronological seriation
Artiodactyla,Bovidae,Bos_primigenius,Bos_primigenius,extinct,extinct,0.2,0.295,Quisisana Certosa,Capri,Capasso-Barbato & Gliozzi 1995 1997: Marra et al. 2018a,Biochronology or chronological seriation
Artiodactyla,Cervidae,Cervus_elaphus_tyrrhenicus,Cervus_elaphus_tyrrhenicus,extinct,extinct,0.0117,0.033,Quisisana Certosa,Capri,Capasso-Barbato & Gliozzi 1995 1997: Marra et al. 2018a,Other geochronological data or stratigraphy
Artiodactyla,Cervidae,Cervus_elaphus_tyrrhenicus,Cervus_elaphus_tyrrhenicus,extinct,extinct,0.0117,0.071,Grotta delle Felci,Capri,Capasso-Barbato & Gliozzi 1995 1997: Marra et al. 2018a,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Artiodactyla,Cervidae,Cervus_elaphus,Cervus_elaphus,extinct,extant,0.00961,0.0117,Grotta Vascio o funno,Capri,Capasso-Barbato & Gliozzi 1995 1997: Marra et al. 2018a,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Artiodactyla,Cervidae,Cervus_elaphus,Cervus_elaphus,extinct,extant,0.0065,0.0117,Grotta Arcera,Capri,Capasso-Barbato & Gliozzi 1995 1997: Marra et al. 2018a,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Carnivora,Muridae,Apodemus_sylvaticus_tyrrhenicus,Apodemus_sylvaticus_tyrrhenicus,extinct,extinct,0.0117,0.071,Grotta Vascio o funno,Capri,Gliozzi 1988: Capasso-Barbato & Gliozzi 1995 1997: Marra et al. 2018a,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Gliridae,Muscardinus_malatestai,Muscardinus_malatestai,extinct,extinct,0.0117,0.071,Grotta Vascio o funno,Capri,Gliozzi 1995: Capasso-Barbato & Gliozzi 1995 1997: Marra et al. 2018a,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Lagomorpha,Prolagidae,Prolagus_sardus,Prolagus_sardus,extinct,extinct,0.157,0.274,Castiglione Cave 3,Corsica,Pereira & Salotti 2002: Salotti et al. 1997: Pereira et al. 2006,Indirect dates
Carnivora,Canidae,Cynotherium_sardous,Cynotherium_sardous,extinct,extinct,0.157,0.274,Castiglione Cave 3,Corsica,Pereira et al. 2005a 2006: Salotti et al. 1997,Indirect dates
Carnivora,Mustelidae,Lutra_castiglionis,Lutra_castiglionis,extinct,extinct,0.157,0.274,Castiglione Cave 3,Corsica,Pereira et al. 2005a 2006: Willemsen 2006: Salotti et al. 1997,Indirect dates
Artiodactyla,Cervidae,Cervus_elaphus_rossii,Cervus_elaphus_rossii,extinct,extinct,0.157,0.274,Castiglione Cave 3,Corsica,Pereira et al. 2005a 2006: Salotti et al. 1997,Indirect dates
Artiodactyla,Cervidae,Praemegaceros_cazioti,Praemegaceros_cazioti,extinct,extinct,0.157,0.274,Castiglione Cave 3,Corsica,Pereira & Salotti 2002: Salotti et al. 1997: Pereira et al. 2006,Direct dates
Rodentia,Cricetidae,Microtus_(Tyrrhenicola)_henseli,Microtus_(Tyrrhenicola)_henseli,extinct,extinct,0.157,0.274,Castiglione Cave 3,Corsica,Pereira et al. 2005a 2006: Salotti et al. 1997,Indirect dates
Rodentia,Muridae,Rhagamys_orthodon,Rhagamys_orthodon,extinct,extinct,0.157,0.274,Castiglione Cave 3,Corsica,Pereira et al. 2005ab 2006: Salotti et al. 1997,Indirect dates
Eulipotyphla,Soricidae,Asoriculus_corsicanus,Asoriculus_corsicanus,extinct,extinct,0.157,0.274,Castiglione Cave 3,Corsica,Pereira & Salotti 2002: Salotti et al. 1997: Pereira et al. 2006,Indirect dates
Chiroptera,Vespertilionidae,Myotis_myotis,Myotis_myotis,extant,extant,0.157,0.274,Castiglione Cave 3,Corsica,Salotti et al. 1997: Pereira et al. 2006,Indirect dates
Chiroptera,Rhinolophidae,Rhinolophus_ferrumequinum,Rhinolophus_ferrumequinum,extant,extant,0.157,0.274,Castiglione Cave 3,Corsica,Salotti et al. 1997: Pereira et al. 2006,Indirect dates
Chiroptera,Rhinolophidae,Rhinolophus_euryale,Rhinolophus_euryale,extant,extant,0.157,0.274,Castiglione Cave 3,Corsica,Salotti et al. 1997: Pereira et al. 2006,Indirect dates
Lagomorpha,Prolagidae,Prolagus_sardus,Prolagus_sardus,extinct,extinct,0.129,0.2,Castiglione Cave 1,Corsica,Pereira & Salotti 2002,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Carnivora,Canidae,Cynotherium_sardous,Cynotherium_sardous,extinct,extinct,0.129,0.2,Castiglione Cave 1,Corsica,Pereira & Salotti 2002,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Eulipotyphla,Soricidae,Asoriculus_corsicanus,Asoriculus_corsicanus,extinct,extinct,0.129,0.2,Castiglione Cave 1,Corsica,Pereira & Salotti 2002,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Cricetidae,Microtus_(Tyrrhenicola)_henseli,Microtus_(Tyrrhenicola)_henseli,extinct,extinct,0.129,0.2,Castiglione Cave 1,Corsica,Pereira et al. 2005ab,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Artiodactyla,Cervidae,Praemegaceros_cazioti,Praemegaceros_cazioti,extinct,extinct,0.129,0.2,Castiglione Cave 1,Corsica,Pereira et al. 2005ab,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Artiodactyla,Cervidae,Cervus_elaphus_rossii,Cervus_elaphus_rossii,extinct,extinct,0.129,0.2,Castiglione Cave 1,Corsica,Pereira et al. 2005ab,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Muridae,Rhagamys_orthodon,Rhagamys_orthodon,extinct,extinct,0.129,0.2,Castiglione Cave 1,Corsica,Pereira et al. 2005ab,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Lagomorpha,Prolagidae,Prolagus_sardus,Prolagus_sardus,extinct,extinct,0.008635,0.017485,Castiglione Cave 3 PL fracture ,Corsica,Pereira et al. 2005a 2006: Salotti et al. 2000: Pereira & Salotti 2002,Indirect dates
Artiodactyla,Cervidae,Praemegaceros_cazioti,Praemegaceros_cazioti,extinct,extinct,0.016104,0.016574,Castiglione Cave 3 PL fracture ,Corsica,Pereira et al. 2005a 2006: Salotti et al. 2000: Pereira & Salotti 2002,Direct dates
Carnivora,Canidae,Cynotherium_sardous,Cynotherium_sardous,extinct,extinct,0.013396,0.013808,Castiglione Cave 3 PL fracture ,Corsica,Pereira et al. 2005a 2006: Salotti et al. 2000: Pereira & Salotti 2002,Direct dates
Rodentia,Muridae,Rhagamys_orthodon,Rhagamys_orthodon,extinct,extinct,0.008635,0.017485,Castiglione Cave 3 PL fracture ,Corsica,Pereira et al. 2005a 2006: Salotti et al. 2000: Pereira & Salotti 2002,Indirect dates
Eulipotyphla,Soricidae,Asoriculus_corsicanus,Asoriculus_corsicanus,extinct,extinct,0.008635,0.017485,Castiglione Cave 3 PL fracture ,Corsica,Pereira et al. 2005a 2006: Salotti et al. 2000: Pereira & Salotti 2002,Indirect dates
Rodentia,Cricetidae,Microtus_(Tyrrhenicola)_henseli,Microtus_(Tyrrhenicola)_henseli,extinct,extinct,0.008635,0.017485,Castiglione Cave 3 PL fracture ,Corsica,Pereira et al. 2005a 2006: Salotti et al. 2000: Pereira & Salotti 2002,Indirect dates
Eulipotyphla,Soricidae,Asoriculus_corsicanus,Asoriculus_corsicanus,extinct,extinct,0.0588,0.3,La Coscia north west,Corsica,Pereira & Salotti 2002: Croitor et al. 2006,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Artiodactyla,Cervidae,Praemegaceros_cazioti,Praemegaceros_cazioti,extinct,extinct,0.0588,0.3,La Coscia north west,Corsica,Pereira & Salotti 2002: Croitor et al. 2006,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Carnivora,Canidae,Cynotherium_sardous,Cynotherium_sardous,extinct,extinct,0.0588,0.3,La Coscia north west,Corsica,Pereira & Salotti 2002: Croitor et al. 2006,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Lagomorpha,Prolagidae,Prolagus_sardus,Prolagus_sardus,extinct,extinct,0.0588,0.3,La Coscia north west,Corsica,Pereira & Salotti 2002: Croitor et al. 2006,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Muridae,Rhagamys_orthodon,Rhagamys_orthodon,extinct,extinct,0.0588,0.3,La Coscia north west,Corsica,Pereira & Salotti 2002: Croitor et al. 2006,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Cricetidae,Microtus_(Tyrrhenicola)_henseli,Microtus_(Tyrrhenicola)_henseli,extinct,extinct,0.0588,0.3,La Coscia north west,Corsica,Pereira & Salotti 2002: Croitor et al. 2006,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Eulipotyphla,Soricidae,Asoriculus_corsicanus,Asoriculus_corsicanus,extinct,extinct,0.0117,0.115,La Coscia south,Corsica,Pereira et al. 2005a,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Cricetidae,Microtus_(Tyrrhenicola)_henseli,Microtus_(Tyrrhenicola)_henseli,extinct,extinct,0.0117,0.115,La Coscia south,Corsica,Pereira et al. 2005a,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Muridae,Rhagamys_orthodon,Rhagamys_orthodon,extinct,extinct,0.0117,0.115,La Coscia south,Corsica,Pereira et al. 2005a,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Lagomorpha,Prolagidae,Prolagus_sardus,Prolagus_sardus,extinct,extinct,0.0117,0.115,La Coscia south,Corsica,Pereira et al. 2005a,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Carnivora,Canidae,Cynotherium_sardous,Cynotherium_sardous,extinct,extinct,0.0117,0.115,La Coscia south,Corsica,Pereira et al. 2005a,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Artiodactyla,Cervidae,Praemegaceros_cazioti,Praemegaceros_cazioti,extinct,extinct,0.0117,0.115,La Coscia south,Corsica,Pereira et al. 2005a,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Cricetidae,Microtus_(Tyrrhenicola)_henseli,Microtus_(Tyrrhenicola)_henseli,extinct,extinct,0.35,0.774,Punta di Calcina,Corsica,Pereira et al. 2001 2005ab: Pereira & Salotti 2002,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Muridae,Rhagamys_orthodon,Rhagamys_orthodon,extinct,extinct,0.35,0.774,Punta di Calcina,Corsica,Pereira et al. 2001 2005ab: Pereira & Salotti 2002,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Muridae,"""Rhagapodemus""_minor",Rhagapodemus_minor,extinct,extinct,0.35,0.774,Punta di Calcina,Corsica,Pereira et al. 2001 2005ab: Pereira & Salotti 2002,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Lagomorpha,Prolagidae,Prolagus_sardus,Prolagus_sardus,extinct,extinct,0.35,0.774,Punta di Calcina,Corsica,Pereira et al. 2001 2005ab: Pereira & Salotti 2002,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Eulipotyphla,Soricidae,Asoriculus_corsicanus,Asoriculus_corsicanus,extinct,extinct,0.35,0.774,Punta di Calcina,Corsica,Pereira et al. 2001 2005ab: Pereira & Salotti 2002,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Eulipotyphla,Talpidae,Talpa_tyrrhenica,Talpa_tyrrhenica,extinct,extinct,0.35,0.774,Punta di Calcina,Corsica,Pereira et al. 2001 2005ab: Pereira & Salotti 2002,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Cricetidae,Microtus_(Tyrrhenicola)_henseli,Microtus_(Tyrrhenicola)_henseli,extinct,extinct,0.129,0.2,Corte,Corsica,Pereira et al. 2001 2005ab: Pereira & Salotti 2002,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Muridae,Rhagamys_orthodon,Rhagamys_orthodon,extinct,extinct,0.129,0.2,Corte,Corsica,Pereira et al. 2001 2005ab: Pereira & Salotti 2002,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Muridae,"""Rhagapodemus""_minor",Rhagapodemus_minor,extinct,extinct,0.129,0.2,Corte,Corsica,Pereira et al. 2001 2005ab: Pereira & Salotti 2002,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Eulipotyphla,Soricidae,Asoriculus_corsicanus,Asoriculus_corsicanus,extinct,extinct,0.129,0.2,Corte,Corsica,Pereira et al. 2001 2005ab: Pereira & Salotti 2002,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Lagomorpha,Prolagidae,Prolagus_sardus,Prolagus_sardus,extinct,extinct,0.129,0.2,Corte,Corsica,Pereira et al. 2001 2005ab: Pereira & Salotti 2002,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Carnivora,Canidae,Cynotherium_sardous,Cynotherium_sardous,extinct,extinct,0.129,0.2,Corte,Corsica,Pereira et al. 2001 2005ab: Pereira & Salotti 2002,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Artiodactyla,Cervidae,Praemegaceros_cazioti,Praemegaceros_cazioti,extinct,extinct,0.129,0.2,Corte,Corsica,Pereira et al. 2001 2005ab: Pereira & Salotti 2002,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Cricetidae,Microtus_(Tyrrhenicola)_henseli,Microtus_(Tyrrhenicola)_henseli,extinct,extinct,0.00495,0.00795,Funtaneddu,Corsica,Tobien 1935 (faunal list) Pereira et al. 2001: Mezzabotta et al. 1996 (age),Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Muridae,Rhagamys_orthodon,Rhagamys_orthodon,extinct,extinct,0.00495,0.00795,Funtaneddu,Corsica,Tobien 1935 (faunal list) Pereira et al. 2001: Mezzabotta et al. 1996 (age),Other geochronological data or stratigraphy: Biochronology or chronological seriation
Artiodactyla,Cervidae,Praemegaceros_cazioti,Praemegaceros_cazioti,extinct,extinct,0.00495,0.00795,Funtaneddu,Corsica,Tobien 1935 (faunal list) Pereira et al. 2001: Mezzabotta et al. 1996 (age),Other geochronological data or stratigraphy: Biochronology or chronological seriation
Eulipotyphla,Soricidae,Asoriculus_corsicanus,Asoriculus_corsicanus,extinct,extinct,0.00495,0.00795,Funtaneddu,Corsica,Tobien 1935 (faunal list) Pereira et al. 2001: Mezzabotta et al. 1996 (age),Other geochronological data or stratigraphy: Biochronology or chronological seriation
Carnivora,Mustelidae,Algarolutra_majori,Algarolutra_majori,extinct,extinct,0.08,0.115,Grotta del Margine/Nonza,Corsica,Pereira & Salotti 2002: Van der Geer et al. 2011: Croitor et al. 2006,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Artiodactyla,Cervidae,Praemegaceros_cazioti,Praemegaceros_cazioti,extinct,extinct,0.08,0.115,Grotta del Margine/Nonza,Corsica,Pereira & Salotti 2002: Van der Geer et al. 2011: Croitor et al. 2006,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Artiodactyla,Cervidae,Praemegaceros_cazioti,Praemegaceros_cazioti,extinct,extinct,0.0117,0.115,Moulin de Brietta Cave,Corsica,Croitor et al. 2006,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Artiodactyla,Cervidae,Praemegaceros_cazioti,Praemegaceros_cazioti,extinct,extinct,0.0117,0.115,Capo Sacro Cave,Corsica,Croitor et al. 2006,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Artiodactyla,Cervidae,Praemegaceros_cazioti,Praemegaceros_cazioti,extinct,extinct,0.0117,0.115,Gritulu Cave,Corsica,Vigne et al. 1997: Pereira & Salotti 2002: Croitor et al. 2006 ,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Carnivora,Canidae,Cynotherium_sardous,Cynotherium_sardous,extinct,extinct,0.0117,0.115,Gritulu Cave,Corsica,Vigne et al. 1997: Pereira & Salotti 2002: Croitor et al. 2006 ,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Eulipotyphla,Soricidae,Asoriculus_corsicanus,Asoriculus_corsicanus,extinct,extinct,0.0117,0.115,Gritulu Cave,Corsica,Vigne et al. 1997: Pereira & Salotti 2002: Croitor et al. 2006 ,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Lagomorpha,Prolagidae,Prolagus_sardus,Prolagus_sardus,extinct,extinct,0.0117,0.115,Gritulu Cave,Corsica,Vigne et al. 1997: Pereira & Salotti 2002: Croitor et al. 2006 ,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Cricetidae,Microtus_(Tyrrhenicola)_henseli,Microtus_(Tyrrhenicola)_henseli,extinct,extinct,0.0117,0.115,Gritulu Cave,Corsica,Vigne et al. 1997: Pereira & Salotti 2002: Croitor et al. 2006 ,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Muridae,Rhagamys_orthodon,Rhagamys_orthodon,extinct,extinct,0.0117,0.115,Gritulu Cave,Corsica,Vigne et al. 1997: Pereira & Salotti 2002: Croitor et al. 2006 ,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Eulipotyphla,Soricidae,Asoriculus_corsicanus,Asoriculus_corsicanus,extinct,extinct,0.006441,0.009533,Monte Leone,Corsica,Vigne et al. 1997: Goude et al. 2016,Indirect dates
Lagomorpha,Prolagidae,Prolagus_sardus,Prolagus_sardus,extinct,extinct,0.006441,0.009533,Monte Leone,Corsica,Vigne et al. 1997: Goude et al. 2016,Direct dates
Rodentia,Cricetidae,Microtus_(Tyrrhenicola)_henseli,Microtus_(Tyrrhenicola)_henseli,extinct,extinct,0.006441,0.009533,Monte Leone,Corsica,Vigne et al. 1997: Goude et al. 2016,Indirect dates
Rodentia,Muridae,Rhagamys_orthodon,Rhagamys_orthodon,extinct,extinct,0.006441,0.009533,Monte Leone,Corsica,Vigne et al. 1997: Goude et al. 2016,Indirect dates
Eulipotyphla,Soricidae,Asoriculus_corsicanus,Asoriculus_corsicanus,extinct,extinct,0.001972,0.00285,Monte di Tuda,Corsica,Vigne et al. 1997: Vigne & Valladas 1996,Indirect dates: Other geochronological data or stratigraphy: Biochronology or chronological seriation
Lagomorpha,Prolagidae,Prolagus_sardus,Prolagus_sardus,extinct,extinct,0.001972,0.00285,Monte di Tuda,Corsica,Vigne et al. 1997: Vigne & Valladas 1996,Indirect dates: Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Muridae,Rhagamys_orthodon,Rhagamys_orthodon,extinct,extinct,0.001972,0.00285,Monte di Tuda,Corsica,Vigne et al. 1997: Vigne & Valladas 1996,Indirect dates: Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Cricetidae,Microtus_(Tyrrhenicola)_henseli,Microtus_(Tyrrhenicola)_henseli,extinct,extinct,0.001972,0.00285,Monte di Tuda,Corsica,Vigne et al. 1997: Vigne & Valladas 1996,Indirect dates: Other geochronological data or stratigraphy: Biochronology or chronological seriation
Eulipotyphla,Soricidae,Asoriculus_corsicanus,Asoriculus_corsicanus,extinct,extinct,0.001684,0.002181,Monte di Tuda,Corsica,Vigne et al. 1997: Vigne & Valladas 1996,Indirect dates: Other geochronological data or stratigraphy: Biochronology or chronological seriation
Lagomorpha,Prolagidae,Prolagus_sardus,Prolagus_sardus,extinct,extinct,0.001684,0.002181,Monte di Tuda,Corsica,Vigne et al. 1997: Vigne & Valladas 1996,Indirect dates: Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Muridae,Rhagamys_orthodon,Rhagamys_orthodon,extinct,extinct,0.001684,0.002181,Monte di Tuda,Corsica,Vigne et al. 1997: Vigne & Valladas 1996,Indirect dates: Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Cricetidae,Microtus_(Tyrrhenicola)_henseli,Microtus_(Tyrrhenicola)_henseli,extinct,extinct,0.001684,0.002181,Monte di Tuda,Corsica,Vigne et al. 1997: Vigne & Valladas 1996,Indirect dates: Other geochronological data or stratigraphy: Biochronology or chronological seriation
Lagomorpha,Prolagidae,Prolagus_sardus,Prolagus_sardus,extinct,extinct,0.008193,0.00881,Basi ,Corsica,Vigne et al. 1997: Lanfranchi 1998,Indirect dates: Other geochronological data or stratigraphy
Rodentia,Muridae,Rhagamys_orthodon,Rhagamys_orthodon,extinct,extinct,0.00495,0.00595,Terrina,Corsica,Vigne et al. 1997,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Cricetidae,Microtus_(Tyrrhenicola)_henseli,Microtus_(Tyrrhenicola)_henseli,extinct,extinct,0.00595,0.00695,Araguina Sennola,Corsica,Vigne et al. 1997,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Muridae,Rhagamys_orthodon,Rhagamys_orthodon,extinct,extinct,0.00595,0.00695,Araguina Sennola,Corsica,Vigne et al. 1997,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Eulipotyphla,Soricidae,Asoriculus_corsicanus,Asoriculus_corsicanus,extinct,extinct,0.00595,0.00695,Araguina Sennola,Corsica,Vigne et al. 1997,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Lagomorpha,Prolagidae,Prolagus_sardus,Prolagus_sardus,extinct,extinct,0.00595,0.00695,Araguina Sennola,Corsica,Vigne et al. 1997,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Cricetidae,Microtus_(Tyrrhenicola)_henseli,Microtus_(Tyrrhenicola)_henseli,extinct,extinct,0.00495,0.00595,Araguina Sennola,Corsica,Vigne et al. 1997,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Muridae,Rhagamys_orthodon,Rhagamys_orthodon,extinct,extinct,0.00495,0.00595,Araguina Sennola,Corsica,Vigne et al. 1997,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Eulipotyphla,Soricidae,Asoriculus_corsicanus,Asoriculus_corsicanus,extinct,extinct,0.00495,0.00595,Araguina Sennola,Corsica,Vigne et al. 1997,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Lagomorpha,Prolagidae,Prolagus_sardus,Prolagus_sardus,extinct,extinct,0.00495,0.00595,Araguina Sennola,Corsica,Vigne et al. 1997,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Cricetidae,Microtus_(Tyrrhenicola)_henseli,Microtus_(Tyrrhenicola)_henseli,extinct,extinct,0.00265,0.00375,Araguina Sennola,Corsica,Vigne et al. 1997,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Muridae,Rhagamys_orthodon,Rhagamys_orthodon,extinct,extinct,0.00265,0.00375,Araguina Sennola,Corsica,Vigne et al. 1997,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Eulipotyphla,Soricidae,Asoriculus_corsicanus,Asoriculus_corsicanus,extinct,extinct,0.00265,0.00375,Araguina Sennola,Corsica,Vigne et al. 1997,Other geochronological data or stratigraphy: Biochronology or chronological seriation
