Order,Family,Taxon_name_original,Taxon_name_analysis,Local_Status,Global_Status,MinAge,MaxAge,Site,Island,Source,Criteria
Chiroptera,Phyllostomidae,Phyllonycteris_poeyi,Phyllonycteris_poeyi,extant,extant,0,0.129,Cueva de las Cuchillas,Cuba,Silva Taboada 1979: Condis et al. 2009,Biochronology or chronological seriation
Chiroptera,Phyllostomidae,Monophyllus_redmani,Monophyllus_redmani,extant,extant,0,0.129,Cueva de las Cuchillas,Cuba,Silva Taboada 1979: Condis et al. 2009,Biochronology or chronological seriation
Chiroptera,Phyllostomidae,Artibeus_jamaicensis,Artibeus_jamaicensis,extant,extant,0,0.129,Cueva de las Cuchillas,Cuba,Silva Taboada 1979: Condis et al. 2009,Biochronology or chronological seriation
Chiroptera,Phyllostomidae,Phyllops_falcatus,Phyllops_falcatus,extant,extant,0,0.129,Cueva de las Cuchillas,Cuba,Silva Taboada 1979: Condis et al. 2009,Biochronology or chronological seriation
Chiroptera,Vespertilionidae,Eptesicus_fuscus,Eptesicus_fuscus,extant,extant,0,0.129,Cueva de las Cuchillas,Cuba,Silva Taboada 1979: Condis et al. 2009,Biochronology or chronological seriation
Chiroptera,Mormoopidae,Mormoops_blainvillei,Mormoops_blainvillei,extant,extant,0,0.129,Cueva de las Majaguas,Cuba,Silva Taboada 1979,Biochronology or chronological seriation
Chiroptera,Phyllostomidae,Macrotus_waterhousii,Macrotus_waterhousii,extant,extant,0,0.129,Cueva de las Mercedes,Cuba,Silva Taboada 1979: Condis et al. 2009,Biochronology or chronological seriation
Chiroptera,Phyllostomidae,Phyllonycteris_poeyi,Phyllonycteris_poeyi,extant,extant,0,0.129,Cueva de las Mercedes,Cuba,Silva Taboada 1979: Condis et al. 2009,Biochronology or chronological seriation
Chiroptera,Phyllostomidae,Artibeus_jamaicensis,Artibeus_jamaicensis,extant,extant,0,0.129,Cueva de las Mercedes,Cuba,Silva Taboada 1979: Condis et al. 2009,Biochronology or chronological seriation
Chiroptera,Phyllostomidae,Phyllops_falcatus,Phyllops_falcatus,extant,extant,0,0.129,Cueva de las Mercedes,Cuba,Silva Taboada 1979: Condis et al. 2009,Biochronology or chronological seriation
Rodentia,Capromyidae,Capromys_pilorides,Capromys_pilorides,extant,extant,0,0.129,Cueva de Las Muelas,Cuba,Condis et al. 2009: Silva et al. 2007,Biochronology or chronological seriation
Pilosa,Megalonychidae,Megalocnus_rodens,Megalocnus_rodens,extinct,extinct,0.0015,0.0117,Cueva de las Siete Caballerias,Cuba,Condis et al. 2009,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Eulipotyphla,Nesophontidae,Nesophontes_micrus,Nesophontes_micrus,extinct,extinct,0.0005,0.0117,Cueva de las Siete Caballerias,Cuba,Condis et al. 2009,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Echimyidae,Boromys_torrei,Boromys_torrei,extinct,extinct,0.0005,0.129,Cueva de las Tres Dolinas,Cuba,Condis et al. 2009,Biochronology or chronological seriation
Rodentia,Echimyidae,Boromys_offella,Boromys_offella,extinct,extinct,0.0005,0.129,Cueva de las Tres Dolinas,Cuba,Condis et al. 2009,Biochronology or chronological seriation
Rodentia,Capromyidae,Mysateles_prehensilis,Mysateles_prehensilis,extant,extant,0.001409,0.001545,Cueva de Leonel,Cuba,Orihuela et al. 2020b,Indirect dates
Rodentia,Capromyidae,Macrocapromys_acevedo,Macrocapromys_acevedo,extinct,extinct,0.001409,0.001545,Cueva de Leonel,Cuba,Orihuela et al. 2020b,Direct dates
Eulipotyphla,Nesophontidae,Nesophontes_micrus,Nesophontes_micrus,extinct,extinct,0.001409,0.001545,Cueva de Leonel,Cuba,Condis et al. 2009: Silva et al. 2007,Indirect dates
Rodentia,Capromyidae,Geocapromys_columbianus,Geocapromys_columbianus,extinct,extinct,0.001409,0.001545,Cueva de Leonel,Cuba,Condis et al. 2009: Silva et al. 2007,Indirect dates
Rodentia,Echimyidae,Boromys_torrei,Boromys_torrei,extinct,extinct,0.001409,0.001545,Cueva de Leonel,Cuba,Condis et al. 2009: Silva et al. 2007,Indirect dates
Pilosa,Megalonychidae,Megalocnus_rodens,Megalocnus_rodens,extinct,extinct,0.0015,0.129,Cueva de los Bichos,Cuba,Riley 2017: Condis et al. 2009,Biochronology or chronological seriation
Rodentia,Echimyidae,Boromys_offella,Boromys_offella,extinct,extinct,0.0005,0.129,Cueva de los Bichos,Cuba,Condis et al. 2009,Biochronology or chronological seriation
Rodentia,Capromyidae,Capromys_pilorides,Capromys_pilorides,extant,extant,0,0.129,Cueva de los Bichos,Cuba,Condis et al. 2009,Biochronology or chronological seriation
Pilosa,Megalonychidae,Neocnus_gliriformis,Neocnus_gliriformis,extinct,extinct,0.0015,0.129,Cueva de los Carabalies,Cuba,Condis et al. 2009,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Echimyidae,Boromys_offella,Boromys_offella,extinct,extinct,0.0005,0.129,Cueva de los Carabalies,Cuba,Diaz Franco 2001,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Pilosa,Megalonychidae,Neocnus_gliriformis,Neocnus_gliriformis,extinct,extinct,0.0015,0.129,Cueva de los Chivos Sancti Spiritus,Cuba,Condis et al. 2009: Silva et al. 2007,Biochronology or chronological seriation
Eulipotyphla,Nesophontidae,Nesophontes_major,Nesophontes_major,extinct,extinct,0.0005,0.129,Cueva de los Chivos Villa Clara,Cuba,Condis et al. 2009: Silva et al. 2007,Biochronology or chronological seriation
Eulipotyphla,Solenodontidae,Solenodon_cubanus,Solenodon_cubanus,extant,extant,0,0.129,Cueva de los Chivos Villa Clara,Cuba,Condis et al. 2009: Silva et al. 2007,Biochronology or chronological seriation
Pilosa,Megalonychidae,Megalocnus_rodens,Megalocnus_rodens,extinct,extinct,0.0117,0.129,Cueva de los Fósiles Camagüey,Cuba,Condis et al. 2009: Olson & Kurochkin 1987,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Pilosa,Megalonychidae,Parocnus_browni,Parocnus_browni,extinct,extinct,0.0117,0.129,Cueva de los Fósiles Camagüey,Cuba,Olson & Kurochkin 1987,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Eulipotyphla,Nesophontidae,Nesophontes_major,Nesophontes_major,extinct,extinct,0.0117,0.129,Cueva de los Fósiles Camagüey,Cuba,Rzebik-Kowalska & Woloszyn 2012: Olson & Kurochkin 1987,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Eulipotyphla,Nesophontidae,Nesophontes_micrus,Nesophontes_micrus,extinct,extinct,0.0117,0.129,Cueva de los Fósiles Camagüey,Cuba,Condis et al. 2009,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Capromyidae,Geocapromys_columbianus,Geocapromys_columbianus,extinct,extinct,0.0117,0.129,Cueva de los Fósiles Camagüey,Cuba,Condis et al. 2009: Olson & Kurochkin 1987,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Capromyidae,Capromys_pilorides,Capromys_pilorides,extant,extant,0.0117,0.129,Cueva de los Fósiles Camagüey,Cuba,Olson & Kurochkin 1987,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Capromyidae,Mesocapromys_nanus,Mesocapromys_nanus,extant,extant,0.0117,0.129,Cueva de los Fósiles Camagüey,Cuba,Condis et al. 2009: Olson & Kurochkin 1987,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Eulipotyphla,Solenodontidae,Solenodon_cubanus,Solenodon_cubanus,extant,extant,0.0117,0.129,Cueva de los Fósiles Camagüey,Cuba,Condis et al. 2009: Olson & Kurochkin 1987,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Echimyidae,Boromys_offella,Boromys_offella,extinct,extinct,0.0117,0.129,Cueva de los Fósiles Camagüey,Cuba,Condis et al. 2009,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Echimyidae,Boromys_torrei,Boromys_torrei,extinct,extinct,0.0117,0.129,Cueva de los Fósiles Camagüey,Cuba,Condis et al. 2009,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Capromyidae,Macrocapromys_acevedo,Macrocapromys_acevedo,extinct,extinct,0.0117,0.129,Cueva de los Fósiles Camagüey,Cuba,Condis et al. 2009,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Pilosa,Megalonychidae,Megalocnus_rodens,Megalocnus_rodens,extinct,extinct,0.0015,0.129,Cueva de Los Fósiles Villa Clara,Cuba,Condis et al. 2009,Biochronology or chronological seriation
Pilosa,Megalonychidae,Megalocnus_rodens,Megalocnus_rodens,extinct,extinct,0.0015,0.129,Cueva de los Fósiles Habana,Cuba,Condis et al. 2009,Biochronology or chronological seriation
Pilosa,Megalonychidae,Parocnus_browni,Parocnus_browni,extinct,extinct,0.0015,0.129,Cueva de los Fósiles Habana,Cuba,Condis et al. 2009,Biochronology or chronological seriation
Rodentia,Capromyidae,Mesocapromys_nanus,Mesocapromys_nanus,extant,extant,0.008276,0.0117,Cueva de los Indios: Daiquiri,Cuba,Anthony 1919: Condis et al. 2009,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Capromyidae,Geocapromys_columbianus,Geocapromys_columbianus,extinct,extinct,0.008276,0.0117,Cueva de los Indios: Daiquiri,Cuba,Anthony 1919: Condis et al. 2009,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Echimyidae,Boromys_offella,Boromys_offella,extinct,extinct,0.008276,0.0117,Cueva de los Indios: Daiquiri,Cuba,Anthony 1919: Condis et al. 2009,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Echimyidae,Boromys_torrei,Boromys_torrei,extinct,extinct,0.008276,0.0117,Cueva de los Indios: Daiquiri,Cuba,Anthony 1919: Condis et al. 2009,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Eulipotyphla,Nesophontidae,Nesophontes_micrus,Nesophontes_micrus,extinct,extinct,0.008276,0.0117,Cueva de los Indios: Daiquiri,Cuba,Anthony 1919: Condis et al. 2009,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Chiroptera,Phyllostomidae,Artibeus_anthonyi,Artibeus_anthonyi,extinct,extinct,0.008276,0.0117,Cueva de los Indios: Daiquiri,Cuba,Orihuela et al. 2020a: Woloszyn & Silva Taboada 1977: Anthony 1919: Silva Taboada 1979: Condis et al. 2009,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Chiroptera,Phyllostomidae,Macrotus_waterhousii,Macrotus_waterhousii,extant,extant,0.008276,0.0117,Cueva de los Indios: Daiquiri,Cuba,Woloszyn & Silva Taboada 1977: Anthony 1919: Condis et al. 2009,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Chiroptera,Phyllostomidae,Brachyphylla_nana,Brachyphylla_nana,extant,extant,0.008276,0.0117,Cueva de los Indios: Daiquiri,Cuba,Woloszyn & Silva Taboada 1977: Anthony 1919: Silva Taboada 1979: Condis et al. 2009,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Chiroptera,Phyllostomidae,Phyllonycteris_poeyi,Phyllonycteris_poeyi,extant,extant,0.008276,0.0117,Cueva de los Indios: Daiquiri,Cuba,Woloszyn & Silva Taboada 1977: Anthony 1919: Silva Taboada 1979: Condis et al. 2009,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Chiroptera,Phyllostomidae,Phyllops_vetus,Phyllops_vetus,extinct,extinct,0.008276,0.0117,Cueva de los Indios: Daiquiri,Cuba,Woloszyn & Silva Taboada 1977: Anthony 1917 1919: Suarez & Diaz-Franco 2003: Arredondo Antúnez 1997: Woods & Segile 2001: Silva Taboada 1979: Condis et al. 2009,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Chiroptera,Phyllostomidae,Phyllops_falcatus,Phyllops_falcatus,extant,extant,0.008276,0.0117,Cueva de los Indios: Daiquiri,Cuba,Woloszyn & Silva Taboada 1977: Anthony 1919: Silva Taboada 1979: Condis et al. 2009,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Chiroptera,Phyllostomidae,Artibeus_jamaicensis,Artibeus_jamaicensis,extant,extant,0.008276,0.0117,Cueva de los Indios: Daiquiri,Cuba,Woloszyn & Silva Taboada 1977: Anthony 1919: Condis et al. 2009,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Chiroptera,Natalidae,Natalus_primus,Natalus_primus,extant,extant,0.008276,0.0117,Cueva de los Indios: Daiquiri,Cuba,Woloszyn & Silva Taboada 1977: Anthony 1919: Tejedor et al. 2005: Silva Taboada 1979: Condis et al. 2009,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Chiroptera,Molossidae,Molossus_molossus,Molossus_molossus,extant,extant,0.008276,0.0117,Cueva de los Indios: Daiquiri,Cuba,Condis et al. 2009,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Pilosa,Megalonychidae,Parocnus_browni,Parocnus_browni,extinct,extinct,0.0015,0.129,Cueva de los Majaes,Cuba,Condis et al. 2009,Biochronology or chronological seriation
Chiroptera,Mormoopidae,Pteronotus_pristinus,Pteronotus_pristinus,extinct,extinct,0.008276,0.021,Cueva de los Masones,Cuba,Orihuela et al. 2020b: Silva Taboada 1974 1979: Arredondo Antúnez 1997: Woods & Segile 2001: Condis et al. 2009,Biochronology or chronological seriation
Chiroptera,Mormoopidae,Mormoops_megalophylla,Mormoops_megalophylla,extinct,extant,0.008276,0.021,Cueva de los Masones,Cuba,Orihuela & Tejedor 2012: Rezsutek & Cameron 1993: Silva Taboada 1974 1979: Arredondo Antúnez 1997: Woods & Segile 2001: Condis et al. 2009,Biochronology or chronological seriation
Chiroptera,Mormoopidae,Pteronotus_parnellii,Pteronotus_parnellii,extant,extant,0.008276,0.021,Cueva de los Masones,Cuba,Silva Taboada 1974: Stoetzel et al. 2016: Condis et al. 2009,Biochronology or chronological seriation
Chiroptera,Mormoopidae,Pteronotus_macleayii,Pteronotus_macleayii,extant,extant,0.008276,0.021,Cueva de los Masones,Cuba,Silva Taboada 1974 1979: Stoetzel et al. 2016: Condis et al. 2009,Biochronology or chronological seriation
Chiroptera,Mormoopidae,Pteronotus_quadridens,Pteronotus_quadridens,extant,extant,0.008276,0.021,Cueva de los Masones,Cuba,Silva Taboada 1974 1979: Stoetzel et al. 2016: Condis et al. 2009,Biochronology or chronological seriation
Chiroptera,Mormoopidae,Mormoops_magna,Mormoops_magna,extinct,extinct,0.008276,0.021,Cueva de los Masones,Cuba,Silva Taboada 1974 1979: Arredondo Antúnez 1997: Woods & Segile 2001: Condis et al. 2009,Biochronology or chronological seriation
Chiroptera,Mormoopidae,Mormoops_blainvillei,Mormoops_blainvillei,extant,extant,0.008276,0.021,Cueva de los Masones,Cuba,Silva Taboada 1974: Stoetzel et al. 2016: Condis et al. 2009,Biochronology or chronological seriation
Chiroptera,Phyllostomidae,Monophyllus_redmani,Monophyllus_redmani,extant,extant,0.008276,0.021,Cueva de los Masones,Cuba,Silva Taboada 1974 1979: Stoetzel et al. 2016: Condis et al. 2009,Biochronology or chronological seriation
Chiroptera,Phyllostomidae,Brachyphylla_nana,Brachyphylla_nana,extant,extant,0.008276,0.021,Cueva de los Masones,Cuba,Silva Taboada 1974 1979: Stoetzel et al. 2016: Condis et al. 2009,Biochronology or chronological seriation
Chiroptera,Phyllostomidae,Erophylla_sezekorni,Erophylla_sezekorni,extant,extant,0.008276,0.021,Cueva de los Masones,Cuba,Silva Taboada 1974 1979: Stoetzel et al. 2016: Condis et al. 2009,Biochronology or chronological seriation
Chiroptera,Phyllostomidae,Phyllonycteris_poeyi,Phyllonycteris_poeyi,extant,extant,0.008276,0.021,Cueva de los Masones,Cuba,Silva Taboada 1974 1979: Stoetzel et al. 2016: Condis et al. 2009,Biochronology or chronological seriation
Chiroptera,Natalidae,Natalus_primus,Natalus_primus,extant,extant,0.008276,0.021,Cueva de los Masones,Cuba,Silva Taboada 1974 1979: Tejedor et al. 2005: Stoetzel et al. 2016: Condis et al. 2009,Biochronology or chronological seriation
Chiroptera,Natalidae,Chilonatalus_macer,Chilonatalus_macer,extant,extant,0.008276,0.021,Cueva de los Masones,Cuba,Silva Taboada 1974 1979: Stoetzel et al. 2016: Condis et al. 2009,Biochronology or chronological seriation
Chiroptera,Natalidae,Nyctiellus_lepidus,Nyctiellus_lepidus,extant,extant,0.008276,0.021,Cueva de los Masones,Cuba,Silva Taboada 1974: Stoetzel et al. 2016: Condis et al. 2009,Biochronology or chronological seriation
Eulipotyphla,Nesophontidae,Nesophontes_micrus,Nesophontes_micrus,extinct,extinct,0.008276,0.021,Cueva de los Masones,Cuba,Condis et al. 2009,Biochronology or chronological seriation
Rodentia,Echimyidae,Boromys_offella,Boromys_offella,extinct,extinct,0.008276,0.021,Cueva de los Masones,Cuba,Condis et al. 2009,Biochronology or chronological seriation
Rodentia,Echimyidae,Boromys_torrei,Boromys_torrei,extinct,extinct,0.008276,0.021,Cueva de los Masones,Cuba,Condis et al. 2009,Biochronology or chronological seriation
Rodentia,Capromyidae,Mesocapromys_nanus,Mesocapromys_nanus,extant,extant,0.008276,0.021,Cueva de los Masones,Cuba,Condis et al. 2009: Varona & Arredondo 1979: Arredondo Antunez 1997,Biochronology or chronological seriation
Rodentia,Capromyidae,Geocapromys_columbianus,Geocapromys_columbianus,extinct,extinct,0.008276,0.021,Cueva de los Masones,Cuba,Condis et al. 2009,Biochronology or chronological seriation
Rodentia,Echimyidae,Boromys_offella,Boromys_offella,extinct,extinct,0.0005,0.129,Cueva Cortina,Cuba,Diaz Franco 2001,Biochronology or chronological seriation
Eulipotyphla,Solenodontidae,Solenodon_cubanus,Solenodon_cubanus,extant,extant,0,0.129,Cueva de los Panaderos,Cuba,Condis et al. 2009: Woods & Sergile 2001,Biochronology or chronological seriation
Chiroptera,Phyllostomidae,Desmodus_rotundus,Desmodus_rotundus_FOSSIL,extinct,extant,0.0117,0.129,Cueva de los Paredones,Cuba,Orihuela 2011: Suarez 2005: Condis et al. 2009,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Chiroptera,Phyllostomidae,Artibeus_anthonyi,Artibeus_anthonyi,extinct,extinct,0.0117,0.129,Cueva de los Paredones,Cuba,Balseiro et al. 2009: Woloszyn & Silva Taboada 1977: Condis et al. 2009,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Chiroptera,Phyllostomidae,Macrotus_waterhousii,Macrotus_waterhousii,extant,extant,0.0117,0.129,Cueva de los Paredones,Cuba,Woloszyn & Silva Taboada 1977: Silva Taboada 1979: Condis et al. 2009,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Chiroptera,Phyllostomidae,Monophyllus_redmani,Monophyllus_redmani,extant,extant,0.0117,0.129,Cueva de los Paredones,Cuba,Woloszyn & Silva Taboada 1977: Silva Taboada 1979: Condis et al. 2009,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Chiroptera,Phyllostomidae,Brachyphylla_nana,Brachyphylla_nana,extant,extant,0.0117,0.129,Cueva de los Paredones,Cuba,Woloszyn & Silva Taboada 1977: Silva Taboada 1979: Condis et al. 2009,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Chiroptera,Vespertilionidae,Antrozous_pallidus,Antrozous_pallidus,extant,extant,0.0117,0.129,Cueva de los Paredones,Cuba,Woloszyn & Silva Taboada 1977: Silva Taboada 1979: Condis et al. 2009,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Chiroptera,Phyllostomidae,Artibeus_jamaicensis,Artibeus_jamaicensis,extant,extant,0.0117,0.129,Cueva de los Paredones,Cuba,Varona & Arredondo 1979: Condis et al. 2009,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Chiroptera,Phyllostomidae,Phyllonycteris_poeyi,Phyllonycteris_poeyi,extant,extant,0.0117,0.129,Cueva de los Paredones,Cuba,Varona & Arredondo 1979: Condis et al. 2009,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Chiroptera,Natalidae,Chilonatalus_macer,Chilonatalus_macer,extant,extant,0.0117,0.129,Cueva de los Paredones,Cuba,Silva Taboada 1979: Condis et al. 2009,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Echimyidae,Boromys_offella,Boromys_offella,extinct,extinct,0.0117,0.129,Cueva de los Paredones,Cuba,Condis et al. 2009: Diaz Franco 2001,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Echimyidae,Boromys_torrei,Boromys_torrei,extinct,extinct,0.0117,0.129,Cueva de los Paredones,Cuba,Condis et al. 2009: Diaz Franco 2002,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Capromyidae,Geocapromys_columbianus,Geocapromys_columbianus,extinct,extinct,0.0117,0.129,Cueva de los Paredones,Cuba,Condis et al. 2009,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Capromyidae,Mysateles_prehensilis,Mysateles_prehensilis,extant,extant,0.0117,0.129,Cueva de los Paredones,Cuba,Condis et al. 2009,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Capromyidae,Mesocapromys_nanus,Mesocapromys_nanus,extant,extant,0.001615,0.00178,Cueva de los Paredones,Cuba,Orihuela et al. 2020b,Direct dates
Rodentia,Capromyidae,Macrocapromys_acevedo,Macrocapromys_acevedo,extinct,extinct,0.0117,0.129,Cueva de los Paredones,Cuba,Varona & Arredondo 1979: Borroto-Paez et al. 2012: Condis et al. 2009,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Capromyidae,Macrocapromys_latus,Macrocapromys_latus,extinct,extinct,0.0117,0.129,Cueva de los Paredones,Cuba,Upham & Borroto-Paez 2017: Borroto-Paez et al. 2012: Condis et al. 2009: Varona & Arredondo 1979,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Capromyidae,Mesocapromys_kraglievichi,Mesocapromys_kraglievichi,extinct,extinct,0.0117,0.129,Cueva de los Paredones,Cuba,Upham & Borroto-Paez 2017: Condis et al. 2009,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Capromyidae,Mesocapromys_gracilis,Mesocapromys_gracilis,extinct,extinct,0.0117,0.129,Cueva de los Paredones,Cuba,Varona & Arredondo 1979: Borroto-Paez et al. 2012: Condis et al. 2009,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Rodentia,Capromyidae,Capromys_pilorides,Capromys_pilorides,extant,extant,0.0117,0.129,Cueva de los Paredones,Cuba,Arredondo & Arredondo 1999: Condis et al. 2009,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Eulipotyphla,Nesophontidae,Nesophontes_major,Nesophontes_major,extinct,extinct,0.0117,0.129,Cueva de los Paredones,Cuba,Rzebik-Kowalska & Woloszyn 2012: Varona & Arredondo 1979: Condis et al. 2009,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Eulipotyphla,Nesophontidae,Nesophontes_micrus,Nesophontes_micrus,extinct,extinct,0.0117,0.129,Cueva de los Paredones,Cuba,Arredondo & Arredondo 1999: Varona & Arredondo 1979: Condis et al. 2009,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Eulipotyphla,Solenodontidae,Solenodon_cubanus,Solenodon_cubanus,extant,extant,0.0117,0.129,Cueva de los Paredones,Cuba,Varona & Arredondo 1979: Condis et al. 2009: Woods & Sergile 2001,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Eulipotyphla,Solenodontidae,Solenodon_arredondoi,Solenodon_arredondoi,extinct,extinct,0.0117,0.129,Cueva de los Paredones,Cuba,Arredondo Antunez 1997: Condis et al. 2009,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Pilosa,Megalonychidae,Acratocnus_antillensis,Acratocnus_antillensis,extinct,extinct,0.0117,0.129,Cueva de los Paredones,Cuba,Arredondo Antunez 1997 1999a: Condis et al. 2009: Arredondo & Arredondo 1999,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Pilosa,Megalonychidae,Neocnus_gliriformis,Neocnus_gliriformis,extinct,extinct,0.0117,0.129,Cueva de los Paredones,Cuba,Varona & Arredondo 1979: Arredondo Antunez 1999a: Arredondo & Arredondo 1999: Condis et al. 2009,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Pilosa,Megalonychidae,Megalocnus_rodens,Megalocnus_rodens,extinct,extinct,0.0117,0.129,Cueva de los Paredones,Cuba,Varona & Arredondo 1979: Arredondo Antunez 1999a: Arredondo & Arredondo 1999: Condis et al. 2009,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Pilosa,Megalonychidae,Parocnus_browni,Parocnus_browni,extinct,extinct,0.0117,0.129,Cueva de los Paredones,Cuba,Varona & Arredondo 1979: Arredondo Antunez 1997 1999a: Condis et al. 2009,Other geochronological data or stratigraphy: Biochronology or chronological seriation
Pilosa,Megalonychidae,Megalocnus_rodens,Megalocnus_rodens,extinct,extinct,0.0015,0.129,Cueva de los Pictogramas Vinales Pinar del Rio,Cuba,Condis et al. 2009: Silva et al. 2007,Biochronology or chronological seriation
Rodentia,Capromyidae,Capromys_pilorides,Capromys_pilorides,extant,extant,0,0.129,Cueva de los Pictogramas Vinales Pinar del Rio,Cuba,Condis et al. 2009: Silva et al. 2007,Biochronology or chronological seriation
Chiroptera,Phyllostomidae,Artibeus_jamaicensis,Artibeus_jamaicensis,extant,extant,0,0.129,Cueva de los Pinitos,Cuba,Orihuela et al. 2020bc,Indirect dates
Chiroptera,Phyllostomidae,Macrotus_waterhousii,Macrotus_waterhousii,extant,extant,0,0.129,Cueva de los Soterraneos,Cuba,Silva Taboada 1979: Condis et al. 2009,Biochronology or chronological seriation
Chiroptera,Phyllostomidae,Brachyphylla_nana,Brachyphylla_nana,extant,extant,0,0.129,Cueva de los Soterraneos,Cuba,Silva Taboada 1979: Condis et al. 2009,Biochronology or chronological seriation
Chiroptera,Phyllostomidae,Phyllonycteris_poeyi,Phyllonycteris_poeyi,extant,extant,0,0.129,Cueva de los Soterraneos,Cuba,Silva Taboada 1979: Condis et al. 2009,Biochronology or chronological seriation
Chiroptera,Phyllostomidae,Artibeus_jamaicensis,Artibeus_jamaicensis,extant,extant,0,0.129,Cueva de los Soterraneos,Cuba,Silva Taboada 1979: Condis et al. 2009,Biochronology or chronological seriation
Chiroptera,Phyllostomidae,Phyllops_falcatus,Phyllops_falcatus,extant,extant,0,0.129,Cueva de los Soterraneos,Cuba,Silva Taboada 1979: Condis et al. 2009,Biochronology or chronological seriation
Pilosa,Megalonychidae,Megalocnus_rodens,Megalocnus_rodens,extinct,extinct,0.0015,0.129,Cueva de Luciano,Cuba,Condis et al. 2009,Biochronology or chronological seriation
Eulipotyphla,Nesophontidae,Nesophontes_micrus,Nesophontes_micrus,extinct,extinct,0.0005,0.129,Cueva de Luciano,Cuba,Condis et al. 2009,Biochronology or chronological seriation
Rodentia,Echimyidae,Boromys_torrei,Boromys_torrei,extinct,extinct,0.0005,0.129,Cueva de Luciano,Cuba,Condis et al. 2009,Biochronology or chronological seriation
Rodentia,Capromyidae,Geocapromys_columbianus,Geocapromys_columbianus,extinct,extinct,0.0005,0.129,Cueva de Luciano,Cuba,Condis et al. 2009,Biochronology or chronological seriation
Chiroptera,Phyllostomidae,Macrotus_waterhousii,Macrotus_waterhousii,extant,extant,0,0.129,Cueva de Lucio,Cuba,Silva Taboada 1979: Condis et al. 2009,Biochronology or chronological seriation
Chiroptera,Phyllostomidae,Phyllonycteris_poeyi,Phyllonycteris_poeyi,extant,extant,0,0.129,Cueva de Lucio,Cuba,Silva Taboada 1979: Condis et al. 2009,Biochronology or chronological seriation
Chiroptera,Phyllostomidae,Artibeus_jamaicensis,Artibeus_jamaicensis,extant,extant,0,0.129,Cueva de Lucio,Cuba,Silva Taboada 1979: Condis et al. 2009,Biochronology or chronological seriation
