Order,Latin_binomial,Body_mass,Island_or_mainland,IUCN_Category
Carnivora,Pusa_caspica,86000,mainland,EN
Carnivora,Pusa_hispida,90900,mainland,LC
Carnivora,Pusa_sibirica,90000,mainland,LC
Primates,Pygathrix_cinerea,8310,mainland,CR
Primates,Pygathrix_nemaeus,8310,mainland,EN
Primates,Pygathrix_nigripes,8310,mainland,EN
Rodentia,Pygeretmus_platyurus,26.4,mainland,LC
Rodentia,Pygeretmus_pumilio,52,mainland,LC
Rodentia,Pygeretmus_zhitkovi,56.5,mainland,NT
Chiroptera,Pygoderma_bilabiatum,18.5,mainland,LC
Cetartiodactyla,Rangifer_tarandus,86034,mainland,VU
Cetartiodactyla,Raphicerus_campestris,10500,mainland,LC
Cetartiodactyla,Raphicerus_melanotis,10249.9,mainland,LC
Cetartiodactyla,Raphicerus_sharpei,9499.9,mainland,LC
Rodentia,Rattus_andamanensis,129,mainland,LC
Rodentia,Rattus_annandalei,216.1,mainland,LC
Rodentia,Rattus_argentiventer,133.1,mainland,LC
Rodentia,Rattus_colletti,61,mainland,LC
Rodentia,Rattus_exulans,47.3,mainland,LC
Rodentia,Rattus_fuscipes,133,mainland,LC
Rodentia,Rattus_leucopus,171.7,mainland,LC
Rodentia,Rattus_losea,77,mainland,LC
Rodentia,Rattus_lutreolus,106,mainland,LC
Rodentia,Rattus_niobe,46.1,mainland,LC
Rodentia,Rattus_nitidus,133.5,mainland,LC
Rodentia,Rattus_norvegicus,356.7,mainland,LC
Rodentia,Rattus_omichlodes,71.8,mainland,DD
Rodentia,Rattus_osgoodi,93,mainland,LC
Rodentia,Rattus_pyctoris,136,mainland,LC
Rodentia,Rattus_ranjiniae,120,mainland,EN
Rodentia,Rattus_rattus,178.3,mainland,LC
Rodentia,Rattus_satarae,180,mainland,VU
Rodentia,Rattus_sordidus,157.5,mainland,LC
Rodentia,Rattus_tanezumi,134,mainland,LC
Rodentia,Rattus_tiomanicus,130,mainland,LC
Rodentia,Rattus_tunneyi,124,mainland,LC
Rodentia,Rattus_villosissimus,134,mainland,LC
Rodentia,Ratufa_affinis,1156.3,mainland,NT
Rodentia,Ratufa_bicolor,2050,mainland,NT
Rodentia,Ratufa_indica,1060,mainland,LC
Rodentia,Ratufa_macroura,1327.1,mainland,NT
Cetartiodactyla,Redunca_arundinum,58000.3,mainland,LC
Cetartiodactyla,Redunca_fulvorufula,29499.9,mainland,LC
Cetartiodactyla,Redunca_redunca,44050.4,mainland,LC
Rodentia,Reithrodon_auritus,70.9,mainland,LC
Rodentia,Reithrodon_typicus,65.8,mainland,LC
Rodentia,Reithrodontomys_bakeri,25.8,mainland,EN
Rodentia,Reithrodontomys_brevirostris,12.9,mainland,LC
Rodentia,Reithrodontomys_burti,20,mainland,DD
Rodentia,Reithrodontomys_chrysopsis,19,mainland,LC
Rodentia,Reithrodontomys_creper,22.8,mainland,LC
Rodentia,Reithrodontomys_darienensis,13,mainland,LC
Rodentia,Reithrodontomys_fulvescens,11.4,mainland,LC
Rodentia,Reithrodontomys_gracilis,12.3,mainland,LC
Rodentia,Reithrodontomys_hirsutus,20,mainland,VU
Rodentia,Reithrodontomys_humulis,8.3,mainland,LC
Rodentia,Reithrodontomys_megalotis,9.4,mainland,LC
Rodentia,Reithrodontomys_mexicanus,16,mainland,LC
Rodentia,Reithrodontomys_microdon,20,mainland,LC
Rodentia,Reithrodontomys_montanus,10.9,mainland,LC
Rodentia,Reithrodontomys_paradoxus,11.3,mainland,DD
Rodentia,Reithrodontomys_raviventris,11.1,mainland,EN
Rodentia,Reithrodontomys_rodriguezi,31.2,mainland,LC
Rodentia,Reithrodontomys_sumichrasti,19,mainland,LC
Rodentia,Reithrodontomys_tenuirostris,20,mainland,VU
Rodentia,Reithrodontomys_zacatecae,9.7,mainland,LC
Rodentia,Rhabdomys_pumilio,41.1,mainland,LC
Rodentia,Rhagomys_longilingua,30,mainland,LC
Rodentia,Rhagomys_rufescens,21.2,mainland,NT
Rodentia,Rheomys_mexicanus,40,mainland,EN
Rodentia,Rheomys_raptor,38,mainland,LC
Rodentia,Rheomys_thomasi,40,mainland,NT
Rodentia,Rheomys_underwoodi,66.2,mainland,LC
Perissodactyla,Rhinoceros_sondaicus,1750000,mainland,CR
Perissodactyla,Rhinoceros_unicornis,1602333,mainland,VU
Chiroptera,Rhinolophus_acuminatus,12.1,mainland,LC
Chiroptera,Rhinolophus_adami,5.8,mainland,DD
Chiroptera,Rhinolophus_affinis,13.6,mainland,LC
Chiroptera,Rhinolophus_alcyone,18.8,mainland,LC
Chiroptera,Rhinolophus_beddomei,14.5,mainland,LC
Chiroptera,Rhinolophus_blasii,9.7,mainland,LC
Chiroptera,Rhinolophus_bocharicus,15.2,mainland,LC
Chiroptera,Rhinolophus_borneensis,7.9,mainland,LC
Chiroptera,Rhinolophus_capensis,12.8,mainland,LC
Chiroptera,Rhinolophus_clivosus,15.7,mainland,LC
Chiroptera,Rhinolophus_coelophyllus,7.1,mainland,LC
Chiroptera,Rhinolophus_convexus,7.7,mainland,DD
Chiroptera,Rhinolophus_darlingi,9.5,mainland,LC
Chiroptera,Rhinolophus_deckenii,16.8,mainland,NT
Chiroptera,Rhinolophus_denti,6.2,mainland,LC
Chiroptera,Rhinolophus_eloquens,19.1,mainland,LC
Chiroptera,Rhinolophus_euryale,8.2,mainland,NT
Chiroptera,Rhinolophus_ferrumequinum,21.1,mainland,LC
Chiroptera,Rhinolophus_fumigatus,12.9,mainland,LC
Chiroptera,Rhinolophus_guineensis,10.4,mainland,VU
Chiroptera,Rhinolophus_hildebrandtii,25.8,mainland,LC
Chiroptera,Rhinolophus_hilli,16.5,mainland,CR
Chiroptera,Rhinolophus_hillorum,14.8,mainland,NT
Chiroptera,Rhinolophus_hipposideros,4.7,mainland,LC
Chiroptera,Rhinolophus_landeri,8.9,mainland,LC
Chiroptera,Rhinolophus_lepidus,5.7,mainland,LC
Chiroptera,Rhinolophus_luctus,33.5,mainland,LC
Chiroptera,Rhinolophus_maclaudi,13.1,mainland,EN
Chiroptera,Rhinolophus_macrotis,6.2,mainland,LC
Chiroptera,Rhinolophus_maendeleo,6,mainland,DD
Chiroptera,Rhinolophus_malayanus,6.7,mainland,LC
Chiroptera,Rhinolophus_marshalli,5,mainland,LC
Chiroptera,Rhinolophus_megaphyllus,10.1,mainland,LC
Chiroptera,Rhinolophus_mehelyi,12.3,mainland,VU
Chiroptera,Rhinolophus_mitratus,19,mainland,DD
Chiroptera,Rhinolophus_osgoodi,7.3,mainland,DD
Chiroptera,Rhinolophus_paradoxolophus,8.2,mainland,LC
Chiroptera,Rhinolophus_pearsonii,11.8,mainland,LC
Chiroptera,Rhinolophus_philippinensis,10.3,mainland,LC
Chiroptera,Rhinolophus_pusillus,7.2,mainland,LC
Chiroptera,Rhinolophus_rex,11.3,mainland,LC
Chiroptera,Rhinolophus_robinsoni,8.5,mainland,NT
Chiroptera,Rhinolophus_rouxii,11.8,mainland,LC
Chiroptera,Rhinolophus_ruwenzorii,17.6,mainland,VU
Chiroptera,Rhinolophus_sakejiensis,14.1,mainland,DD
Chiroptera,Rhinolophus_sedulus,8.8,mainland,NT
Chiroptera,Rhinolophus_shameli,9.6,mainland,LC
Chiroptera,Rhinolophus_shortridgei,6.4,mainland,LC
Chiroptera,Rhinolophus_siamensis,5.1,mainland,LC
Chiroptera,Rhinolophus_silvestris,16.8,mainland,DD
Chiroptera,Rhinolophus_simulator,8.1,mainland,LC
Chiroptera,Rhinolophus_sinicus,11.6,mainland,LC
Chiroptera,Rhinolophus_stheno,7.9,mainland,LC
Chiroptera,Rhinolophus_subbadius,6.6,mainland,LC
Chiroptera,Rhinolophus_swinnyi,7.1,mainland,LC
Chiroptera,Rhinolophus_thomasi,8.3,mainland,LC
Chiroptera,Rhinolophus_trifoliatus,14.5,mainland,LC
Chiroptera,Rhinolophus_yunanensis,19.7,mainland,LC
Chiroptera,Rhinolophus_ziama,22.3,mainland,EN
Chiroptera,Rhinonicteris_aurantia,8.8,mainland,LC
Chiroptera,Rhinophylla_alethina,14,mainland,NT
Chiroptera,Rhinophylla_fischerae,10.6,mainland,LC
Chiroptera,Rhinophylla_pumilio,9.6,mainland,LC
Primates,Rhinopithecus_avunculus,8000,mainland,CR
Primates,Rhinopithecus_bieti,9960,mainland,EN
Primates,Rhinopithecus_brelichi,11500,mainland,EN
Primates,Rhinopithecus_roxellana,12125,mainland,EN
Primates,Rhinopithecus_strykeri,11250,mainland,CR
Chiroptera,Rhinopoma_hardwickii,14.2,mainland,LC
Chiroptera,Rhinopoma_macinnesi,8.6,mainland,DD
Chiroptera,Rhinopoma_microphyllum,27.9,mainland,LC
Chiroptera,Rhinopoma_muscatellum,9.1,mainland,LC
Rodentia,Rhinosciurus_laticaudatus,228.3,mainland,NT
Rodentia,Rhipidomys_austrinus,89,mainland,LC
Rodentia,Rhipidomys_cariri,92.6,mainland,DD
Rodentia,Rhipidomys_caucensis,89,mainland,DD
Rodentia,Rhipidomys_couesi,89,mainland,LC
Rodentia,Rhipidomys_emiliae,96.5,mainland,LC
Rodentia,Rhipidomys_fulviventer,89,mainland,LC
Rodentia,Rhipidomys_gardneri,71.1,mainland,LC
Rodentia,Rhipidomys_latimanus,57.5,mainland,LC
Rodentia,Rhipidomys_leucodactylus,80,mainland,LC
Rodentia,Rhipidomys_macconnelli,41.6,mainland,LC
Rodentia,Rhipidomys_macrurus,79.9,mainland,LC
Rodentia,Rhipidomys_mastacalis,77.5,mainland,LC
Rodentia,Rhipidomys_modicus,84.6,mainland,LC
Rodentia,Rhipidomys_nitela,56,mainland,LC
Rodentia,Rhipidomys_ochrogaster,89,mainland,DD
Rodentia,Rhipidomys_venezuelae,90,mainland,LC
Rodentia,Rhipidomys_venustus,89,mainland,LC
Rodentia,Rhipidomys_wetzeli,89,mainland,LC
Rodentia,Rhizomys_pruinosus,2450,mainland,LC
Rodentia,Rhizomys_sinensis,865,mainland,LC
Rodentia,Rhizomys_sumatrensis,1625,mainland,LC
Chiroptera,Rhogeessa_aeneus,3.4,mainland,LC
Chiroptera,Rhogeessa_alleni,7.2,mainland,LC
Chiroptera,Rhogeessa_genowaysi,5,mainland,EN
Chiroptera,Rhogeessa_gracilis,6.1,mainland,LC
Chiroptera,Rhogeessa_hussoni,5.8,mainland,DD
Chiroptera,Rhogeessa_io,5,mainland,LC
Chiroptera,Rhogeessa_minutilla,3.7,mainland,VU
Chiroptera,Rhogeessa_mira,3.1,mainland,VU
Chiroptera,Rhogeessa_parvula,4.4,mainland,LC
Chiroptera,Rhogeessa_tumida,4.5,mainland,LC
Rodentia,Rhombomys_opimus,144,mainland,LC
Macroscelidea,Rhynchocyon_chrysopygus,540,mainland,EN
Macroscelidea,Rhynchocyon_cirnei,490,mainland,NT
Macroscelidea,Rhynchocyon_petersi,424,mainland,LC
Macroscelidea,Rhynchocyon_udzungwensis,711,mainland,VU
Carnivora,Rhynchogale_melleri,2500,mainland,LC
Paucituberculata,Rhyncholestes_raphanurus,21,mainland,NT
Chiroptera,Rhynchonycteris_naso,3.8,mainland,LC
Lagomorpha,Romerolagus_diazi,476.7,mainland,EN
Chiroptera,Rousettus_aegyptiacus,132.2,mainland,LC
Chiroptera,Rousettus_amplexicaudatus,82.5,mainland,LC
Chiroptera,Rousettus_lanosus,103,mainland,LC
Chiroptera,Rousettus_leschenaultii,97.1,mainland,LC
Cetartiodactyla,Rucervus_duvaucelii,143000,mainland,VU
Cetartiodactyla,Rucervus_eldii,73000,mainland,EN
Cetartiodactyla,Rucervus_schomburgki,110000,mainland,EX
Primates,Rungwecebus_kipunji,13000,mainland,CR
Cetartiodactyla,Rupicapra_pyrenaica,30000,mainland,LC
Cetartiodactyla,Rupicapra_rupicapra,26100,mainland,LC
Cetartiodactyla,Rusa_unicolor,180344.4,mainland,VU
Cetartiodactyla,Rusingoryx_atopocranion,150000,mainland,EP
Eulipotyphla,Ruwenzorisorex_suncoides,18.2,mainland,VU
Chiroptera,Saccolaimus_flaviventris,42.1,mainland,LC
Chiroptera,Saccolaimus_mixtus,23,mainland,DD
Chiroptera,Saccolaimus_peli,100,mainland,LC
Chiroptera,Saccolaimus_saccolaimus,41.8,mainland,LC
Chiroptera,Saccopteryx_antioquensis,5,mainland,EN
Chiroptera,Saccopteryx_bilineata,7.8,mainland,LC
Chiroptera,Saccopteryx_canescens,3.4,mainland,LC
Chiroptera,Saccopteryx_gymnura,4,mainland,DD
Chiroptera,Saccopteryx_leptura,4.7,mainland,LC
Rodentia,Saccostomus_campestris,51.2,mainland,LC
Rodentia,Saccostomus_mearnsi,45.5,mainland,LC
Primates,Saguinus_bicolor,465,mainland,EN
Primates,Saguinus_fuscicollis,387,mainland,LC
Primates,Saguinus_geoffroyi,486.5,mainland,LC
Primates,Saguinus_imperator,400,mainland,LC
Primates,Saguinus_inustus,410.5,mainland,LC
Primates,Saguinus_labiatus,575,mainland,LC
Primates,Saguinus_leucopus,440,mainland,EN
Primates,Saguinus_martinsi,603.6,mainland,LC
Primates,Saguinus_melanoleucus,491,mainland,LC
Primates,Saguinus_midas,540,mainland,LC
Primates,Saguinus_mystax,618,mainland,LC
Primates,Saguinus_niger,591.2,mainland,VU
Primates,Saguinus_nigricollis,462,mainland,LC
Primates,Saguinus_oedipus,430,mainland,CR
Primates,Saguinus_tripartitus,393.5,mainland,NT
Cetartiodactyla,Saiga_tatarica,29000,mainland,CR
Primates,Saimiri_boliviensis,615,mainland,LC
Primates,Saimiri_oerstedii,278.5,mainland,VU
Primates,Saimiri_sciureus,743.2,mainland,LC
Primates,Saimiri_ustus,1000,mainland,NT
Primates,Saimiri_vanzolinii,769.6,mainland,VU
Rodentia,Salinomys_delicatus,12.5,mainland,DD
Rodentia,Salpingotulus_michaelis,3.9,mainland,DD
Rodentia,Salpingotus_crassicauda,12,mainland,LC
Rodentia,Salpingotus_heptneri,9.6,mainland,DD
Rodentia,Salpingotus_kozlovi,9.5,mainland,LC
Rodentia,Salpingotus_pallidus,9,mainland,DD
Cetartiodactyla,Sangamona_fugitiva,157500,mainland,EP
Rodentia,Santamartamys_rufodorsalis,144.8,mainland,CR
Primates,Sapajus_apella,2500,mainland,LC
Primates,Sapajus_cay,2725,mainland,LC
Primates,Sapajus_flavius,2550,mainland,CR
Primates,Sapajus_libidinosus,3200,mainland,LC
Primates,Sapajus_macrocephalus,3200,mainland,LC
Primates,Sapajus_nigritus,3200,mainland,NT
Primates,Sapajus_robustus,3200,mainland,EN
Primates,Sapajus_xanthosternos,3200,mainland,CR
Dasyuromorphia,Sarcophilus_harrisii,11000,mainland,EN
Chiroptera,Sauromys_petrophilus,13.9,mainland,LC
Rodentia,Saxatilomys_paulinae,105.9,mainland,DD
Eulipotyphla,Scalopus_aquaticus,91.3,mainland,LC
Eulipotyphla,Scapanulus_oweni,36.6,mainland,LC
Eulipotyphla,Scapanus_latimanus,55,mainland,LC
Eulipotyphla,Scapanus_orarius,61.2,mainland,LC
Eulipotyphla,Scapanus_townsendii,141.7,mainland,LC
Rodentia,Scapteromys_aquaticus,116.7,mainland,LC
Rodentia,Scapteromys_tumidus,146,mainland,LC
Eulipotyphla,Scaptochirus_moschatus,90.5,mainland,LC
Eulipotyphla,Scaptonyx_fusicaudus,12,mainland,LC
Pilosa,Scelidodon_chiliensis,1746642.6,mainland,EP
Pilosa,Scelidotherium_leptocephalum,1119000,mainland,EP
Rodentia,Sciurillus_pusillus,39,mainland,DD
Primates,Sciurocheirus_alleni,332.5,mainland,LC
Primates,Sciurocheirus_gabonensis,271.6,mainland,LC
Rodentia,Sciurotamias_davidianus,433.5,mainland,LC
Rodentia,Sciurotamias_forresti,433.5,mainland,LC
Rodentia,Sciurus_aberti,624,mainland,LC
Rodentia,Sciurus_aestuans,185,mainland,LC
Rodentia,Sciurus_alleni,434.5,mainland,LC
Rodentia,Sciurus_anomalus,256,mainland,LC
Rodentia,Sciurus_arizonensis,647,mainland,DD
Rodentia,Sciurus_aureogaster,595,mainland,LC
Rodentia,Sciurus_carolinensis,506.5,mainland,LC
Rodentia,Sciurus_colliaei,498,mainland,LC
Rodentia,Sciurus_deppei,190,mainland,LC
Rodentia,Sciurus_flammifer,4293,mainland,DD
Rodentia,Sciurus_gilvigularis,803,mainland,DD
Rodentia,Sciurus_granatensis,250,mainland,LC
Rodentia,Sciurus_griseus,731,mainland,LC
Rodentia,Sciurus_ignitus,190,mainland,DD
Rodentia,Sciurus_igniventris,700,mainland,LC
Rodentia,Sciurus_nayaritensis,697,mainland,LC
Rodentia,Sciurus_niger,761.9,mainland,LC
Rodentia,Sciurus_oculatus,650,mainland,LC
Rodentia,Sciurus_pucheranii,803,mainland,DD
Rodentia,Sciurus_pyrrhinus,482,mainland,DD
Rodentia,Sciurus_richmondi,205,mainland,NT
Rodentia,Sciurus_sanborni,136,mainland,DD
Rodentia,Sciurus_spadiceus,403.3,mainland,LC
Rodentia,Sciurus_stramineus,433.3,mainland,LC
Rodentia,Sciurus_variegatoides,485,mainland,LC
Rodentia,Sciurus_vulgaris,333,mainland,LC
Rodentia,Sciurus_yucatanensis,225,mainland,LC
Chiroptera,Scleronycteris_ega,49,mainland,DD
Rodentia,Scolomys_melanops,26.5,mainland,LC
Rodentia,Scolomys_ucayalensis,26.5,mainland,LC
Chiroptera,Scoteanax_rueppellii,26.5,mainland,LC
Rodentia,Scotinomys_teguina,11.3,mainland,LC
Rodentia,Scotinomys_xerampelinus,15,mainland,LC
Chiroptera,Scotoecus_albofuscus,4.5,mainland,DD
Chiroptera,Scotoecus_hirundo,9.3,mainland,LC
Chiroptera,Scotoecus_pallidus,6.9,mainland,LC
Chiroptera,Scotomanes_ornatus,25,mainland,LC
Chiroptera,Scotonycteris_ophiodon,67.5,mainland,NT
Chiroptera,Scotonycteris_zenkeri,20.8,mainland,LC
Chiroptera,Scotophilus_dinganii,25.1,mainland,LC
Chiroptera,Scotophilus_heathii,34.6,mainland,LC
Chiroptera,Scotophilus_kuhlii,20.7,mainland,LC
Chiroptera,Scotophilus_leucogaster,20.2,mainland,LC
Chiroptera,Scotophilus_nigrita,101,mainland,LC
Chiroptera,Scotophilus_nucella,21,mainland,DD
Chiroptera,Scotophilus_nux,30,mainland,LC
Chiroptera,Scotophilus_viridis,19.6,mainland,LC
Chiroptera,Scotorepens_balstoni,11.7,mainland,LC
Chiroptera,Scotorepens_greyii,10,mainland,LC
Chiroptera,Scotorepens_orion,11,mainland,LC
Chiroptera,Scotorepens_sanborni,8,mainland,LC
Chiroptera,Scotozous_dormeri,6.9,mainland,LC
Eulipotyphla,Scutisorex_somereni,91.5,mainland,LC
Rodentia,Sekeetamys_calurus,55.3,mainland,LC
Rodentia,Selevinia_betpakdalaensis,28,mainland,DD
Primates,Semnopithecus_ajax,20150,mainland,EN
Primates,Semnopithecus_dussumieri,13100,mainland,LC
Primates,Semnopithecus_entellus,14500,mainland,LC
Primates,Semnopithecus_hector,17350,mainland,NT
Primates,Semnopithecus_hypoleucos,8950,mainland,VU
Primates,Semnopithecus_priam,12450,mainland,NT
Primates,Semnopithecus_schistaceus,17350,mainland,LC
Diprotodontia,Setonix_brachyurus,3250,mainland,VU
Rodentia,Sicista_armenica,6.5,mainland,EN
Rodentia,Sicista_betulina,8,mainland,LC
Rodentia,Sicista_caucasica,10,mainland,VU
Rodentia,Sicista_caudata,8,mainland,DD
Rodentia,Sicista_concolor,6.5,mainland,LC
Rodentia,Sicista_kazbegica,7,mainland,EN
Rodentia,Sicista_kluchorica,7.5,mainland,NT
Rodentia,Sicista_napaea,10,mainland,LC
Rodentia,Sicista_pseudonapaea,7.3,mainland,DD
Rodentia,Sicista_severtzovi,11.2,mainland,LC
Rodentia,Sicista_strandi,10.3,mainland,LC
Rodentia,Sicista_subtilis,11.8,mainland,LC
Rodentia,Sicista_tianshanica,11.5,mainland,LC
Rodentia,Sigmodon_alleni,179,mainland,VU
Rodentia,Sigmodon_alstoni,55.7,mainland,LC
Rodentia,Sigmodon_arizonae,198,mainland,LC
Rodentia,Sigmodon_fulviventer,214,mainland,LC
Rodentia,Sigmodon_hirsutus,171.5,mainland,LC
Rodentia,Sigmodon_hispidus,92.4,mainland,LC
Rodentia,Sigmodon_inopinatus,140.5,mainland,VU
Rodentia,Sigmodon_leucotis,135.5,mainland,LC
Rodentia,Sigmodon_mascotensis,120,mainland,LC
Rodentia,Sigmodon_ochrognathus,122,mainland,LC
Rodentia,Sigmodon_peruanus,88.7,mainland,LC
Rodentia,Sigmodon_planifrons,36.5,mainland,EN
Rodentia,Sigmodon_toltecus,50,mainland,LC
Rodentia,Sigmodontomys_alfari,50,mainland,LC
Rodentia,Sigmodontomys_aphrastus,71,mainland,DD
Diprotodontia,Simosthenurus_maddocki,50000,mainland,EP
Diprotodontia,Simosthenurus_occidentalis,118000,mainland,EP
Diprotodontia,Simosthenurus_pales,150000,mainland,EP
Cetartiodactyla,Sinomegaceros_ordosianus,339625.3,mainland,EP
Cetartiodactyla,Sinomegaceros_yabei,388150.4,mainland,EP
Cetartiodactyla,Sivacobus_sankaliai,78500.1,mainland,EP
Carnivora,Smilodon_fatalis,219000,mainland,EP
Carnivora,Smilodon_populator,294500,mainland,EP
Dasyuromorphia,Sminthopsis_archeri,16,mainland,DD
Dasyuromorphia,Sminthopsis_bindi,16,mainland,NT
Dasyuromorphia,Sminthopsis_butleri,25,mainland,VU
Dasyuromorphia,Sminthopsis_crassicaudata,15,mainland,LC
Dasyuromorphia,Sminthopsis_dolichura,13.6,mainland,LC
Dasyuromorphia,Sminthopsis_douglasi,55,mainland,NT
Dasyuromorphia,Sminthopsis_fuliginosus,13.8,mainland,DD
Dasyuromorphia,Sminthopsis_gilberti,19.5,mainland,LC
Dasyuromorphia,Sminthopsis_granulipes,25,mainland,LC
Dasyuromorphia,Sminthopsis_griseoventer,17.5,mainland,LC
Dasyuromorphia,Sminthopsis_hirtipes,15,mainland,LC
Dasyuromorphia,Sminthopsis_leucopus,26,mainland,LC
Dasyuromorphia,Sminthopsis_longicaudata,18,mainland,LC
Dasyuromorphia,Sminthopsis_macroura,20,mainland,LC
Dasyuromorphia,Sminthopsis_murina,17,mainland,LC
Dasyuromorphia,Sminthopsis_ooldea,11,mainland,LC
Dasyuromorphia,Sminthopsis_psammophila,33.5,mainland,VU
Dasyuromorphia,Sminthopsis_virginiae,35.3,mainland,LC
Dasyuromorphia,Sminthopsis_youngsoni,10.1,mainland,LC
Pholidota,Smutsia_gigantea,32999.7,mainland,VU
Pholidota,Smutsia_temminckii,7179.9,mainland,VU
Cetartiodactyla,Soergelia_minor,225000,mainland,EP
Rodentia,Sooretamys_angouya,100.3,mainland,LC
Eulipotyphla,Sorex_alaskanus,14,mainland,DD
Eulipotyphla,Sorex_alpinus,7.8,mainland,NT
Eulipotyphla,Sorex_antinorii,11.5,mainland,DD
Eulipotyphla,Sorex_araneus,10,mainland,LC
Eulipotyphla,Sorex_arcticus,8.2,mainland,LC
Eulipotyphla,Sorex_arizonae,2.4,mainland,LC
Eulipotyphla,Sorex_arunchi,6.3,mainland,DD
Eulipotyphla,Sorex_asper,7.9,mainland,LC
Eulipotyphla,Sorex_bairdi,8.3,mainland,LC
Eulipotyphla,Sorex_bedfordiae,6.6,mainland,LC
Eulipotyphla,Sorex_bendirii,16.1,mainland,LC
Eulipotyphla,Sorex_buchariensis,11.9,mainland,LC
Eulipotyphla,Sorex_caecutiens,5.4,mainland,LC
Eulipotyphla,Sorex_camtschatica,4.6,mainland,LC
Eulipotyphla,Sorex_cansulus,5.2,mainland,DD
Eulipotyphla,Sorex_cinereus,4.7,mainland,LC
Eulipotyphla,Sorex_coronatus,9.6,mainland,LC
Eulipotyphla,Sorex_cylindricauda,6.1,mainland,LC
Eulipotyphla,Sorex_daphaenodon,6.8,mainland,LC
Eulipotyphla,Sorex_dispar,5,mainland,LC
Eulipotyphla,Sorex_emarginatus,7,mainland,LC
Eulipotyphla,Sorex_excelsus,7.5,mainland,LC
Eulipotyphla,Sorex_fumeus,7.7,mainland,LC
Eulipotyphla,Sorex_gracillimus,4.5,mainland,LC
Eulipotyphla,Sorex_granarius,6.3,mainland,LC
Eulipotyphla,Sorex_haydeni,3.5,mainland,LC
Eulipotyphla,Sorex_hoyi,2.6,mainland,LC
Eulipotyphla,Sorex_isodon,9.4,mainland,LC
Eulipotyphla,Sorex_ixtlanensis,8,mainland,DD
Eulipotyphla,Sorex_kozlovi,7.8,mainland,DD
Eulipotyphla,Sorex_longirostris,3.6,mainland,LC
Eulipotyphla,Sorex_lyelli,5,mainland,LC
Eulipotyphla,Sorex_macrodon,7,mainland,VU
Eulipotyphla,Sorex_maritimensis,7.3,mainland,LC
Eulipotyphla,Sorex_mediopua,8,mainland,LC
Eulipotyphla,Sorex_merriami,5.9,mainland,LC
Eulipotyphla,Sorex_milleri,7,mainland,VU
Eulipotyphla,Sorex_minutissimus,2.5,mainland,LC
Eulipotyphla,Sorex_minutus,4.5,mainland,LC
Eulipotyphla,Sorex_mirabilis,12.5,mainland,DD
Eulipotyphla,Sorex_monticolus,5.3,mainland,LC
Eulipotyphla,Sorex_nanus,2.4,mainland,LC
Eulipotyphla,Sorex_neomexicanus,7,mainland,DD
Eulipotyphla,Sorex_oreopolus,7,mainland,LC
Eulipotyphla,Sorex_orizabae,4.8,mainland,LC
Eulipotyphla,Sorex_ornatus,5,mainland,LC
Eulipotyphla,Sorex_pacificus,6.7,mainland,LC
Eulipotyphla,Sorex_palustris,13.5,mainland,LC
Eulipotyphla,Sorex_planiceps,10.5,mainland,LC
Eulipotyphla,Sorex_portenkoi,3.7,mainland,DD
Eulipotyphla,Sorex_preblei,3.1,mainland,LC
Eulipotyphla,Sorex_raddei,10,mainland,LC
Eulipotyphla,Sorex_roboratus,9.1,mainland,LC
Eulipotyphla,Sorex_rohweri,5.1,mainland,LC
Eulipotyphla,Sorex_samniticus,8.3,mainland,LC
Eulipotyphla,Sorex_satunini,7.5,mainland,LC
Eulipotyphla,Sorex_saussurei,4.7,mainland,LC
Eulipotyphla,Sorex_sclateri,7,mainland,CR
Eulipotyphla,Sorex_sinalis,9.4,mainland,DD
Eulipotyphla,Sorex_sonomae,8.3,mainland,LC
Eulipotyphla,Sorex_stizodon,5.7,mainland,CR
Eulipotyphla,Sorex_tenellus,3.8,mainland,LC
Eulipotyphla,Sorex_thibetanus,7.3,mainland,DD
Eulipotyphla,Sorex_trowbridgii,3.8,mainland,LC
Eulipotyphla,Sorex_tundrensis,7.7,mainland,LC
Eulipotyphla,Sorex_ugyunak,3.6,mainland,LC
Eulipotyphla,Sorex_unguiculatus,9.9,mainland,LC
Eulipotyphla,Sorex_vagrans,5.9,mainland,LC
Eulipotyphla,Sorex_ventralis,7,mainland,LC
Eulipotyphla,Sorex_veraecrucis,7.6,mainland,LC
Eulipotyphla,Sorex_veraepacis,7.5,mainland,LC
Eulipotyphla,Sorex_volnuchini,5.5,mainland,LC
Eulipotyphla,Sorex_yukonicus,1.6,mainland,LC
Eulipotyphla,Soriculus_nigrescens,14,mainland,LC
Cetartiodactyla,Sotalia_fluviatilis,55000,mainland,DD
Cetartiodactyla,Sousa_chinensis,280000,mainland,NT
Cetartiodactyla,Sousa_teuszii,100000,mainland,VU
Rodentia,Spalacopus_cyanus,127.5,mainland,LC
Rodentia,Spalax_arenarius,520,mainland,EN
Rodentia,Spalax_ehrenbergi,176,mainland,DD
Rodentia,Spalax_giganteus,603,mainland,LC
Rodentia,Spalax_graecus,325,mainland,NT
Rodentia,Spalax_leucodon,178,mainland,DD
Rodentia,Spalax_microphthalmus,470,mainland,LC
Rodentia,Spalax_nehringi,176,mainland,DD
Rodentia,Spalax_uralensis,360.9,mainland,NT
Rodentia,Spalax_zemni,287.5,mainland,VU
