Order,Latin_binomial,Body_mass,Island_or_mainland,IUCN_Category
Rodentia,Desmodilliscus_braueri,10,mainland,LC
Rodentia,Desmodillus_auricularis,53.3,mainland,LC
Chiroptera,Desmodus_draculae,71.2,mainland,EP
Chiroptera,Desmodus_rotundus,31.2,mainland,LC
Chiroptera,Desmodus_stocki,47.7,mainland,EP
Rodentia,Desmomys_harringtoni,90,mainland,LC
Rodentia,Desmomys_yaldeni,47,mainland,VU
Pilosa,Diabolotherium_nordenskioldi,69200,mainland,EP
Chiroptera,Diaemus_youngi,36.3,mainland,LC
Perissodactyla,Dicerorhinus_sumatrensis,1266667,mainland,CR
Perissodactyla,Diceros_bicornis,1180510.9,mainland,CR
Chiroptera,Diclidurus_albus,15.6,mainland,LC
Chiroptera,Diclidurus_ingens,123,mainland,DD
Chiroptera,Diclidurus_isabella,14,mainland,LC
Chiroptera,Diclidurus_scutatus,13.3,mainland,LC
Rodentia,Dicrostonyx_groenlandicus,54.4,mainland,LC
Rodentia,Dicrostonyx_hudsonius,57,mainland,LC
Rodentia,Dicrostonyx_nelsoni,57.8,mainland,LC
Rodentia,Dicrostonyx_nunatakensis,58.1,mainland,LC
Rodentia,Dicrostonyx_richardsoni,55,mainland,LC
Rodentia,Dicrostonyx_torquatus,85,mainland,LC
Didelphimorphia,Didelphis_albiventris,904,mainland,LC
Didelphimorphia,Didelphis_aurita,1164,mainland,LC
Didelphimorphia,Didelphis_imperfecta,873.7,mainland,LC
Didelphimorphia,Didelphis_marsupialis,1091.2,mainland,LC
Didelphimorphia,Didelphis_pernigra,1138.5,mainland,LC
Didelphimorphia,Didelphis_virginiana,2195.5,mainland,LC
Rodentia,Dinaromys_bogdanovi,56,mainland,VU
Rodentia,Dinomys_branickii,12500,mainland,VU
Rodentia,Diomys_crumpi,52.1,mainland,DD
Chiroptera,Diphylla_ecaudata,29.3,mainland,LC
Eulipotyphla,Diplomesodon_pulchellum,11,mainland,LC
Rodentia,Diplomys_caniceps,394.5,mainland,DD
Rodentia,Diplomys_labilis,227.5,mainland,LC
Rodentia,Dipodomys_agilis,57.9,mainland,LC
Rodentia,Dipodomys_californicus,85,mainland,LC
Rodentia,Dipodomys_compactus,49.3,mainland,LC
Rodentia,Dipodomys_deserti,104.5,mainland,LC
Rodentia,Dipodomys_elator,77.5,mainland,VU
Rodentia,Dipodomys_gravipes,84,mainland,CR
Rodentia,Dipodomys_heermanni,72,mainland,LC
Rodentia,Dipodomys_ingens,133.9,mainland,EN
Rodentia,Dipodomys_merriami,42,mainland,LC
Rodentia,Dipodomys_microps,54.6,mainland,LC
Rodentia,Dipodomys_nelsoni,88.6,mainland,LC
Rodentia,Dipodomys_nitratoides,43.9,mainland,VU
Rodentia,Dipodomys_ordii,60.4,mainland,LC
Rodentia,Dipodomys_panamintinus,74.7,mainland,LC
Rodentia,Dipodomys_phillipsii,41,mainland,LC
Rodentia,Dipodomys_simulans,57.5,mainland,LC
Rodentia,Dipodomys_spectabilis,135.9,mainland,NT
Rodentia,Dipodomys_stephensi,69.8,mainland,EN
Rodentia,Dipodomys_venustus,72,mainland,LC
Diprotodontia,Diprotodon_optatum,2700000,mainland,EP
Rodentia,Dipus_sagitta,85.7,mainland,LC
Chiroptera,Dobsonia_moluccensis,381.4,mainland,LC
Cingulata,Doedicurus_clavicaudatus,1468000,mainland,EP
Rodentia,Dolichotis_patagonum,8000,mainland,NT
Rodentia,Dolichotis_salinicola,1600,mainland,LC
Carnivora,Dologale_dybowskii,350,mainland,DD
Cetartiodactyla,Dorcatragus_megalotis,10249.9,mainland,VU
Rodentia,Dremomys_gularis,253.5,mainland,LC
Rodentia,Dremomys_lokriah,227,mainland,LC
Rodentia,Dremomys_pernyi,198.6,mainland,LC
Rodentia,Dremomys_pyrrhomerus,245,mainland,LC
Rodentia,Dremomys_rufigenis,200,mainland,LC
Microbiotheria,Dromiciops_gliroides,22.3,mainland,NT
Rodentia,Dryomys_laniger,22.2,mainland,DD
Rodentia,Dryomys_niethammeri,33,mainland,VU
Rodentia,Dryomys_nitedula,28.9,mainland,LC
Carnivora,Dusicyon_avus,13000,mainland,EX
Chiroptera,Dyacopterus_spadiceus,84.2,mainland,NT
Rodentia,Echimys_chrysurus,652.5,mainland,LC
Rodentia,Echimys_saturnus,626.9,mainland,DD
Rodentia,Echimys_vieirai,509.8,mainland,DD
Eulipotyphla,Echinosorex_gymnura,957,mainland,LC
Peramelemorphia,Echymipera_rufescens,1100,mainland,LC
Chiroptera,Ectophylla_alba,5.8,mainland,NT
Chiroptera,Eidolon_helvum,253.3,mainland,NT
Carnivora,Eira_barbara,3910,mainland,LC
Cetartiodactyla,Elaphodus_cephalophus,33500,mainland,NT
Cetartiodactyla,Elaphurus_davidianus,149000,mainland,CR
Perissodactyla,Elasmotherium_sibiricum,4100000,mainland,EP
Macroscelidea,Elephantulus_brachyrhynchus,47.5,mainland,LC
Macroscelidea,Elephantulus_edwardii,48,mainland,LC
Macroscelidea,Elephantulus_fuscipes,57,mainland,DD
Macroscelidea,Elephantulus_fuscus,540,mainland,DD
Macroscelidea,Elephantulus_intufi,49.5,mainland,LC
Macroscelidea,Elephantulus_myurus,52.4,mainland,LC
Macroscelidea,Elephantulus_pilicaudus,45,mainland,DD
Macroscelidea,Elephantulus_revoilii,32.5,mainland,DD
Macroscelidea,Elephantulus_rozeti,48,mainland,LC
Macroscelidea,Elephantulus_rufescens,37.5,mainland,LC
Macroscelidea,Elephantulus_rupestris,66.4,mainland,LC
Proboscidea,Elephas_antiquus,13000000,mainland,EP
Proboscidea,Elephas_iolensis,6500000,mainland,EP
Proboscidea,Elephas_maximus,3160000,mainland,EN
Proboscidea,Elephas_namadicus,13000000,mainland,EP
Proboscidea,Elephas_naumanii,2228435.1,mainland,EP
Rodentia,Eligmodontia_moreni,18,mainland,LC
Rodentia,Eligmodontia_morgani,16.5,mainland,LC
Rodentia,Eligmodontia_puerulus,28.5,mainland,LC
Rodentia,Eligmodontia_typus,17.3,mainland,LC
Rodentia,Eliomys_melanurus,51.8,mainland,LC
Rodentia,Eliomys_munbyanus,52,mainland,LC
Rodentia,Eliomys_quercinus,115,mainland,NT
Rodentia,Ellobius_alaicus,66.3,mainland,DD
Rodentia,Ellobius_fuscocapillus,80,mainland,LC
Rodentia,Ellobius_lutescens,117.3,mainland,LC
Rodentia,Ellobius_talpinus,40,mainland,LC
Rodentia,Ellobius_tancrei,64.6,mainland,LC
Chiroptera,Emballonura_monticola,5.7,mainland,LC
Chiroptera,Enchisthenes_hartii,16,mainland,LC
Carnivora,Enhydra_lutris,23500,mainland,EN
Rodentia,Eoglaucomys_fimbriatus,712,mainland,LC
Rodentia,Eolagurus_luteus,26,mainland,LC
Rodentia,Eolagurus_przewalskii,16,mainland,LC
Chiroptera,Eonycteris_spelaea,58.1,mainland,LC
Rodentia,Eospalax_fontanierii,245,mainland,LC
Rodentia,Eospalax_rothschildi,240,mainland,LC
Rodentia,Eospalax_smithii,379,mainland,LC
Rodentia,Eothenomys_cachinus,30.7,mainland,LC
Rodentia,Eothenomys_chinensis,45.3,mainland,LC
Rodentia,Eothenomys_custos,30.8,mainland,LC
Rodentia,Eothenomys_melanogaster,27,mainland,LC
Rodentia,Eothenomys_miletus,30.7,mainland,LC
Rodentia,Eothenomys_olitor,22,mainland,LC
Rodentia,Eothenomys_proditor,42.5,mainland,LC
Rodentia,Eothenomys_wardi,38.9,mainland,NT
Rodentia,Eozapus_setchuanus,32.6,mainland,LC
Eulipotyphla,Episoriculus_caudatus,9.1,mainland,LC
Eulipotyphla,Episoriculus_leucops,8.2,mainland,LC
Eulipotyphla,Episoriculus_macrurus,13.6,mainland,LC
Rodentia,Epixerus_ebii,592,mainland,LC
Chiroptera,Epomophorus_angolensis,131.7,mainland,NT
Chiroptera,Epomophorus_anselli,65.6,mainland,DD
Chiroptera,Epomophorus_crypturus,111.1,mainland,LC
Chiroptera,Epomophorus_gambianus,128.9,mainland,LC
Chiroptera,Epomophorus_grandis,48.6,mainland,DD
Chiroptera,Epomophorus_labiatus,63,mainland,LC
Chiroptera,Epomophorus_minimus,44,mainland,LC
Chiroptera,Epomophorus_minor,65.5,mainland,LC
Chiroptera,Epomophorus_wahlbergi,91.6,mainland,LC
Chiroptera,Epomops_buettikoferi,133.8,mainland,LC
Chiroptera,Epomops_dobsonii,120,mainland,LC
Chiroptera,Epomops_franqueti,118.9,mainland,LC
Chiroptera,Eptesicus_andinus,9.3,mainland,LC
Chiroptera,Eptesicus_bobrinskoi,7.6,mainland,LC
Chiroptera,Eptesicus_bottae,14.2,mainland,LC
Chiroptera,Eptesicus_brasiliensis,9.5,mainland,LC
Chiroptera,Eptesicus_chiriquinus,11.3,mainland,LC
Chiroptera,Eptesicus_diminutus,6,mainland,LC
Chiroptera,Eptesicus_dimissus,15,mainland,DD
Chiroptera,Eptesicus_floweri,6.7,mainland,LC
Chiroptera,Eptesicus_furinalis,7.7,mainland,LC
Chiroptera,Eptesicus_fuscus,17.5,mainland,LC
Chiroptera,Eptesicus_gobiensis,10,mainland,LC
Chiroptera,Eptesicus_hottentotus,30,mainland,LC
Chiroptera,Eptesicus_innoxius,8.4,mainland,NT
Chiroptera,Eptesicus_isabellinus,18.3,mainland,LC
Chiroptera,Eptesicus_nasutus,7.9,mainland,LC
Chiroptera,Eptesicus_nilssonii,10.4,mainland,LC
Chiroptera,Eptesicus_pachyotis,8.3,mainland,LC
Chiroptera,Eptesicus_platyops,21,mainland,DD
Chiroptera,Eptesicus_serotinus,22.9,mainland,LC
Chiroptera,Eptesicus_tatei,12.5,mainland,DD
Perissodactyla,Equus_africanus,275000,mainland,CR
Perissodactyla,Equus_ferus,200000,mainland,EN
Perissodactyla,Equus_francisci,367600,mainland,EP
Perissodactyla,Equus_grevyi,350000,mainland,EN
Perissodactyla,Equus_hemionus,200000,mainland,NT
Perissodactyla,Equus_hydruntinus,227130,mainland,EP
Perissodactyla,Equus_kiang,250000,mainland,LC
Perissodactyla,Equus_ovodovi,227130,mainland,EP
Perissodactyla,Equus_quagga,175000,mainland,NT
Perissodactyla,Equus_zebra,240000,mainland,VU
Afrosoricida,Eremitalpa_granti,26.1,mainland,LC
Rodentia,Eremodipus_lichtensteini,51,mainland,LC
Rodentia,Eremoryzomys_polius,60.5,mainland,DD
Pilosa,Eremotherium_laurillardi,3961480,mainland,EP
Rodentia,Erethizon_dorsatum,7085.3,mainland,LC
Carnivora,Erignathus_barbatus,280000,mainland,LC
Eulipotyphla,Erinaceus_amurensis,800,mainland,LC
Eulipotyphla,Erinaceus_concolor,719,mainland,LC
Eulipotyphla,Erinaceus_europaeus,771,mainland,LC
Eulipotyphla,Erinaceus_roumanicus,745,mainland,LC
Primates,Erythrocebus_patas,8090,mainland,LC
Cetartiodactyla,Euceratherium_collinum,450000,mainland,EP
Rodentia,Euchoreutes_naso,24.1,mainland,LC
Chiroptera,Euderma_maculatum,15.7,mainland,LC
Chiroptera,Eudiscopus_denticulus,5,mainland,LC
Cetartiodactyla,Eudorcas_albonotata,25000,mainland,LC
Cetartiodactyla,Eudorcas_rufifrons,26999.8,mainland,VU
Cetartiodactyla,Eudorcas_rufina,40000,mainland,DD
Cetartiodactyla,Eudorcas_thomsonii,20499.8,mainland,NT
Carnivora,Eumetopias_jubatus,310000,mainland,NT
Chiroptera,Eumops_auripendulus,28.5,mainland,LC
Chiroptera,Eumops_bonariensis,11.9,mainland,LC
Chiroptera,Eumops_dabbenei,104.4,mainland,LC
Chiroptera,Eumops_floridanus,38.4,mainland,VU
Chiroptera,Eumops_glaucinus,35.4,mainland,LC
Chiroptera,Eumops_hansae,15.1,mainland,LC
Chiroptera,Eumops_maurus,36.2,mainland,DD
Chiroptera,Eumops_patagonicus,10,mainland,LC
Chiroptera,Eumops_perotis,51.1,mainland,LC
Chiroptera,Eumops_trumbulli,36.4,mainland,LC
Chiroptera,Eumops_underwoodi,54.7,mainland,LC
Chiroptera,Eumops_wilsoni,36.1,mainland,DD
Rodentia,Euneomys_chinchilloides,87.6,mainland,DD
Rodentia,Euneomys_fossor,83,mainland,DD
Rodentia,Euneomys_mordax,82,mainland,LC
Rodentia,Euneomys_petersoni,83,mainland,LC
Primates,Euoticus_elegantulus,300,mainland,LC
Primates,Euoticus_pallidus,230,mainland,LC
Rodentia,Eupetaurus_cinereus,2500,mainland,EN
Cingulata,Euphractus_sexcinctus,4782.9,mainland,LC
Eulipotyphla,Euroscaptor_grandis,88.7,mainland,LC
Eulipotyphla,Euroscaptor_klossi,58.4,mainland,LC
Eulipotyphla,Euroscaptor_longirostris,42.7,mainland,LC
Eulipotyphla,Euroscaptor_micrura,60.5,mainland,LC
Eulipotyphla,Euroscaptor_parvidens,72.1,mainland,DD
Eulipotyphla,Euroscaptor_subanura,59.9,mainland,DD
Rodentia,Euryoryzomys_emmonsae,72,mainland,DD
Rodentia,Euryoryzomys_lamia,60.5,mainland,EN
Rodentia,Euryoryzomys_legatus,61.5,mainland,LC
Rodentia,Euryoryzomys_macconnelli,58,mainland,LC
Rodentia,Euryoryzomys_nitidus,55.2,mainland,LC
Rodentia,Euryoryzomys_russatus,60.5,mainland,LC
Rodentia,Euryzygomatomys_spinosus,187.5,mainland,LC
Rodentia,Eutamias_sibiricus,85,mainland,LC
Cingulata,Eutatus_seguini,144400,mainland,EP
Chiroptera,Falsistrellus_affinis,4.9,mainland,LC
Chiroptera,Falsistrellus_mackenziei,21,mainland,NT
Chiroptera,Falsistrellus_mordax,5.8,mainland,DD
Chiroptera,Falsistrellus_tasmaniensis,22.7,mainland,LC
Carnivora,Felis_bieti,7750,mainland,VU
Carnivora,Felis_chaus,7393,mainland,LC
Carnivora,Felis_margarita,2525,mainland,LC
Carnivora,Felis_nigripes,1300,mainland,VU
Carnivora,Felis_silvestris,5500,mainland,LC
Rodentia,Felovia_vae,205,mainland,DD
Eulipotyphla,Feroculus_feroculus,36,mainland,EN
Rodentia,Fukomys_anselli,86,mainland,NT
Rodentia,Fukomys_bocagei,94,mainland,LC
Rodentia,Fukomys_damarensis,153.3,mainland,LC
Rodentia,Fukomys_darlingi,64.9,mainland,LC
Rodentia,Fukomys_foxi,146,mainland,DD
Rodentia,Fukomys_kafuensis,93,mainland,VU
Rodentia,Fukomys_mechowi,272,mainland,LC
Rodentia,Fukomys_ochraceocinereus,200,mainland,LC
Rodentia,Fukomys_zechi,223.1,mainland,LC
Rodentia,Funambulus_palmarum,108.4,mainland,LC
Rodentia,Funambulus_pennantii,99.1,mainland,LC
Rodentia,Funambulus_sublineatus,70.9,mainland,VU
Rodentia,Funambulus_tristriatus,139,mainland,LC
Rodentia,Funisciurus_anerythrus,218,mainland,LC
Rodentia,Funisciurus_bayonii,135,mainland,DD
Rodentia,Funisciurus_carruthersi,286,mainland,LC
Rodentia,Funisciurus_congicus,112,mainland,LC
Rodentia,Funisciurus_duchaillui,200,mainland,DD
Rodentia,Funisciurus_isabella,109,mainland,LC
Rodentia,Funisciurus_lemniscatus,141,mainland,LC
Rodentia,Funisciurus_leucogenys,250,mainland,LC
Rodentia,Funisciurus_pyrropus,297,mainland,LC
Rodentia,Funisciurus_substriatus,186,mainland,DD
Chiroptera,Furipterus_horrens,3.2,mainland,LC
Primates,Galago_gallarum,250,mainland,LC
Primates,Galago_matschiei,210,mainland,LC
Primates,Galago_moholi,160,mainland,LC
Primates,Galago_senegalensis,227.7,mainland,LC
Primates,Galagoides_cocos,144,mainland,LC
Primates,Galagoides_demidoff,60.1,mainland,LC
Primates,Galagoides_granti,158.7,mainland,LC
Primates,Galagoides_orinus,97,mainland,NT
Primates,Galagoides_rondoensis,84.2,mainland,CR
Primates,Galagoides_thomasi,99.7,mainland,LC
Primates,Galagoides_zanzibaricus,100.5,mainland,LC
Rodentia,Galea_comes,507.8,mainland,DD
Rodentia,Galea_flavidens,450,mainland,LC
Rodentia,Galea_leucoblephara,507,mainland,LC
Rodentia,Galea_musteloides,480,mainland,DD
Rodentia,Galea_spixii,326.2,mainland,LC
Eulipotyphla,Galemys_pyrenaicus,60.2,mainland,VU
Rodentia,Galenomys_garleppi,59.3,mainland,DD
Dermoptera,Galeopterus_variegatus,1012.5,mainland,LC
Carnivora,Galictis_cuja,1000,mainland,LC
Carnivora,Galictis_vittata,3200,mainland,LC
Cetartiodactyla,Gazella_atlantica,44500,mainland,EP
Cetartiodactyla,Gazella_bennettii,18916.7,mainland,LC
Cetartiodactyla,Gazella_bilkis,48500,mainland,EX
Cetartiodactyla,Gazella_cuvieri,25000,mainland,VU
Cetartiodactyla,Gazella_dorcas,23000.1,mainland,VU
Cetartiodactyla,Gazella_gazella,22749.9,mainland,VU
Cetartiodactyla,Gazella_leptoceros,22200,mainland,EN
Cetartiodactyla,Gazella_marica,20200,mainland,VU
Cetartiodactyla,Gazella_saudiya,16000,mainland,EX
Cetartiodactyla,Gazella_spekei,20000,mainland,EN
Cetartiodactyla,Gazella_subgutturosa,28500,mainland,VU
Cetartiodactyla,Gazella_tingitana,24877.1,mainland,EP
Carnivora,Genetta_abyssinica,1650,mainland,DD
Carnivora,Genetta_angolensis,1650,mainland,LC
Carnivora,Genetta_bourloni,1750,mainland,VU
Carnivora,Genetta_cristata,2500,mainland,VU
Carnivora,Genetta_genetta,1800,mainland,LC
Carnivora,Genetta_johnstoni,2225,mainland,NT
Carnivora,Genetta_maculata,2225,mainland,LC
Carnivora,Genetta_pardina,3100,mainland,LC
Carnivora,Genetta_piscivora,3000,mainland,NT
Carnivora,Genetta_poensis,2250,mainland,DD
Carnivora,Genetta_servalina,1055,mainland,LC
Carnivora,Genetta_thierryi,1400,mainland,LC
Carnivora,Genetta_tigrina,2225,mainland,LC
Carnivora,Genetta_victoriae,3000,mainland,LC
Rodentia,Geomys_arenarius,206,mainland,NT
Rodentia,Geomys_attwateri,119.8,mainland,LC
Rodentia,Geomys_breviceps,105.2,mainland,LC
Rodentia,Geomys_bursarius,240.5,mainland,LC
Rodentia,Geomys_knoxjonesi,172.5,mainland,LC
Rodentia,Geomys_personatus,397,mainland,LC
Rodentia,Geomys_pinetis,85,mainland,LC
Rodentia,Geomys_texensis,259.4,mainland,LC
Rodentia,Geomys_tropicalis,350,mainland,CR
Rodentia,Georychus_capensis,232.7,mainland,LC
Rodentia,Geoxus_valdivianus,31.5,mainland,LC
Rodentia,Gerbilliscus_afra,97,mainland,LC
Rodentia,Gerbilliscus_boehmi,96,mainland,LC
Rodentia,Gerbilliscus_brantsii,114.4,mainland,LC
Rodentia,Gerbilliscus_gambiana,114.5,mainland,LC
Rodentia,Gerbilliscus_guineae,102.5,mainland,LC
Rodentia,Gerbilliscus_inclusus,118.5,mainland,LC
Rodentia,Gerbilliscus_kempi,101,mainland,LC
Rodentia,Gerbilliscus_leucogaster,72.8,mainland,LC
Rodentia,Gerbilliscus_nigricaudus,123,mainland,LC
Rodentia,Gerbilliscus_phillipsi,62.9,mainland,LC
Rodentia,Gerbilliscus_robustus,96,mainland,LC
Rodentia,Gerbilliscus_validus,107.7,mainland,LC
Rodentia,Gerbillurus_paeba,23.3,mainland,LC
Rodentia,Gerbillurus_setzeri,38.3,mainland,LC
Rodentia,Gerbillurus_tytonis,31,mainland,LC
Rodentia,Gerbillurus_vallinus,35.3,mainland,LC
Rodentia,Gerbillus_acticola,51.3,mainland,DD
Rodentia,Gerbillus_agag,25.4,mainland,DD
Rodentia,Gerbillus_amoenus,25,mainland,LC
Rodentia,Gerbillus_andersoni,24.5,mainland,LC
Rodentia,Gerbillus_aquilus,43.8,mainland,LC
Rodentia,Gerbillus_bottai,6.9,mainland,DD
Rodentia,Gerbillus_brockmani,15.4,mainland,DD
Rodentia,Gerbillus_burtoni,29.3,mainland,DD
Rodentia,Gerbillus_campestris,28.4,mainland,LC
Rodentia,Gerbillus_cheesmani,28,mainland,LC
Rodentia,Gerbillus_cosensis,32,mainland,DD
Rodentia,Gerbillus_dasyurus,23.5,mainland,LC
Rodentia,Gerbillus_dunni,24.2,mainland,LC
Rodentia,Gerbillus_famulus,37,mainland,LC
Rodentia,Gerbillus_floweri,56,mainland,LC
Rodentia,Gerbillus_gerbillus,25,mainland,LC
Rodentia,Gerbillus_gleadowi,24,mainland,LC
Rodentia,Gerbillus_grobbeni,25,mainland,DD
Rodentia,Gerbillus_harwoodi,11.1,mainland,LC
Rodentia,Gerbillus_henleyi,8,mainland,LC
Rodentia,Gerbillus_hesperinus,30.2,mainland,EN
Rodentia,Gerbillus_hoogstraali,24.2,mainland,VU
Rodentia,Gerbillus_jamesi,42.5,mainland,DD
Rodentia,Gerbillus_juliani,6.5,mainland,LC
Rodentia,Gerbillus_latastei,39.6,mainland,LC
Rodentia,Gerbillus_lowei,37.8,mainland,DD
Rodentia,Gerbillus_mackillingini,17.2,mainland,LC
Rodentia,Gerbillus_maghrebi,46,mainland,LC
Rodentia,Gerbillus_mesopotamiae,20,mainland,LC
Rodentia,Gerbillus_muriculus,7.1,mainland,DD
Rodentia,Gerbillus_nancillus,4.1,mainland,DD
Rodentia,Gerbillus_nanus,21.5,mainland,LC
Rodentia,Gerbillus_nigeriae,26.8,mainland,LC
Rodentia,Gerbillus_occiduus,27.3,mainland,DD
Rodentia,Gerbillus_percivali,16.6,mainland,DD
Rodentia,Gerbillus_perpallidus,36.3,mainland,LC
Rodentia,Gerbillus_poecilops,31.5,mainland,LC
Rodentia,Gerbillus_principulus,16,mainland,DD
Rodentia,Gerbillus_pulvinatus,29.2,mainland,LC
Rodentia,Gerbillus_pusillus,17.4,mainland,LC
Rodentia,Gerbillus_pyramidum,52,mainland,LC
Rodentia,Gerbillus_rosalinda,27.6,mainland,LC
Rodentia,Gerbillus_rupicola,37,mainland,LC
Rodentia,Gerbillus_simoni,17.4,mainland,LC
Rodentia,Gerbillus_somalicus,22.2,mainland,DD
Rodentia,Gerbillus_stigmonyx,23.5,mainland,DD
Rodentia,Gerbillus_tarabuli,42.5,mainland,LC
Rodentia,Gerbillus_watersi,10.4,mainland,LC
Cetartiodactyla,Giraffa_camelopardalis,899994.8,mainland,VU
Rodentia,Glaucomys_sabrinus,166,mainland,LC
Rodentia,Glaucomys_volans,63.9,mainland,LC
Chiroptera,Glauconycteris_alboguttata,8.9,mainland,LC
Chiroptera,Glauconycteris_argentata,9.1,mainland,LC
Chiroptera,Glauconycteris_beatrix,6.5,mainland,LC
Chiroptera,Glauconycteris_curryae,6.4,mainland,DD
Chiroptera,Glauconycteris_egeria,7.6,mainland,DD
Chiroptera,Glauconycteris_gleni,10.8,mainland,DD
Chiroptera,Glauconycteris_humeralis,6.2,mainland,DD
Chiroptera,Glauconycteris_kenyacola,7,mainland,DD
Chiroptera,Glauconycteris_machadoi,11.1,mainland,DD
Chiroptera,Glauconycteris_poensis,7.1,mainland,LC
Chiroptera,Glauconycteris_superba,11.9,mainland,LC
Chiroptera,Glauconycteris_variegata,11.1,mainland,LC
Didelphimorphia,Glironia_venusta,114,mainland,LC
Rodentia,Glis_glis,125,mainland,LC
Chiroptera,Glischropus_tylopus,4.4,mainland,LC
Chiroptera,Glossophaga_commissarisi,8.9,mainland,LC
Chiroptera,Glossophaga_leachii,10.1,mainland,LC
Chiroptera,Glossophaga_longirostris,11.9,mainland,DD
Chiroptera,Glossophaga_morenoi,8.4,mainland,LC
Chiroptera,Glossophaga_soricina,9.4,mainland,LC
Pilosa,Glossotherium_robustum,1713000,mainland,EP
Chiroptera,Glyphonycteris_behnii,13.9,mainland,DD
Chiroptera,Glyphonycteris_daviesi,18.3,mainland,LC
Chiroptera,Glyphonycteris_sylvestris,8.8,mainland,LC
Cingulata,Glyptodon_clavipes,2000000,mainland,EP
Cingulata,Glyptodon_reticulatus,862000,mainland,EP
Cingulata,Glyptotherium_cylindricum,562650,mainland,EP
Cingulata,Glyptotherium_floridanum,1100000,mainland,EP
Rodentia,Golunda_ellioti,60.9,mainland,LC
Primates,Gorilla_beringei,130000,mainland,CR
Primates,Gorilla_gorilla,120950,mainland,CR
Didelphimorphia,Gracilinanus_aceramarcae,20.5,mainland,LC
Didelphimorphia,Gracilinanus_agilis,22,mainland,LC
Didelphimorphia,Gracilinanus_dryas,18,mainland,LC
Didelphimorphia,Gracilinanus_emiliae,7.6,mainland,DD
Didelphimorphia,Gracilinanus_marica,23.8,mainland,LC
Didelphimorphia,Gracilinanus_microtarsus,31,mainland,LC
Rodentia,Grammomys_aridulus,39.1,mainland,DD
Rodentia,Grammomys_buntingi,39.1,mainland,DD
Rodentia,Grammomys_caniceps,39.1,mainland,DD
Rodentia,Grammomys_cometes,48.5,mainland,LC
Rodentia,Grammomys_dolichurus,41.2,mainland,LC
Rodentia,Grammomys_dryas,39.1,mainland,NT
Rodentia,Grammomys_gigas,39.1,mainland,EN
Rodentia,Grammomys_ibeanus,41.2,mainland,LC
Rodentia,Grammomys_kuru,52,mainland,LC
Rodentia,Grammomys_macmillani,36,mainland,LC
Rodentia,Grammomys_minnae,36,mainland,VU
Rodentia,Grammomys_selousi,43.4,mainland,LC
Rodentia,Graomys_centralis,80,mainland,DD
Rodentia,Graomys_domorum,102,mainland,LC
Rodentia,Graomys_edithae,40.4,mainland,DD
Rodentia,Graomys_griseoflavus,67.5,mainland,LC
Rodentia,Graphiurus_angolensis,23.7,mainland,DD
Rodentia,Graphiurus_christyi,22.7,mainland,LC
Rodentia,Graphiurus_crassicaudatus,23.6,mainland,DD
Rodentia,Graphiurus_johnstoni,19.5,mainland,DD
Rodentia,Graphiurus_kelleni,20.1,mainland,LC
Rodentia,Graphiurus_lorraineus,16.8,mainland,LC
Rodentia,Graphiurus_microtis,15.5,mainland,LC
Rodentia,Graphiurus_monardi,36.8,mainland,DD
Rodentia,Graphiurus_murinus,30,mainland,LC
Rodentia,Graphiurus_nagtglasii,45,mainland,LC
Rodentia,Graphiurus_ocularis,30.3,mainland,LC
Rodentia,Graphiurus_platyops,46.1,mainland,LC
Rodentia,Graphiurus_rupicola,53.6,mainland,LC
Rodentia,Graphiurus_surdus,25,mainland,DD
Carnivora,Gulo_gulo,17012.6,mainland,LC
Diprotodontia,Gymnobelideus_leadbeateri,127,mainland,CR
Rodentia,Habromys_chinanteco,40,mainland,CR
Rodentia,Habromys_delicatulus,10.4,mainland,CR
Rodentia,Habromys_ixtlani,93.4,mainland,CR
Rodentia,Habromys_lepturus,85,mainland,CR
Rodentia,Habromys_lophurus,40,mainland,NT
Rodentia,Habromys_schmidlyi,13.5,mainland,CR
Rodentia,Habromys_simulatus,40,mainland,EN
Rodentia,Hadromys_humei,59,mainland,EN
Rodentia,Hadromys_yunnanensis,59,mainland,DD
Carnivora,Halichoerus_grypus,157667,mainland,LC
Rodentia,Handleyomys_alfaroi,33.3,mainland,LC
Rodentia,Handleyomys_chapmani,50,mainland,LC
Rodentia,Handleyomys_fuscatus,49.5,mainland,LC
Rodentia,Handleyomys_intectus,60.5,mainland,LC
Rodentia,Handleyomys_melanotis,50,mainland,LC
Rodentia,Handleyomys_rhabdops,33,mainland,VU
Rodentia,Handleyomys_rostratus,43.5,mainland,LC
Rodentia,Handleyomys_saturatior,26.5,mainland,NT
Rodentia,Hapalomys_delacouri,64.3,mainland,VU
Rodentia,Hapalomys_longicaudatus,70,mainland,EN
Cetartiodactyla,Haploidoceros_mediterraneus,100000,mainland,EP
Chiroptera,Harpiocephalus_harpia,16.3,mainland,LC
Chiroptera,Harpiola_grisea,5.6,mainland,DD
Rodentia,Heimyscus_fumosus,14.3,mainland,LC
Carnivora,Helarctos_malayanus,46500,mainland,VU
Rodentia,Heliophobius_argenteocinereus,181,mainland,LC
Rodentia,Heliosciurus_gambianus,295,mainland,LC
Rodentia,Heliosciurus_mutabilis,390,mainland,LC
Rodentia,Heliosciurus_punctatus,174,mainland,DD
