Order,Family,Genus,Species,Latin_binomial,Island,Size_ratio,Body_mass_mainland_taxon,Body_mass_island_taxon,Log_Size_ratio,Magnitude_body_size_change,Direction_body_size_change,IUCN_Category,Endemism,Source,Original_source,Notes
Chiroptera,Pteropodidae,Pteropus,vampyrus,Pteropus_vampyrus,Catanduanes: Leyte: Cebu: Panay: Dinagat,0.872203487,1078,940.2353591,-0.059382181,0.059382181,dwarfism,NT,no,Lomolino et al. 2013,Krzanowski 1967,
Chiroptera,Pteropodidae,Pteropus,vampyrus,Pteropus_vampyrus,Java,1.189014667,1078,1281.757811,0.075187212,0.075187212,gigantism,NT,no,Lomolino et al. 2013,Krzanowski 1967,
Chiroptera,Pteropodidae,Pteropus,vampyrus,Pteropus_vampyrus,Bali: Lombok,1.214192973,1078,1308.900025,0.084287715,0.084287715,gigantism,NT,no,Lomolino et al. 2013,Krzanowski 1967,
Chiroptera,Pteropodidae,Pteropus,voeltzkowi,Pteropus_voeltzkowi,Pemba,0.89295331,338.8,302.5325814,-0.049171249,0.049171249,dwarfism,VU,yes,Lomolino et al. 2013,Krzanowski 1967,
Chiroptera,Pteropodidae,Pteropus,woodfordi,Pteropus_woodfordi,Guadalcanal: Mbanika,0.342463783,443.4,151.8484415,-0.46538535,0.46538535,dwarfism,LC,yes,Lomolino et al. 2013,Krzanowski 1967,
Chiroptera,Pteropodidae,Pteropus,woodfordi,Pteropus_woodfordi,New Georgia: Guadalcanal,0.341393027,443.4,151.3736682,-0.466745354,0.466745354,dwarfism,LC,yes,Lomolino et al. 2013,Krzanowski 1967,
Scandentia,Ptilocercidae,Ptilocercus,lowii,Ptilocercus_lowii,Borneo,1.053378853,42.5,44.76860126,0.022584596,0.022584596,gigantism,LC,no,Lomolino et al. 2013,Meiri et al. 2008a,
Scandentia,Ptilocercidae,Ptilocercus,lowii,Ptilocercus_lowii,Pini,0.92,42.5,39.1,-0.036212173,0.036212173,dwarfism,LC,no,Meiri et al. 2008b,Lyon 1913,
Carnivora,Felidae,Puma,concolor,Puma_concolor,Vancouver ,0.69,53900,37191,-0.161150909,0.161150909,dwarfism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Carnivora,Felidae,Puma,concolor,Puma_concolor,Nootka,1.109,53900,59775.1,0.044931546,0.044931546,gigantism,LC,no,Meiri et al. 2008b,Meiri et al. 2006,
Carnivora,Felidae,Puma,concolor,Puma_concolor,Wrangell Alaska,1.226,53900,66081.4,0.08849047,0.08849047,gigantism,LC,no,Meiri et al. 2008b,Meiri et al. 2008b,
Artiodactyla,Cervidae,Rangifer,tarandus,Rangifer_tarandus,Spitzbergen ,0.42,90000,37800,-0.37675071,0.37675071,dwarfism,VU,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Artiodactyla,Cervidae,Rangifer,tarandus,Rangifer_tarandus,Prince Patrick ,0.71,90000,63900,-0.148741651,0.148741651,dwarfism,VU,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Artiodactyla,Cervidae,Rangifer,tarandus,Rangifer_tarandus,Queen Elizabeth Islands,0.77,90000,69300,-0.113509275,0.113509275,dwarfism,VU,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Artiodactyla,Cervidae,Rangifer,tarandus,Rangifer_tarandus,Melville ,0.78,90000,70200,-0.107905397,0.107905397,dwarfism,VU,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Artiodactyla,Cervidae,Rangifer,tarandus,Rangifer_tarandus,Somerset ,0.8,90000,72000,-0.096910013,0.096910013,dwarfism,VU,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Artiodactyla,Cervidae,Rangifer,tarandus,Rangifer_tarandus,Prince of Wales Alaska,0.87,90000,78300,-0.060480747,0.060480747,dwarfism,VU,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Muridae,Rattus,annandalei,Rattus_annandalei,Rupat,1.408,198,278.784,0.148602655,0.148602655,gigantism,LC,no,Meiri et al. 2008b,Lyon 1908,
Rodentia,Muridae,Rattus,annandalei,Rattus_annandalei,Padang,1.455,198,288.09,0.162862993,0.162862993,gigantism,LC,no,Meiri et al. 2008b,Lyon 1908,
Rodentia,Muridae,Rattus,fuscipes,Rattus_fuscipes,Pearson ,0.666,125,83.25,-0.176525771,0.176525771,dwarfism,LC,no,Meiri et al. 2008b,Wood-Jones 1924,
Rodentia,Muridae,Rattus,losea,Rattus_losea,Hainan,1.202,105,126.21,0.079904468,0.079904468,gigantism,LC,no,Meiri et al. 2008b,Allen 1938,
Rodentia,Muridae,Rattus,simalurensis,Rattus_simalurensis,Siumat,1.038,270,280.26,0.016197354,0.016197354,gigantism,EN,yes,Meiri et al. 2008b,Miller 1903a,
Rodentia,Muridae,Rattus,simalurensis,Rattus_simalurensis,Lasia,1.189,270,321.03,0.075181855,0.075181855,gigantism,EN,yes,Meiri et al. 2008b,Miller 1903a,
Rodentia,Muridae,Rattus,tanezumi,Rattus_tanezumi,Bawal,1.192,141,168.072,0.076276255,0.076276255,gigantism,LC,no,Meiri et al. 2008b,Lyon 1911,
Rodentia,Muridae,Rattus,tanezumi,Rattus_tanezumi,Panebangan,1.199,141,169.059,0.078819183,0.078819183,gigantism,LC,no,Meiri et al. 2008b,Lyon 1911,
Rodentia,Muridae,Rattus,tanezumi,Rattus_tanezumi,Lamukotan,1.579,141,222.639,0.19838213,0.19838213,gigantism,LC,no,Meiri et al. 2008b,Lyon 1911,
Rodentia,Muridae,Rattus,tanezumi,Rattus_tanezumi,Matasiri,1.671,141,235.611,0.22297645,0.22297645,gigantism,LC,no,Meiri et al. 2008b,Lyon 1911,
Rodentia,Muridae,Rattus,tanezumi,Rattus_tanezumi,Juanta,1.953,141,275.373,0.290702243,0.290702243,gigantism,LC,no,Meiri et al. 2008b,Lyon 1911,
Rodentia,Muridae,Rattus,tanezumi,Rattus_tanezumi,Pelapis,2.108,141,297.228,0.323870607,0.323870607,gigantism,LC,no,Meiri et al. 2008b,Lyon 1911,
Rodentia,Muridae,Rattus,tanezumi,Rattus_tanezumi,Datu,2.222,141,313.302,0.346744055,0.346744055,gigantism,LC,no,Meiri et al. 2008b,Lyon 1911,
Rodentia,Muridae,Rattus,tiomanicus,Rattus_tiomanicus,Malawali,0.733,119,87.227,-0.134896025,0.134896025,dwarfism,LC,no,Meiri et al. 2008b,Nor 1996,
Rodentia,Muridae,Rattus,tiomanicus,Rattus_tiomanicus,Molleangen,1.004,119,119.476,0.001733713,0.001733713,gigantism,LC,no,Meiri et al. 2008b,Nor 1996,
Rodentia,Sciuridae,Ratufa,affinis,Ratufa_affinis,Borneo,1.072586752,1160,1244.200632,0.030432428,0.030432428,gigantism,NT,no,Lomolino et al. 2013,Meiri et al. 2008a,
Rodentia,Sciuridae,Ratufa,affinis,Ratufa_affinis,Banggi,0.882,1160,1023.12,-0.054531415,0.054531415,dwarfism,NT,no,Meiri et al. 2008b,Chasen & Kloss 1931,
Rodentia,Sciuridae,Ratufa,affinis,Ratufa_affinis,Sebuku,0.942,1160,1092.72,-0.025949097,0.025949097,dwarfism,NT,no,Meiri et al. 2008b,Lyon 1911,
Rodentia,Sciuridae,Ratufa,affinis,Ratufa_affinis,Lingga,1.12,1160,1299.2,0.049218023,0.049218023,gigantism,NT,no,Meiri et al. 2008b,Miller 1902,
Rodentia,Sciuridae,Ratufa,affinis,Ratufa_affinis,Laut,1.139,1160,1321.24,0.056523724,0.056523724,gigantism,NT,no,Meiri et al. 2008b,Lyon 1911,
Rodentia,Sciuridae,Ratufa,affinis,Ratufa_affinis,Panebangan,1.225,1160,1421,0.088136089,0.088136089,gigantism,NT,no,Meiri et al. 2008b,Lyon 1911,
Rodentia,Sciuridae,Ratufa,bicolor,Ratufa_bicolor,Tioman,0.901460413,2000,1802.920826,-0.04505334,0.04505334,dwarfism,NT,no,Lomolino et al. 2013,Endo et al. 2004,
Rodentia,Sciuridae,Ratufa,bicolor,Ratufa_bicolor,Sumatra,0.93833386,2000,1876.667719,-0.027642612,0.027642612,dwarfism,NT,no,Lomolino et al. 2013,Endo et al. 2004,
Rodentia,Cricetidae,Reithrodontomys,megalotis,Reithrodontomys_megalotis,Santa Cruz,1.26,10.7,13.482,0.100370545,0.100370545,gigantism,LC,no,Meiri et al. 2008b,Foster 1963,
Rodentia,Cricetidae,Reithrodontomys,megalotis,Reithrodontomys_megalotis,Santa Catalina,1.482,10.7,15.8574,0.170848204,0.170848204,gigantism,LC,no,Meiri et al. 2008b,Foster 1963,
Chiroptera,Rhinolophidae,Rhinolophus,affinis,Rhinolophus_affinis,Hainan,1.065503703,28.78414813,30.66961643,0.027554964,0.027554964,gigantism,LC,no,Benítez-López et al. 2021,Allen 1938,
Chiroptera,Rhinolophidae,Rhinolophus,affinis,Rhinolophus_affinis,Rinca,1.044,13.7,14.3028,0.018700499,0.018700499,gigantism,LC,no,Meiri et al. 2008b,Maharadatunkamsi et al. 2003,
Chiroptera,Rhinolophidae,Rhinolophus,blasii,Rhinolophus_blasii,Lesvos,0.996,10.2,10.1592,-0.001740662,0.001740662,dwarfism,NT,no,Meiri et al. 2008b,Iliopoulou-Georgudaki 1986,
Chiroptera,Rhinolophidae,Rhinolophus,euryale,Rhinolophus_euryale,Sicily,0.966,9.18,8.86788,-0.015022874,0.015022874,dwarfism,VU,no,Meiri et al. 2008b,Miller 1912,
Chiroptera,Rhinolophidae,Rhinolophus,hipposideros,Rhinolophus_hipposideros,Sicily,0.873,4.6,4.0158,-0.058985756,0.058985756,dwarfism,NT,no,Meiri et al. 2008b,Miller 1912,
Chiroptera,Rhinolophidae,Rhinolophus,pusillus,Rhinolophus_pusillus,Hainan,1.021867371,8.75774574,8.949254611,0.009394532,0.009394532,gigantism,LC,no,Benítez-López et al. 2021,Allen 1938,
Chiroptera,Rhinolophidae,Rhinolophus,trifoliatus,Rhinolophus_trifoliatus,Banggi,0.766,15.1,11.5666,-0.11577123,0.11577123,dwarfism,NT,no,Meiri et al. 2008b,Chasen & Kloss 1931,
Chiroptera,Pteropodidae,Rousettus,amplexicaudatus,Rousettus_amplexicaudatus,Fauro: Guadalcanal,0.841065089,74,62.2388166,-0.075170393,0.075170393,dwarfism,LC,no,Lomolino et al. 2013,Krzanowski 1967,
Chiroptera,Pteropodidae,Rousettus,amplexicaudatus,Rousettus_amplexicaudatus,Santa Isabel,0.934970048,74,69.18778355,-0.029202302,0.029202302,dwarfism,LC,no,Lomolino et al. 2013,Krzanowski 1967,
Chiroptera,Pteropodidae,Rousettus,amplexicaudatus,Rousettus_amplexicaudatus,Siargao,0.964874463,74,71.40071023,-0.015529188,0.015529188,dwarfism,LC,no,Lomolino et al. 2013,Heaney & Rabor 1982,
Chiroptera,Pteropodidae,Rousettus,amplexicaudatus,Rousettus_amplexicaudatus,Halmahera: Ambon,1.011779984,74,74.87171884,0.005086084,0.005086084,gigantism,LC,no,Lomolino et al. 2013,Krzanowski 1967,
Chiroptera,Pteropodidae,Rousettus,amplexicaudatus,Rousettus_amplexicaudatus,Enggano,1.072069346,74,79.33313162,0.030222878,0.030222878,gigantism,LC,no,Lomolino et al. 2013,Krzanowski 1967,
Chiroptera,Pteropodidae,Rousettus,amplexicaudatus,Rousettus_amplexicaudatus,Timor,1.156116366,74,85.55261111,0.063001549,0.063001549,gigantism,LC,no,Lomolino et al. 2013,Krzanowski 1967,
Chiroptera,Pteropodidae,Rousettus,amplexicaudatus,Rousettus_amplexicaudatus,Malawali,0.8,74,59.2,-0.096910013,0.096910013,dwarfism,LC,no,Meiri et al. 2008b,Nor 1996,
Chiroptera,Pteropodidae,Rousettus,amplexicaudatus,Rousettus_amplexicaudatus,Molleangen,0.882,74,65.268,-0.054531415,0.054531415,dwarfism,LC,no,Meiri et al. 2008b,Nor 1996,
Chiroptera,Pteropodidae,Rousettus,amplexicaudatus,Rousettus_amplexicaudatus,Balambangan,0.982,74,72.668,-0.007888512,0.007888512,dwarfism,LC,no,Meiri et al. 2008b,Nor 1996,
Chiroptera,Pteropodidae,Rousettus,leschenaultii,Rousettus_leschenaultii,Java,1.271412037,97.1,123.4541088,0.104286319,0.104286319,gigantism,LC,no,Lomolino et al. 2013,Krzanowski 1967,
Artiodactyla,Cervidae,Rusa,unicolor,Rusa_unicolor,Laut,0.879793352,134500,118332.2059,-0.055619324,0.055619324,dwarfism,VU,no,Lomolino et al. 2013,Lyon 1911,
Artiodactyla,Cervidae,Rusa,unicolor,Rusa_unicolor,Borneo,0.935814053,134500,125866.9902,-0.028810437,0.028810437,dwarfism,VU,no,Lomolino et al. 2013,Meiri et al. 2008a,
Primates,Galagidae,Sciurocheirus,alleni_alleni,Sciurocheirus_alleni_alleni,Bioko,1.139347051,322,366.8697503,0.056656032,0.056656032,gigantism,EN,yes,Lomolino et al. 2013,Bromham & Cardillo 2007,
Rodentia,Sciuridae,Sciurus,granatensis,Sciurus_granatensis,Margarita VZ,1.233969394,252.5039569,311.5821546,0.091304388,0.091304388,gigantism,LC,no,Benítez-López et al. 2021,Allen 1915,
Rodentia,Sciuridae,Sciurus,granatensis,Sciurus_granatensis,Tobago,0.8449,200,168.98,-0.07319469,0.07319469,dwarfism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Sciuridae,Sciurus,granatensis,Sciurus_granatensis,Trinidad,0.99,200,198,-0.004364805,0.004364805,dwarfism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Primates,Cercopithecidae,Semnopithecus,vetulus,Semnopithecus_vetulus,Sri Lanka,0.504715178,8500,4290.079009,-0.296953635,0.296953635,dwarfism,EN,yes,Lomolino et al. 2013,Bromham & Cardillo 2007,
Diprotodontia,Macropodidae,Setonix,brachyurus,Setonix_brachyurus,Bald ,1.032,3030,3126.96,0.013679697,0.013679697,gigantism,VU,no,Meiri et al. 2008b,Sinclair 1998,
Diprotodontia,Macropodidae,Setonix,brachyurus,Setonix_brachyurus,Rottenest,1.101,3030,3336.03,0.041787319,0.041787319,gigantism,VU,no,Meiri et al. 2008b,Sinclair 1998,
Primates,Cercopithecidae,Simias,concolor,Simias_concolor,Siberut,0.378533488,20473.75,7750,-0.421895693,0.421895693,dwarfism,CR,yes,Benítez-López et al. 2021,Schultz 1938: Hadi et al. 2009,
Primates,Cercopithecidae,Simias,concolor,Simias_concolor,Siberut,0.426778844,6664.746908,2844.372983,-0.369797117,0.369797117,dwarfism,CR,yes,Benítez-López et al. 2021,Nowak & Walker 1999: Hadi et al. 2009,
Primates,Cercopithecidae,Simias,concolor,Simias_concolor,Mentawai,0.480190183,8700,4177.654592,-0.318586723,0.318586723,dwarfism,CR,yes,Lomolino et al. 2013,Bromham & Cardillo 2007,
Dasyuromorphia,Dasyuridae,Sminthopsis,leucopus,Sminthopsis_leucopus,Tasmania,1.230769231,26,32,0.09017663,0.09017663,gigantism,LC,no,Benítez-López et al. 2021,Strahan 1998,
Eulipotyphla,Soricidae,Sorex,araneus,Sorex_araneus,Jersey ,0.95,9.5,9.025,-0.022276395,0.022276395,dwarfism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Eulipotyphla,Soricidae,Sorex,araneus,Sorex_araneus,Isle of May,0.96,9.5,9.12,-0.017728767,0.017728767,dwarfism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Eulipotyphla,Soricidae,Sorex,araneus,Sorex_araneus,Shuna ,0.970274477,9.5,9.217607534,-0.013105392,0.013105392,dwarfism,LC,no,Lomolino et al. 2013,White & Searle 2007,
Eulipotyphla,Soricidae,Sorex,araneus,Sorex_araneus,Black Isle Cromarty Scotland ,1.03,9.5,9.785,0.012837225,0.012837225,gigantism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Eulipotyphla,Soricidae,Sorex,araneus,Sorex_araneus,Bute ,1.025230112,9.5,9.739686063,0.010821353,0.010821353,gigantism,LC,no,Lomolino et al. 2013,White & Searle 2007,
Eulipotyphla,Soricidae,Sorex,araneus,Sorex_araneus,Seil ,1.035439798,9.5,9.836678078,0.015124853,0.015124853,gigantism,LC,no,Lomolino et al. 2013,White & Searle 2007,
Eulipotyphla,Soricidae,Sorex,araneus,Sorex_araneus,Luing ,1.071707176,9.5,10.18121818,0.030076139,0.030076139,gigantism,LC,no,Lomolino et al. 2013,White & Searle 2007,
Eulipotyphla,Soricidae,Sorex,araneus,Sorex_araneus,Great Cumbrae ,1.090154194,9.5,10.35646484,0.03748793,0.03748793,gigantism,LC,no,Lomolino et al. 2013,White & Searle 2007,
Eulipotyphla,Soricidae,Sorex,araneus,Sorex_araneus,Islay ,1.095463377,9.5,10.40690208,0.039597863,0.039597863,gigantism,LC,no,Lomolino et al. 2013,White & Searle 2007,
Eulipotyphla,Soricidae,Sorex,araneus,Sorex_araneus,Sanda ,1.116872485,9.5,10.6102886,0.048003592,0.048003592,gigantism,LC,no,Lomolino et al. 2013,White & Searle 2007,
Eulipotyphla,Soricidae,Sorex,araneus,Sorex_araneus,Lismore ,1.149506335,9.5,10.92031018,0.060511369,0.060511369,gigantism,LC,no,Lomolino et al. 2013,White & Searle 2007,
Eulipotyphla,Soricidae,Sorex,araneus,Sorex_araneus,Skye ,1.149506335,9.5,10.92031018,0.060511369,0.060511369,gigantism,LC,no,Lomolino et al. 2013,White & Searle 2007,
Eulipotyphla,Soricidae,Sorex,araneus,Sorex_araneus,Gigha ,1.171611626,9.5,11.13031045,0.068783673,0.068783673,gigantism,LC,no,Lomolino et al. 2013,White & Searle 2007,
Eulipotyphla,Soricidae,Sorex,araneus,Sorex_araneus,Jura ,1.171611626,9.5,11.13031045,0.068783673,0.068783673,gigantism,LC,no,Lomolino et al. 2013,White & Searle 2007,
Eulipotyphla,Soricidae,Sorex,araneus,Sorex_araneus,Raasay ,1.188375292,9.5,11.28956527,0.074953614,0.074953614,gigantism,LC,no,Lomolino et al. 2013,White & Searle 2007,
Eulipotyphla,Soricidae,Sorex,araneus,Sorex_araneus,Mull ,1.25702895,9.5,11.94177502,0.09934528,0.09934528,gigantism,LC,no,Lomolino et al. 2013,White & Searle 2007,
Eulipotyphla,Soricidae,Sorex,araneus,Sorex_araneus,Bardsey,0.84,9.5,7.99,-0.075720714,0.075720714,dwarfism,LC,no,Meiri et al. 2008b,Miller 1912,
Eulipotyphla,Soricidae,Sorex,arcticus,Sorex_arcticus,St Lawrence ,1.05,8,8.4,0.021189299,0.021189299,gigantism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Eulipotyphla,Soricidae,Sorex,caecutiens,Sorex_caecutiens,Hokkaido,1.14670791,4.526,5.19,0.059452808,0.059452808,gigantism,LC,no,Benítez-López et al. 2021,Ohdachi et al. 2005,
Eulipotyphla,Soricidae,Sorex,caecutiens,Sorex_caecutiens,Jeju,1.151,6.23,7.17073,0.061075324,0.061075324,gigantism,LC,no,Meiri et al. 2008b,Ohdachi et al. 2005,
Eulipotyphla,Soricidae,Sorex,cinereus,Sorex_cinereus,Revillagigedo,0.905,4.14,3.7467,-0.043351421,0.043351421,dwarfism,LC,no,Meiri et al. 2008b,Merriam 1895b,
Eulipotyphla,Soricidae,Sorex,cinereus,Sorex_cinereus,Baranof,1.01,4.14,4.1814,0.004321374,0.004321374,gigantism,LC,no,Meiri et al. 2008b,Merriam 1895b,
Eulipotyphla,Soricidae,Sorex,cinereus,Sorex_cinereus,Long N Carolina,1.041,4.14,4.30974,0.01745073,0.01745073,gigantism,LC,no,Meiri et al. 2008b,Merriam 1895b,
Eulipotyphla,Soricidae,Sorex,cinereus,Sorex_cinereus,Wrangell Alaska,1.149,4.14,4.75686,0.060320029,0.060320029,gigantism,LC,no,Meiri et al. 2008b,Allen 1903,
Eulipotyphla,Soricidae,Sorex,minutus,Sorex_minutus,Skye,0.889,4.14,3.68046,-0.051098239,0.051098239,dwarfism,LC,no,Meiri et al. 2008b,Miller 1912,
Eulipotyphla,Soricidae,Sorex,minutus,Sorex_minutus,Gotland,1.068,4.14,4.42152,0.028571253,0.028571253,gigantism,LC,no,Meiri et al. 2008b,Malmquist 1985,
Eulipotyphla,Soricidae,Sorex,minutus,Sorex_minutus,Britain,0.90013351,,,-0.04569307,0.04569307,dwarfism,LC,no,This study,Vega et al. 2016,"Body size ratio based on centroid size of skulls (Britain vs Western+Northern Europe) (Vega et al. 2016) and obtained from linear measures, accordingly it was cubed (see Meiri et al. 2008: Lomolino 1985)"
Eulipotyphla,Soricidae,Sorex,minutus,Sorex_minutus,Mainland,1.014133766,,,0.006095243,0.006095243,gigantism,LC,no,This study,Vega et al. 2016,"Body size ratio based on centroid size of skulls (Orkney Mainland vs Western Europe) (Vega et al. 2016) and obtained from linear measures, accordingly it was cubed (see Meiri et al. 2008: Lomolino 1985)"
Eulipotyphla,Soricidae,Sorex,minutus,Sorex_minutus,S Ronaldsay,1.014628494,,,0.006307055,0.006307055,gigantism,LC,no,This study,Vega et al. 2016,"Body size ratio based on centroid size of skulls (Orkney S Ronaldsay vs Western Europe) (Vega et al. 2016) and obtained from linear measures, accordingly it was cubed (see Meiri et al. 2008: Lomolino 1985)"
Eulipotyphla,Soricidae,Sorex,minutus,Sorex_minutus,Westray,1.033073728,,,0.014131317,0.014131317,gigantism,LC,no,This study,Vega et al. 2016,"Body size ratio based on centroid size of skulls (Orkney Westray vs Western Europe) (Vega et al. 2016) and obtained from linear measures, accordingly it was cubed (see Meiri et al. 2008: Lomolino 1985)"
Eulipotyphla,Soricidae,Sorex,minutus,Sorex_minutus,Belle-Île,1.157001475,,,0.063333913,0.063333913,gigantism,LC,no,This study,Vega et al. 2016,"Body size ratio based on centroid size of skulls (Belle Ile vs Western Europe) (Vega et al. 2016) and obtained from linear measures, accordingly it was cubed (see Meiri et al. 2008: Lomolino 1985)"
Eulipotyphla,Soricidae,Sorex,monticolus,Sorex_monticolus,Talunkwan: Tanu: Kunga: Lyell: Bischof: Bolkus,0.890033277,7.439737219,6.621613697,-0.050593755,0.050593755,dwarfism,LC,no,Benítez-López et al. 2021,Foster 1963,
Eulipotyphla,Soricidae,Sorex,monticolus,Sorex_monticolus,Texada ,0.83,7.5,6.225,-0.080921908,0.080921908,dwarfism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Eulipotyphla,Soricidae,Sorex,monticolus,Sorex_monticolus,Calvert ,0.89,7.5,6.675,-0.050609993,0.050609993,dwarfism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Eulipotyphla,Soricidae,Sorex,monticolus,Sorex_monticolus,Banks British Columbia,0.95,7.5,7.125,-0.022276395,0.022276395,dwarfism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Eulipotyphla,Soricidae,Sorex,monticolus,Sorex_monticolus,Bardswell ,0.98,7.5,7.35,-0.008773924,0.008773924,dwarfism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Eulipotyphla,Soricidae,Sorex,monticolus,Sorex_monticolus,Vancouver ,1,7.5,7.5,0,0,no_change,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Eulipotyphla,Soricidae,Sorex,monticolus,Sorex_monticolus,Yeo ,1.03,7.5,7.725,0.012837225,0.012837225,gigantism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Eulipotyphla,Soricidae,Sorex,monticolus,Sorex_monticolus,Shumagin Islands,1.14,7.5,8.55,0.056904851,0.056904851,gigantism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Eulipotyphla,Soricidae,Sorex,monticolus,Sorex_monticolus,Kunghit ,1.17,7.5,8.775,0.068185862,0.068185862,gigantism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Eulipotyphla,Soricidae,Sorex,monticolus,Sorex_monticolus,Spider ,1.25,7.5,9.375,0.096910013,0.096910013,gigantism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Eulipotyphla,Soricidae,Sorex,monticolus,Sorex_monticolus,Graham: Moresby,1.32,7.5,9.9,0.120573931,0.120573931,gigantism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Eulipotyphla,Soricidae,Sorex,monticolus,Sorex_monticolus,Kupreanof,0.883,7.5,6.6225,-0.054039296,0.054039296,dwarfism,LC,no,Meiri et al. 2008b,Foster 1965,
Eulipotyphla,Soricidae,Sorex,monticolus,Sorex_monticolus,Langara,0.891,7.5,6.6825,-0.050122296,0.050122296,dwarfism,LC,no,Meiri et al. 2008b,Foster 1965,
Eulipotyphla,Soricidae,Sorex,monticolus,Sorex_monticolus,Moresby,0.891,7.5,6.6825,-0.050122296,0.050122296,dwarfism,LC,no,Meiri et al. 2008b,Foster 1965,
Eulipotyphla,Soricidae,Sorex,monticolus,Sorex_monticolus,Forrester,0.952,7.5,7.14,-0.021363052,0.021363052,dwarfism,LC,no,Meiri et al. 2008b,Foster 1965,
Eulipotyphla,Soricidae,Sorex,monticolus,Sorex_monticolus,Hippa,0.952,7.5,7.14,-0.021363052,0.021363052,dwarfism,LC,no,Meiri et al. 2008b,Foster 1965,
Eulipotyphla,Soricidae,Sorex,monticolus,Sorex_monticolus,Townsend,0.952,7.5,7.14,-0.021363052,0.021363052,dwarfism,LC,no,Meiri et al. 2008b,Foster 1965,
Eulipotyphla,Soricidae,Sorex,monticolus,Sorex_monticolus,Smythe,0.96,7.5,7.2,-0.017728767,0.017728767,dwarfism,LC,no,Meiri et al. 2008b,Foster 1965,
Eulipotyphla,Soricidae,Sorex,monticolus,Sorex_monticolus,Ramsey,0.968,7.5,7.26,-0.014124643,0.014124643,dwarfism,LC,no,Meiri et al. 2008b,Foster 1965,
Eulipotyphla,Soricidae,Sorex,monticolus,Sorex_monticolus,Wrangell Alaska,1.111,7.5,8.3325,0.045714059,0.045714059,gigantism,LC,no,Meiri et al. 2008b,Merriam 1895b,
Eulipotyphla,Soricidae,Sorex,monticolus,Sorex_monticolus,Prevost,1.121,7.5,8.4075,0.049605613,0.049605613,gigantism,LC,no,Meiri et al. 2008b,Osgood 1901,
Eulipotyphla,Soricidae,Sorex,monticolus,Sorex_monticolus,Revillagigedo,1.12,7.5,8.4,0.049218023,0.049218023,gigantism,LC,no,Meiri et al. 2008b,Merriam 1895b,
Eulipotyphla,Soricidae,Sorex,ornatus,Sorex_ornatus,Santa Catalina ,1.21,5,6.05,0.08278537,0.08278537,gigantism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Eulipotyphla,Soricidae,Sorex,ornatus,Sorex_ornatus,Grizzly California,1.38,5,6.9,0.139879086,0.139879086,gigantism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Eulipotyphla,Soricidae,Sorex,palustris,Sorex_palustris,Wrangell Alaska,1.15,11,12.65,0.06069784,0.06069784,gigantism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Eulipotyphla,Soricidae,Sorex,pribilofensis,Sorex_pribilofensis,St Paul ,1.19,8,9.52,0.075546961,0.075546961,gigantism,EN,yes,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Eulipotyphla,Soricidae,Sorex,shinto,Sorex_shinto,Sado,1.4,7,9.8,0.146128036,0.146128036,gigantism,LC,yes,Meiri et al. 2008b,Ohdachi et al. 2005,
