Order,Family,Genus,Species,Latin_binomial,Island,Size_ratio,Body_mass_mainland_taxon,Body_mass_island_taxon,Log_Size_ratio,Magnitude_body_size_change,Direction_body_size_change,IUCN_Category,Endemism,Source,Original_source,Notes
Chiroptera,Pteropodidae,Acerodon,humilis,Acerodon_humilis,Salebabu,0.400058318,1075,430.0626914,-0.397876696,0.397876696,dwarfism,EN,yes,Lomolino et al. 2013,Krzanowski 1967,
Chiroptera,Pteropodidae,Acerodon,jubatus,Acerodon_jubatus,Mindanao,1.25603222,1075,1350.234637,0.09900078,0.09900078,gigantism,EN,yes,Lomolino et al. 2013,Krzanowski 1967,
Chiroptera,Pteropodidae,Acerodon,mackloti,Acerodon_mackloti,Sumba,1,390,390,0,0,no_change,VU,yes,Lomolino et al. 2013,Krzanowski 1967,
Chiroptera,Pteropodidae,Acerodon,mackloti,Acerodon_mackloti,Flores,1.115277143,390,434.9580857,0.047382802,0.047382802,gigantism,VU,yes,Lomolino et al. 2013,Krzanowski 1967,
Chiroptera,Pteropodidae,Acerodon,mackloti,Acerodon_mackloti,Timor,1.176097394,390,458.6779835,0.070443288,0.070443288,gigantism,VU,yes,Lomolino et al. 2013,Krzanowski 1967,
Chiroptera,Pteropodidae,Acerodon,mackloti,Acerodon_mackloti,Alor,1.54302332,390,601.7790947,0.18837249,0.18837249,gigantism,VU,yes,Lomolino et al. 2013,Krzanowski 1967,
Chiroptera,Vespertilionidae,Aeorestes,cinereus,Aeorestes_cinereus,Hawai i,0.566282024,29.43333333,16.66756757,-0.246967224,0.246967224,dwarfism,LC,yes,Benítez-López et al. 2021,Jacobs 1996,
Chiroptera,Pteropodidae,Aethalops,alecto,Aethalops_alecto,Lombok,0.877,15,13.155,-0.057000407,0.057000407,dwarfism,LC,no,Meiri et al. 2008b,Kitchener et al. 1993a,
Chiroptera,Pteropodidae,Aethalops,alecto,Aethalops_alecto,Bali,1.053,15,15.795,0.022428371,0.022428371,gigantism,LC,no,Meiri et al. 2008b,Kitchener et al. 1993a,
Rodentia,Cricetidae,Alexandromys,oeconomus,Alexandromys_oeconomus,Baranof,0.755,33.1,24.9905,-0.122053048,0.122053048,dwarfism,LC,no,Meiri et al. 2008b,Bailey 1900,
Rodentia,Cricetidae,Alexandromys,oeconomus,Alexandromys_oeconomus,Kodiak,1,33.1,33.1,0,0,no_change,LC,no,Meiri et al. 2008b,Bailey 1900,
Primates,Cercopithecidae,Allochrocebus,preussi_insularis,Allochrocebus_preussi_insularis,Bioko,0.717184416,7639,5478.571758,-0.144369156,0.144369156,dwarfism,EN,yes,Lomolino et al. 2013,Butynski et al. 2009,
Primates,Atelidae,Alouatta,belzebul,Alouatta_belzebul,Mexiana,0.886191956,7300,6469.201278,-0.052472196,0.052472196,dwarfism,VU,no,Lomolino et al. 2013,Bromham & Cardillo 2007,
Primates,Atelidae,Alouatta,palliata_coibensis,Alouatta_palliata_coibensis,Coiba,0.761653851,7150,5445.825037,-0.118242358,0.118242358,dwarfism,VU,yes,Lomolino et al. 2013,Bromham & Cardillo 2007,
Primates,Atelidae,Alouatta,seniculus,Alouatta_seniculus,Trinidad,0.670638114,6850,4593.871078,-0.173511768,0.173511768,dwarfism,LC,no,Lomolino et al. 2013,Bromham & Cardillo 2007,
Rodentia,Sciuridae,Ammospermophilus,leucurus,Ammospermophilus_leucurus,Espiritu Santo,1.23,125,153.75,0.089905111,0.089905111,gigantism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Eulipotyphla,Soricidae,Anourosorex,yamashinai,Anourosorex_yamashinai,Taiwan,0.571,20,11.42,-0.243363892,0.243363892,dwarfism,LC,yes,Meiri et al. 2008b,Motokawa & Lin 2002,
Carnivora,Mustelidae,Aonyx,cinereus,Aonyx_cinereus,Borneo,0.811054874,3530,2863.023705,-0.090949762,0.090949762,dwarfism,VU,no,Lomolino et al. 2013,Meiri et al. 2008a,
Carnivora,Mustelidae,Aonyx,cinereus,Aonyx_cinereus,Java,1.00120048,3530,3534.237695,0.000521049,0.000521049,gigantism,VU,no,Lomolino et al. 2013,Meiri et al. 2004a,
Carnivora,Mustelidae,Aonyx,cinereus,Aonyx_cinereus,Laut,1.009,3530,3561.77,0.003891166,0.003891166,gigantism,VU,no,Meiri et al. 2008b,Meiri et al. 2006,
Carnivora,Mustelidae,Aonyx,cinereus,Aonyx_cinereus,Palawan,1.084,3530,3826.52,0.035029282,0.035029282,gigantism,VU,no,Meiri et al. 2008b,Meiri et al. 2006,
Carnivora,Mustelidae,Aonyx,cinereus,Aonyx_cinereus,Bintan,1.257,3530,4437.21,0.099335278,0.099335278,gigantism,VU,no,Meiri et al. 2008b,Meiri et al. 2006,
Carnivora,Mustelidae,Aonyx,cinereus,Aonyx_cinereus,Karimunbesar,1.268,3530,4476.04,0.103119254,0.103119254,gigantism,VU,no,Meiri et al. 2008b,Meiri et al. 2006,
Carnivora,Mustelidae,Aonyx,cinereus,Aonyx_cinereus,Setoko,1.436,3530,5069.08,0.15715444,0.15715444,gigantism,VU,no,Meiri et al. 2008b,Meiri et al. 2006,
Carnivora,Mustelidae,Aonyx,cinereus,Aonyx_cinereus,Galang,1.455,3530,5136.15,0.162862993,0.162862993,gigantism,VU,no,Meiri et al. 2008b,Meiri et al. 2006,
Rodentia,Muridae,Apodemus,agrarius,Apodemus_agrarius,Jeju,1.53,21.1,32.283,0.184691431,0.184691431,gigantism,LC,no,Meiri et al. 2008b,Oh et al. 2003,
Rodentia,Muridae,Apodemus,argenteus,Apodemus_argenteus,Hokkaido,0.947935252,26.69355951,25.30376606,-0.023221326,0.023221326,dwarfism,LC,yes,Benítez-López et al. 2021,Millien 2004,Body size ratio based on mean mainland mass from 5 sites (see dataset in Benítez-López et al. 2021).
Rodentia,Muridae,Apodemus,argenteus,Apodemus_argenteus,Tanegashima,1.261485406,26.69355951,33.67353575,0.10088223,0.10088223,gigantism,LC,yes,Benítez-López et al. 2021,Millien 2004,Body size ratio based on mean mainland mass from 5 sites (see dataset in Benítez-López et al. 2021)
Rodentia,Muridae,Apodemus,argenteus,Apodemus_argenteus,Sado,0.996,21,20.916,-0.001740662,0.001740662,dwarfism,LC,yes,Meiri et al. 2008b,Millien 2004,
Rodentia,Muridae,Apodemus,argenteus,Apodemus_argenteus,Tsushima,1.033,21,21.693,0.014100322,0.014100322,gigantism,LC,yes,Meiri et al. 2008b,Millien 2004,
Rodentia,Muridae,Apodemus,argenteus,Apodemus_argenteus,Oki,1.169,21,24.549,0.067814511,0.067814511,gigantism,LC,yes,Meiri et al. 2008b,Millien 2004,
Rodentia,Muridae,Apodemus,flavicollis,Apodemus_flavicollis,Thuro,0.796057576,37.8280375,30.11329582,-0.09905552,0.09905552,dwarfism,LC,no,Benítez-López et al. 2021,Ursin 1956,
Rodentia,Muridae,Apodemus,flavicollis,Apodemus_flavicollis,Fyn,0.986366272,37.8280375,37.31230032,-0.005961787,0.005961787,dwarfism,LC,no,Benítez-López et al. 2021,Ursin 1956,
Rodentia,Muridae,Apodemus,flavicollis,Apodemus_flavicollis,Sjaelland,0.971,31.6,30.6836,-0.01278077,0.01278077,dwarfism,LC,no,Meiri et al. 2008b,Miller 1912,
Rodentia,Muridae,Apodemus,flavicollis,Apodemus_flavicollis,Lolland,1.084,31.6,34.2544,0.035029282,0.035029282,gigantism,LC,no,Meiri et al. 2008b,Miller 1912,
Rodentia,Muridae,Apodemus,flavicollis,Apodemus_flavicollis,Corfu,1.092,31.6,34.5072,0.038222638,0.038222638,gigantism,LC,no,Meiri et al. 2008b,Miller 1912,
Rodentia,Muridae,Apodemus,mystacinus,Apodemus_mystacinus,Cephalonia,0.951,43.9,41.7489,-0.021819483,0.021819483,dwarfism,LC,no,Meiri et al. 2008b,Miller 1912,
Rodentia,Muridae,Apodemus,speciosus,Apodemus_speciosus,Oki,1.24,43.7,54.188,0.093421685,0.093421685,gigantism,LC,yes,Benítez-López et al. 2021,Millien & Damuth 2004,
Rodentia,Muridae,Apodemus,speciosus,Apodemus_speciosus,Tanegashima,1.274415228,39.00939255,49.7141639,0.105310952,0.105310952,gigantism,LC,yes,Benítez-López et al. 2021,Millien & Damuth 2004,Body size ratio based on mean mainland mass from several sites (see dataset in Benítez-López et al. 2021)
Rodentia,Muridae,Apodemus,speciosus,Apodemus_speciosus,Rishiri,1.299473548,39.00939255,50.69167373,0.113767443,0.113767443,gigantism,LC,yes,Benítez-López et al. 2021,Millien & Damuth 2004,Body size ratio based on mean mainland mass from several sites (see dataset in Benítez-López et al. 2021)
Rodentia,Muridae,Apodemus,speciosus,Apodemus_speciosus,Hokkaido,1.56674092,39.00939255,61.11761156,0.194997186,0.194997186,gigantism,LC,yes,Benítez-López et al. 2021,Millien & Damuth 2004,Body size change calculated based on mean mainland mass from several sites (see datasets in Benítez-López et al. 2021)
Rodentia,Muridae,Apodemus,speciosus,Apodemus_speciosus,Miyake,0.815,43.7,35.6155,-0.088842391,0.088842391,dwarfism,LC,yes,Meiri et al. 2008b,Takada et al. 2006,
Rodentia,Muridae,Apodemus,speciosus,Apodemus_speciosus,Nishinoshima,0.972,43.7,42.4764,-0.012333735,0.012333735,dwarfism,LC,yes,Meiri et al. 2008b,Takada et al. 2006,
Rodentia,Muridae,Apodemus,speciosus,Apodemus_speciosus,Kozushima,1.011,43.7,44.1807,0.004751156,0.004751156,gigantism,LC,yes,Meiri et al. 2008b,Takada et al. 2006,
Rodentia,Muridae,Apodemus,speciosus,Apodemus_speciosus,Dogo,1.03,43.7,45.011,0.012837225,0.012837225,gigantism,LC,yes,Meiri et al. 2008b,Takada et al. 2006,
Rodentia,Muridae,Apodemus,speciosus,Apodemus_speciosus,Oshima,1.105,43.7,48.2885,0.043362278,0.043362278,gigantism,LC,yes,Meiri et al. 2008b,Takada et al. 2006,
Rodentia,Muridae,Apodemus,speciosus,Apodemus_speciosus,Nakanoshima,1.135,43.7,49.5995,0.054995862,0.054995862,gigantism,LC,yes,Meiri et al. 2008b,Takada et al. 2006,
Rodentia,Muridae,Apodemus,speciosus,Apodemus_speciosus,Tsushima,1.24,43.7,54.188,0.093421685,0.093421685,gigantism,LC,yes,Meiri et al. 2008b,Millien & Damuth 2004,
Rodentia,Muridae,Apodemus,speciosus,Apodemus_speciosus,Sado,1.3,43.7,56.81,0.113943352,0.113943352,gigantism,LC,yes,Meiri et al. 2008b,Millien & Damuth 2004,
Rodentia,Muridae,Apodemus,speciosus,Apodemus_speciosus,Shikine,1.309,43.7,57.2033,0.116939647,0.116939647,gigantism,LC,yes,Meiri et al. 2008b,Takada et al. 2006,
Rodentia,Muridae,Apodemus,speciosus,Apodemus_speciosus,Chiburijima,1.329,43.7,58.0773,0.123524981,0.123524981,gigantism,LC,yes,Meiri et al. 2008b,Takada et al. 2006,
Rodentia,Muridae,Apodemus,speciosus,Apodemus_speciosus,Niijima,1.326,43.7,57.9462,0.122543524,0.122543524,gigantism,LC,yes,Meiri et al. 2008b,Takada et al. 2006,
Rodentia,Muridae,Apodemus,sylvaticus,Apodemus_sylvaticus,Bornholm,1.047293334,21.83590513,22.86859789,0.020068339,0.020068339,gigantism,LC,no,Benítez-López et al. 2021,Ursin 1956,
Rodentia,Muridae,Apodemus,sylvaticus,Apodemus_sylvaticus,Bute ,0.81,21.9,17.739,-0.091514981,0.091514981,dwarfism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Muridae,Apodemus,sylvaticus,Apodemus_sylvaticus,Foula ,0.85,21.9,18.615,-0.070581074,0.070581074,dwarfism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Muridae,Apodemus,sylvaticus,Apodemus_sylvaticus,Jura ,0.93,21.9,20.367,-0.031517051,0.031517051,dwarfism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Muridae,Apodemus,sylvaticus,Apodemus_sylvaticus,Great Cumbrae ,0.94,21.9,20.586,-0.026872146,0.026872146,dwarfism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Muridae,Apodemus,sylvaticus,Apodemus_sylvaticus,Islay ,0.96,21.9,21.024,-0.017728767,0.017728767,dwarfism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Muridae,Apodemus,sylvaticus,Apodemus_sylvaticus,Gigha ,1.02,21.9,22.338,0.008600172,0.008600172,gigantism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Muridae,Apodemus,sylvaticus,Apodemus_sylvaticus,Lewis ,1.03,21.9,22.557,0.012837225,0.012837225,gigantism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Muridae,Apodemus,sylvaticus,Apodemus_sylvaticus,Mull ,1.06,21.9,23.214,0.025305865,0.025305865,gigantism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Muridae,Apodemus,sylvaticus,Apodemus_sylvaticus,Arran ,1.11,21.9,24.309,0.045322979,0.045322979,gigantism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Muridae,Apodemus,sylvaticus,Apodemus_sylvaticus,Sicily,1.12,21.9,24.528,0.049218023,0.049218023,gigantism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Muridae,Apodemus,sylvaticus,Apodemus_sylvaticus,Yell ,1.2,21.9,26.28,0.079181246,0.079181246,gigantism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Muridae,Apodemus,sylvaticus,Apodemus_sylvaticus,Tiree ,1.26,21.9,27.594,0.100370545,0.100370545,gigantism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Muridae,Apodemus,sylvaticus,Apodemus_sylvaticus,Rhum,1.3,21.9,28.47,0.113943352,0.113943352,gigantism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Muridae,Apodemus,sylvaticus,Apodemus_sylvaticus,Fair ,1.5,21.9,32.85,0.176091259,0.176091259,gigantism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Muridae,Apodemus,sylvaticus,Apodemus_sylvaticus,Saint Kilda ,1.59,21.9,34.821,0.201397124,0.201397124,gigantism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Rodentia,Muridae,Apodemus,sylvaticus,Apodemus_sylvaticus,Isle of Wight,0.843,21.9,18.4617,-0.074172425,0.074172425,dwarfism,LC,no,Meiri et al. 2008b,Miller 1912,
Rodentia,Muridae,Apodemus,sylvaticus,Apodemus_sylvaticus,Drejo,0.895,21.9,19.6005,-0.048176965,0.048176965,dwarfism,LC,no,Meiri et al. 2008b,Angerbjörn 1986,
Rodentia,Muridae,Apodemus,sylvaticus,Apodemus_sylvaticus,Corfu,0.974,21.9,21.3306,-0.011441043,0.011441043,dwarfism,LC,no,Meiri et al. 2008b,Miller 1912,
Rodentia,Muridae,Apodemus,sylvaticus,Apodemus_sylvaticus,Sjaelland,0.972,21.9,21.2868,-0.012333735,0.012333735,dwarfism,LC,no,Meiri et al. 2008b,Angerbjörn 1986,
Rodentia,Muridae,Apodemus,sylvaticus,Apodemus_sylvaticus,Skaro,0.986,21.9,21.5934,-0.006123085,0.006123085,dwarfism,LC,no,Meiri et al. 2008b,Angerbjörn 1986,
Rodentia,Muridae,Apodemus,sylvaticus,Apodemus_sylvaticus,Fano,1.007,21.9,22.0533,0.003029471,0.003029471,gigantism,LC,no,Meiri et al. 2008b,Angerbjörn 1986,
Rodentia,Muridae,Apodemus,sylvaticus,Apodemus_sylvaticus,Bjorno,1.018,21.9,22.2942,0.007747778,0.007747778,gigantism,LC,no,Meiri et al. 2008b,Angerbjörn 1986,
Rodentia,Muridae,Apodemus,sylvaticus,Apodemus_sylvaticus,Lyo,1.025,21.9,22.4475,0.010723865,0.010723865,gigantism,LC,no,Meiri et al. 2008b,Angerbjörn 1986,
Rodentia,Muridae,Apodemus,sylvaticus,Apodemus_sylvaticus,Anglesey,1.071,21.9,23.4549,0.029789471,0.029789471,gigantism,LC,no,Meiri et al. 2008b,Miller 1912,
Rodentia,Muridae,Apodemus,sylvaticus,Apodemus_sylvaticus,Pantelleria,1.066,21.9,23.3454,0.027757205,0.027757205,gigantism,LC,no,Meiri et al. 2008b,Angerbjörn 1986,
Rodentia,Muridae,Apodemus,sylvaticus,Apodemus_sylvaticus,Cephalonia,1.109,21.9,24.2871,0.044931546,0.044931546,gigantism,LC,no,Meiri et al. 2008b,Miller 1912,
Rodentia,Muridae,Apodemus,sylvaticus,Apodemus_sylvaticus,Jersey,1.125,21.9,24.6375,0.051152522,0.051152522,gigantism,LC,no,Meiri et al. 2008b,Delany & Healey 1967,
Rodentia,Muridae,Apodemus,sylvaticus,Apodemus_sylvaticus,Scilly,1.128,21.9,24.7032,0.0523091,0.0523091,gigantism,LC,no,Meiri et al. 2008b,Miller 1912,
Rodentia,Muridae,Apodemus,sylvaticus,Apodemus_sylvaticus,Herm,1.144,21.9,25.0536,0.058426024,0.058426024,gigantism,LC,no,Meiri et al. 2008b,Delany & Healey 1967,
Rodentia,Muridae,Apodemus,sylvaticus,Apodemus_sylvaticus,Guernsey,1.152,21.9,25.2288,0.061452479,0.061452479,gigantism,LC,no,Meiri et al. 2008b,Delany & Healey 1967,
Rodentia,Muridae,Apodemus,sylvaticus,Apodemus_sylvaticus,Laeso,1.162,21.9,25.4478,0.065206128,0.065206128,gigantism,LC,no,Meiri et al. 2008b,Angerbjörn 1986,
Rodentia,Muridae,Apodemus,sylvaticus,Apodemus_sylvaticus,Alderney,1.183,21.9,25.9077,0.072984745,0.072984745,gigantism,LC,no,Meiri et al. 2008b,Delany & Healey 1967,
Rodentia,Muridae,Apodemus,sylvaticus,Apodemus_sylvaticus,Sark,1.23,21.9,26.937,0.089905111,0.089905111,gigantism,LC,no,Meiri et al. 2008b,Delany & Healey 1967,
Rodentia,Muridae,Apodemus,sylvaticus,Apodemus_sylvaticus,Egholm,1.358,21.9,29.7402,0.13289977,0.13289977,gigantism,LC,no,Meiri et al. 2008b,Angerbjörn 1986,
Rodentia,Muridae,Apodemus,sylvaticus,Apodemus_sylvaticus,Bardsey,1.4,21.9,30.66,0.146128036,0.146128036,gigantism,LC,no,Meiri et al. 2008b,Jewell 1966,
Rodentia,Muridae,Apodemus,sylvaticus,Apodemus_sylvaticus,Skomer,1.8,21.9,39.42,0.255272505,0.255272505,gigantism,LC,no,Meiri et al. 2008b,Jewell 1966,
Carnivora,Viverridae,Arctictis,binturong,Arctictis_binturong,Borneo,0.733818436,13000,9539.639664,-0.134411382,0.134411382,dwarfism,VU,no,Lomolino et al. 2013,Meiri et al. 2008a,
Carnivora,Viverridae,Arctictis,binturong,Arctictis_binturong,Bangka,0.564,13000,7332,-0.248720896,0.248720896,dwarfism,VU,no,Meiri et al. 2008b,Meiri et al. 2008b,
Carnivora,Viverridae,Arctictis,binturong,Arctictis_binturong,Payung,0.783,13000,10179,-0.106238238,0.106238238,dwarfism,VU,no,Meiri et al. 2008b,Lyon 1908,
Carnivora,Viverridae,Arctictis,binturong,Arctictis_binturong,Palawan,1,13000,13000,0,0,no_change,VU,no,Meiri et al. 2008b,Pocock 1933,
Carnivora,Canidae,Arctogalidia,trivirgata,Arctogalidia_trivirgata,Borneo,0.982223896,2320,2278.759439,-0.007789504,0.007789504,dwarfism,LC,no,Lomolino et al. 2013,Meiri et al. 2008a,
Carnivora,Canidae,Arctogalidia,trivirgata,Arctogalidia_trivirgata,Tebing Tinggi,0.486,2320,1127.52,-0.313363731,0.313363731,dwarfism,LC,no,Meiri et al. 2008b,Lyon 1908,
Carnivora,Canidae,Arctogalidia,trivirgata,Arctogalidia_trivirgata,Terutau,0.579,2320,1343.28,-0.237321436,0.237321436,dwarfism,LC,no,Meiri et al. 2008b,Pocock 1939,
Carnivora,Canidae,Arctogalidia,trivirgata,Arctogalidia_trivirgata,Batam,0.642,2320,1489.44,-0.192464972,0.192464972,dwarfism,LC,no,Meiri et al. 2008b,Pocock 1933,
Carnivora,Canidae,Arctogalidia,trivirgata,Arctogalidia_trivirgata,Langkawi,0.643,2320,1491.76,-0.191789027,0.191789027,dwarfism,LC,no,Meiri et al. 2008b,Pocock 1939,
Carnivora,Canidae,Arctogalidia,trivirgata,Arctogalidia_trivirgata,Kundur,0.667,2320,1547.44,-0.175874166,0.175874166,dwarfism,LC,no,Meiri et al. 2008b,Pocock 1933,
Carnivora,Canidae,Arctogalidia,trivirgata,Arctogalidia_trivirgata,Singkep,0.666,2320,1545.12,-0.176525771,0.176525771,dwarfism,LC,no,Meiri et al. 2008b,Pocock 1933,
Carnivora,Canidae,Arctogalidia,trivirgata,Arctogalidia_trivirgata,Bulan,0.681,2320,1579.92,-0.166852888,0.166852888,dwarfism,LC,no,Meiri et al. 2008b,Pocock 1933,
Carnivora,Canidae,Arctogalidia,trivirgata,Arctogalidia_trivirgata,Natuna Besar,0.74,2320,1716.8,-0.13076828,0.13076828,dwarfism,LC,no,Meiri et al. 2008b,Meiri et al. 2006,
Carnivora,Canidae,Arctogalidia,trivirgata,Arctogalidia_trivirgata,Banggi,0.763,2320,1770.16,-0.117475462,0.117475462,dwarfism,LC,no,Meiri et al. 2008b,Meiri et al. 2006,
Carnivora,Canidae,Arctogalidia,trivirgata,Arctogalidia_trivirgata,Bangka,0.79,2320,1832.8,-0.102372909,0.102372909,dwarfism,LC,no,Meiri et al. 2008b,Meiri et al. 2008b,
Carnivora,Canidae,Arctogalidia,trivirgata,Arctogalidia_trivirgata,Letsok-aw Kyun,0.785,2320,1821.2,-0.105130343,0.105130343,dwarfism,LC,no,Meiri et al. 2008b,Pocock 1939,
Carnivora,Canidae,Arctogalidia,trivirgata,Arctogalidia_trivirgata,Bintan,0.801,2320,1858.32,-0.096367484,0.096367484,dwarfism,LC,no,Meiri et al. 2008b,Pocock 1933,
Carnivora,Canidae,Arctogalidia,trivirgata,Arctogalidia_trivirgata,Belitung,0.827,2320,1918.64,-0.08249449,0.08249449,dwarfism,LC,no,Meiri et al. 2008b,Pocock 1933,
Carnivora,Canidae,Arctogalidia,trivirgata,Arctogalidia_trivirgata,Merbau,0.895,2320,2076.4,-0.048176965,0.048176965,dwarfism,LC,no,Meiri et al. 2008b,Lyon 1908,
Carnivora,Canidae,Arctogalidia,trivirgata,Arctogalidia_trivirgata,Kadan,0.92,2320,2134.4,-0.036212173,0.036212173,dwarfism,LC,no,Meiri et al. 2008b,Meiri et al. 2008b,
Carnivora,Canidae,Arctogalidia,trivirgata,Arctogalidia_trivirgata,Lingga,0.944,2320,2190.08,-0.025028006,0.025028006,dwarfism,LC,no,Meiri et al. 2008b,Pocock 1933,
Carnivora,Canidae,Arctogalidia,trivirgata,Arctogalidia_trivirgata,Sumatra,0.955380587,2320,2216.482962,-0.019823588,0.019823588,dwarfism,LC,no,Meiri et al. 2008b,Meiri et al. 2004a,
Carnivora,Canidae,Arctogalidia,trivirgata,Arctogalidia_trivirgata,Singapore,1.271,2320,2948.72,0.104145551,0.104145551,gigantism,LC,no,Meiri et al. 2008b,Pocock 1933,
Eulipotyphla,Erinaceidae,Atelerix,algirus,Atelerix_algirus,Menorca,0.815450802,750,611.5881015,-0.088602236,0.088602236,dwarfism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Carnivora,Herpestidae,Atilax,paludinosus,Atilax_paludinosus,Pemba,0.803,3600,2890.8,-0.095284455,0.095284455,dwarfism,LC,no,Meiri et al. 2008b,Meiri et al. 2006,
Artiodactyla,Cervidae,Axis,calamianensis,Axis_calamianensis,Calamian Islands,0.469130784,52753.47496,24748.27906,-0.328706068,0.328706068,dwarfism,EN,yes,Benítez-López et al. 2021,Meijaard & Groves 2004,
Artiodactyla,Cervidae,Axis,kuhli,Axis_kuhlii,Bawean,0.544300934,52753.47496,28713.76569,-0.26416092,0.26416092,dwarfism,CR,yes,Benítez-López et al. 2021,Meijaard & Groves 2004,
Artiodactyla,Suidae,Babyrousa,togeanensis,Babyrousa_togeanensis,Malenge,1.007,91700,92341.9,0.003029471,0.003029471,gigantism,EN,yes,Meiri et al. 2008b,Groves 1980,
Carnivora,Procyonidae,Bassariscus,astutus,Bassariscus_astutus,San Jose Baja California,1.015,1020,1035.3,0.006466042,0.006466042,gigantism,LC,no,Meiri et al. 2008b,Meiri et al. 2006,
Carnivora,Procyonidae,Bassariscus,astutus,Bassariscus_astutus,Espiritu Santo,1.044,1020,1064.88,0.018700499,0.018700499,gigantism,LC,no,Meiri et al. 2008b,Meiri et al. 2006,
Carnivora,Herpestidae,Bdeogale,crassicauda,Bdeogale_crassicauda,Unguja,0.895,1720,1539.4,-0.048176965,0.048176965,dwarfism,LC,no,Meiri et al. 2008b,Meiri et al. 2006,
Diprotodontia,Potoroidae,Bettongia,lesueur,Bettongia_lesueur,Barrow,0.343,1500,514.5,-0.46470588,0.46470588,dwarfism,NT,no,Lomolino et al. 2013,Strahan 1998,
Diprotodontia,Potoroidae,Bettongia,lesueur,Bettongia_lesueur,Bernier and Dorre,0.729,1500,1093.5,-0.137272472,0.137272472,dwarfism,NT,no,Lomolino et al. 2013,Strahan 1998,
Eulipotyphla,Soricidae,Blarina,brevicauda,Blarina_brevicauda,Harbor ,0.98,18.4,18.032,-0.008773924,0.008773924,dwarfism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Eulipotyphla,Soricidae,Blarina,brevicauda,Blarina_brevicauda,Welcome Islands,0.98,18.4,18.032,-0.008773924,0.008773924,dwarfism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Eulipotyphla,Soricidae,Blarina,brevicauda,Blarina_brevicauda,Iroquois ,1.04,18.4,19.136,0.017033339,0.017033339,gigantism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Eulipotyphla,Soricidae,Blarina,brevicauda,Blarina_brevicauda,Belle New York State,1.06,18.4,19.504,0.025305865,0.025305865,gigantism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Eulipotyphla,Soricidae,Blarina,brevicauda,Blarina_brevicauda,Wellesley ,1.06,18.4,19.504,0.025305865,0.025305865,gigantism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Eulipotyphla,Soricidae,Blarina,brevicauda,Blarina_brevicauda,Douglas ,1.21,18.4,22.264,0.08278537,0.08278537,gigantism,LC,no,Lomolino et al. 2013,Lomolino 1985 2005: Lomolino et al. 2011,
Eulipotyphla,Soricidae,Blarina,brevicauda,Blarina_brevicauda,Martha's Vineyard,0.924,18.4,17.0016,-0.034328029,0.034328029,dwarfism,LC,no,Meiri et al. 2008b,Merriam 1895a,
Artiodactyla,Bovidae,Bos,javanicus,Bos_javanicus,Borneo,0.819260835,707945.7844,579992.2542,-0.086577806,0.086577806,dwarfism,EN,no,Lomolino et al. 2013,Meiri et al. 2008a,
Pilosa,Bradypodidae,Bradypus,pygmaeus,Bradypus_pygmaeus,Escudo de Veraguas,0.598555212,4845,2900,-0.222895783,0.222895783,dwarfism,CR,yes,Benítez-López et al. 2021,Anderson & Handley 2002,
Pilosa,Bradypodidae,Bradypus,variegatus,Bradypus_variegatus,Bastimentos,0.689,3860,2659.54,-0.161780778,0.161780778,dwarfism,LC,no,Meiri et al. 2008b,Anderson & Handley 2002,
