Taxon_name	Status	MinAge	MaxAge	Site
Microtus_(Tyrrhenicola)_henseli	extinct	0.0468	0.516	Cave between Punta Padrebellu and Omo Morto
Algarolutra_majori	extinct	0.0468	0.516	Cave between Punta Padrebellu and Omo Morto
Rhinolophus_ferrumequinum	extant	0.0468	0.516	Cave between Punta Padrebellu and Omo Morto
Rhinolophus_hipposideros	extant	0.0468	0.516	Cave between Punta Padrebellu and Omo Morto
Myotis_capaccinii	extant	0.0468	0.516	Cave between Punta Padrebellu and Omo Morto
Nyctalus_lasiopterus	extant	0.0468	0.516	Cave between Punta Padrebellu and Omo Morto
Miniopterus_schreibersii	extant	0.0468	0.516	Cave between Punta Padrebellu and Omo Morto
Rhagamys_orthodon	extinct	0.033104	0.0468	Tavolara (= Grotta Tamponi = Grotta dei Fiori d Arancio)
Prolagus_sardus	extinct	0.033104	0.0468	Tavolara (= Grotta Tamponi = Grotta dei Fiori d Arancio)
Eptesicus_serotinus	extant	0.033104	0.0468	Tavolara (= Grotta Tamponi = Grotta dei Fiori d Arancio)
Tadarida_teniotis	extant	0.033104	0.0468	Tavolara (= Grotta Tamponi = Grotta dei Fiori d Arancio)
Rhagamys_orthodon	extinct	0.0468	0.516	Silanus
Microtus_(Tyrrhenicola)_henseli	extinct	0.0468	0.516	Silanus
Prolagus_sardus	extinct	0.0468	0.516	Silanus
Asoriculus_similis	extinct	0.0468	0.516	Silanus
Rhagamys_orthodon	extinct	0.010904	0.011088	Grotta Su Guanu
Microtus_(Tyrrhenicola)_henseli	extinct	0.0123	0.013304	Grotta Su Guanu
Prolagus_sardus	extinct	0.01016	0.01104	Grotta Su Guanu
Prolagus_sardus	extinct	0.01	0.0468	Grotta del Campanaccio
Prolagus_sardus	extinct	0.01	0.516	Is Zuddas Cave
Prolagus_sardus	extinct	0.0468	3.096	Cava S. Elia
Prolagus_sardus	extinct	0.012	0.016	Nuraghe Santu Antine
Microtus_(Tyrrhenicola)_henseli	extinct	0.012	0.20722	Corbeddu Cave
Praemegaceros_cazioti	extinct	0.033652	0.20722	Corbeddu Cave
Prolagus_sardus	extinct	0.038136	0.20722	Corbeddu Cave
Cynotherium_sardous	extinct	0.052376	0.20722	Corbeddu Cave
Asoriculus_similis	extinct	0.012	0.20722	Corbeddu Cave
Rhagamys_orthodon	extinct	0.012	0.20722	Corbeddu Cave
Rhinolophus_ferrumequinum	extant	0.033652	0.052508	Corbeddu Cave
Sardolagus_obscurus	extinct	4.4	8	Monte Tuttavista
