Species	Status
Parasorex_depereti	extinct
Paremballonura_tiavato	extant
Parocnus_browni	extinct
Parocnus_dominicanus	extinct
Parocnus_serus	extinct
Paruromys_dominator	extant
Paulamys_naso	extant
Paulocnus_petrifactus	extinct
Pecora_indet_Small_size_Laerru	extinct
Pecora_indet_Very_small_size_Laerru	extinct
Pellegrinia_panormensis	extinct
Pennatomys_nivalis	extinct
Pentalagus_furnessi	extant
Pentalagus_sp_Okinawa	extinct
Penthetor_lucasi	extant
Peramelidae_indet_Gebe_Halmahera	extinct
Peridyromys_aff_P_murinus	extinct
Peridyromys_ordinasi	extinct
Perissodactyla_gen_et_sp_indet_Oschiri	extinct
Peromyscus_anyapahensis	extinct
Peromyscus_nesodytes	extinct
Peroryctes_nov_sp_Kobroor	extinct
Peroryctes_raffrayana	extant
Petaurista_leucogenys	extant
Petaurista_petaurista	extant
Petaurista_philippensis	extant
Petauroides_ayamaruensis	extinct
Petaurus_breviceps	extant
Petinomys_fuscocapillus	extant
Phalanger_alexandrae	extant
Phalanger_carmelitae	extant
Phalanger_gymnotis	extant
Phalanger_intercastellanus	extant
Phalanger_mimicus	extant
Phalanger_orientalis	extant
Phalanger_ornatus	extant
Phalanger_sericeus	extant
Phalanger_vestitus	extant
Phloeomys_pallidus	extant
Phyllonycteris_aphylla	extant
Phyllonycteris_major	extinct
Phyllonycteris_poeyi	extant
Phyllops_falcatus	extant
Phyllops_silvai	extinct
Phyllops_vetus	extinct
Pipistrellus_abramus	extant
Pipistrellus_angulatus	extant
Pipistrellus_kuhlii	extant
Pipistrellus_maderensis	extant
Pireddamys_rayi	extinct
Plagiodontia_aedium	extant
Plagiodontia_sp_Puerto_Rico	extinct
Plagiodontia_spelaeum	extinct
Plagiodontia_velozi	extinct
Plecotus_auritus	extant
Plecotus_austriacus	extant
Plecotus_teneriffae	extant
Pleistomyotis_longihumeralis	extinct
Plesiorycteropus_germainepetterae	extinct
Plesiorycteropus_madagascariensis	extinct
Pogonomelomys_bruijni	extant
Pogonomelomys_sp_A_New_Guinea	extinct
Pogonomys_loriae	extant
Pongo_abelii	extant
Pongo_pygmaeus	extant
Potamochoerus_sp_Taiwan	extinct
Praemegaceros_cazioti	extinct
Presbytis_aygula	extinct
Presbytis_comata	extant
Presbytis_femoralis	extant
Presbytis_rubiconda	extant
Prionailurus_bengalensis	extant
Prionailurus_planiceps	extant
Prolagus_apricenicus	extinct
Prolagus_imperialis	extinct
Prolagus_sardus	extinct
Prolagus_sp_Sicily	extinct
Prolemur_griseus	extant
Prolemur_simus	extant
Propithecus_coquereli	extant
Propithecus_deckenii	extant
Propithecus_diadema	extant
Propithecus_edwardsi	extant
Propithecus_perrieri	extant
Propithecus_tattersalli	extant
Propithecus_verreauxi	extant
Protemnodon_buloloensis	extinct
Protemnodon_hopei	extinct
Protemnodon_nombe	extinct
Protemnodon_otibandus	extinct
Protemnodon_tumbuna	extinct
Pseudochirops_albertisii	extant
Pseudochirops_corinnae	extant
Pseudochirops_coronatus	extant
Pseudochirops_cupreus	extant
Pseudochirulus_canescens	extant
Pseudochirulus_forbesi	extant
Pseudochirulus_mayeri	extant
Pseudochirulus_schlegeli	extant
Pseudomys_gracilicaudatus	extant
Pteromys_volans	extant
Pteronotus_davyi	extant
Pteronotus_macleayii	extant
Pteronotus_nov_sp_Hispaniola	extinct
Pteronotus_parnellii	extant
Pteronotus_portoricensis	extant
Pteronotus_pristinus	extinct
Pteronotus_quadridens	extant
Pteronotus_trevorjacksoni	extinct
Pteropodidae_gen_et_sp_indet_extinct_Efate	extinct
Pteropus_admiralitatum	extant
Pteropus_capistratus	extant
Pteropus_dasymallus	extant
Pteropus_giganteus	extant
Pteropus_griseus	extant
Pteropus_hypomelanus	extant
Pteropus_macrotis	extant
Pteropus_mariannus	extant
Pteropus_melanopogon	extant
Pteropus_neohibernicus	extant
Pteropus_niger	extant
Pteropus_nitendiensis	extant
Pteropus_ornatus	extant
Pteropus_rufus	extant
Pteropus_samoensis	extant
Pteropus_subniger	extinct
Pteropus_temmincki	extant
Pteropus_tonganus	extant
Pteropus_vampyrus	extant
Pteropus_vetulus	extant
Puertoricomys_corozalus	extinct
Quemisia_gravis	extinct
Raksasamys_tikusbesar	extinct
Rattus_aff_R_tiomanicus	extinct
Rattus_argentiventer	extant
Rattus_detentus	extant
Rattus_everetti	extant
Rattus_exulans	extant
Rattus_facetus	extant
Rattus_foramineus	extant
Rattus_hainaldi	extant
Rattus_hoffmanni	extant
Rattus_miyakoensis	extinct
Rattus_montanus	extant
Rattus_mordax	extant
Rattus_morotaiensis	extant
Rattus_niobe	extant
Rattus_nov_sp_Rote	extinct
Rattus_praetor	extant
Rattus_rattus	extant
Rattus_richardsoni	extant
Rattus_sanila	extinct
Rattus_sordidus	extant
Rattus_sp_2_New_Ireland	extinct
Rattus_sp_A	extinct
Rattus_sp_B	extinct
Rattus_sp_C	extinct
Rattus_steini	extant
Rattus_tiomanicus	extant
Rattus_trinilensis	extinct
Rattus_verecundus	extant
Rattus_xanthurus	extant
Ratufa_affinis	extant
Ratufa_bicolor	extant
Ratufa_macroura	extant
Rhagamys_orthodon	extinct
Rheithrosciurus_macrotis	extant
Rhinoceros_kagavena	extinct
Rhinoceros_sinensis	extant
Rhinoceros_sondaicus	extant
Rhinoceros_sp_Taiwan	extinct
Rhinoceros_unicornis	extant
Rhinocerotidae_gen_et_sp_indet_Hondo	extinct
Rhinocerotinae_gen_et_sp_indet_Hondo	extinct
Rhinolophus_amplexicaudatus	extant
Rhinolophus_blasii	extant
Rhinolophus_borneensis	extant
Rhinolophus_cornutus	extant
Rhinolophus_creaghi	extant
Rhinolophus_euryale	extant
Rhinolophus_euryale_praeglacialis	extinct
Rhinolophus_euryotis	extant
Rhinolophus_ferrumequinum	extant
Rhinolophus_grivensis	extinct
Rhinolophus_hipposideros	extant
Rhinolophus_megaphyllus	extant
Rhinolophus_mehelyi	extant
Rhinolophus_perditus	extant
Rhinolophus_simplex	extant
Rhinolophus_sp_D1	extinct
Rhinolophus_trefoiliatus	extant
Rhinolophus_variabilis	extinct
Rhinolophys_mehelyi	extant
Rhinopithecus_sp_Taiwan	extinct
Rhizoplagiodontia_lemkei	extinct
Rousettus_aegyptiacus	extant
Rousettus_amplexicaudatus	extant
Rousettus_leshenaulti	extant
Rousettus_madagascariensis	extant
Rusa_alfredi	extant
Rusa_kendengensis	extinct
Rusa_marianna	extant
Rusa_sp_Luzon	extinct
Rusa_sp_Palawan	extinct
Rusa_sp_Tawi_Tawi	extinct
Rusa_timorensis	extant
Rusa_unicolor	extant
Sardolagus_obscurus	extinct
Sardolutra_ichnusae	extinct
Sardomeryx_oschiriensis	extinct
Sardomys_antoniettae	extinct
Sardomys_dawsonae	extinct
SB_mammal	extinct
Sciurus_lis	extant
Scontromeryx_apruThiensis	extinct
Scontromeryx_apulicus	extinct
Scontromeryx_falcidens	extinct
Scontromeryx_magnus	extinct
Scontromeryx_mazzai	extinct
Scontromeryx_minutus	extinct
Semnopithecus_priam	extant
Setifer_setosus	extant
Shikamainosorex_densicingulata	extinct
Shrew_rat_nov_sp_Flores	extinct
Sigmodon_hispidus	extant
Sinomastodon_bumiajuensis	extinct
Sinomegaceros_yabei	extinct
Sminthopsis_virginiae	extant
Solenodon_arredondoi	extinct
Solenodon_cubanus	extant
Solenodon_marcanoi	extinct
Solenodon_paradoxus	extant
Solomys_ponceleti	extant
Solomys_salebrosus	extant
Solomys_spriggsarum	extinct
Sorex_caecutiens	extant
Sorex_hosonoi	extant
Sorex_isodon	extant
Sorex_ornatus	extant
Sorex_shinto	extant
Sorex_unguiculatus	extant
Soricidae_gen_et_sp_indet_Eivissa	extinct
Soricidae_gen_et_sp_indet_V1	extinct
Soricidae_gen_et_sp_indet_V2	extinct
Soricinae_indet_NB1	extinct
Soricini_gen_et_sp_indet_D1	extinct
Spelaeomys_florensis	extinct
Spilocuscus_kraemeri	extant
Spilocuscus_maculatus	extant
Spilocuscus_rufoniger	extant
Spilogale_gracilis	extant
Srilankamys_ohiensis	extant
Stegodon_aurorae	extinct
Stegodon_cariangensis	extinct
Stegodon_elephantoides	extinct
Stegodon_florensis_florensis	extinct
Stegodon_florensis_insularis	extinct
Stegodon_hypsilophus	extinct
Stegodon_luzonensis	extinct
Stegodon_miensis	extinct
Stegodon_mindanensis	extinct
Stegodon_orientalis	extinct
Stegodon_protoaurorae	extinct
Stegodon_semedoensis	extinct
Stegodon_sompoensis	extinct
Stegodon_sondaari	extinct
Stegodon_sp_(pygmy)	extinct
Stegodon_sp_1_Taiwan	extinct
Stegodon_sp_B_Sulawesi	extinct
Stegodon_sp_Borneo	extinct
Stegodon_sp_Panay	extinct
Stegodon_sp_Sulawesi	extinct
Stegodon_sumbaensis	extinct
Stegodon_timorensis	extinct
Stegodon_trigonocephalus	extinct
Stegolophodon_lydekkeri	extinct
Stegolophodon_pseudolatidens	extinct
Stegoloxodon_celebensis	extinct
Stegoloxodon_indonesicus	extinct
Stenoderma_rufum	extant
Stephanorhinus_hemitoechus	extinct
Stephanorhinus_kirchbergensis	extinct
Stertomys_daunius	extinct
Stertomys_degiulii	extinct
Stertomys_laticrestatus	extinct
Stertomys_lyrifer	extinct
Stertomys_simplex	extinct
Strigocuscus_celebensis	extant
Suncus_etruscus	extant
Suncus_hosei	extant
Suncus_madagascariensis	extant
Suncus_murinus	extant
Sundamys_muelleri	extant
Sundasciurus_lowii	extant
Sus_ahoenobarbus	extant
Sus_australis	extinct
Sus_barbatus	extant
Sus_brachygnathus	extinct
Sus_celebensis	extant
Sus_houi	extinct
Sus_lydekkeri	extinct
Sus_macrognathus	extinct
Sus_oliveri	extant
Sus_philippensis	extant
Sus_sangiranensis	extinct
Sus_scrofa	extant
Sus_scrofa_vittatus	extant
Sus_sinhaleyus	extinct
Sus_sondaari	extinct
Sus_sp_Masbate	extinct
Sus_sp_Taiwan	extinct
Sus_stremmi	extinct
Sus_verrucosus	extant
Symphalangus_syndactylus	extant
Synemporion_keana	extinct
Tachyglossus_aculeatus	extant
Tadarida_brasiliensis	extant
Tadarida_teniotis	extant
Taeromys_celebensis	extant
Taeromys_punicans	extant
Tainotherium_valei	extinct
Talpa_tyrrhenica	extinct
Taphozous_mauritianus	extant
Taphozous_melanopogon	extant
Tapirus_indicus	extant
Tatera_indica	extant
Tenrec_ecaudatus	extant
thylacinus_cynocephalus	extinct
thylacinus_sp_New_Guinea	extinct
thylogale_browni	extant
thylogale_brunii	extant
thylogale_christenseni	extinct
thylogale_sp_New_Guinea	extinct
thylogale_stigmatica	extant
Tokudaia_muenninki	extant
Tokudaia_osimensis	extant
Tonatia_saurophila	extant
Trachypithecus_auratus	extant
Trachypithecus_cristatus	extant
Trachypithecus_vetulus	extant
Tragomys_macpheei	extinct
Tragoportax_sp_Taiwan	extinct
Tragulus_javanicus	extant
Tragulus_kanchil	extant
Tragulus_napu	extant
Triaenops_furculus	extant
Triaenops_goodmani	extinct
Triaenops_menamena	extant
Trichys_fasciculata	extant
Tupaia_minor	extant
Turritragus_casteanensis	extinct
Tyrrhenoglis_figariensis	extinct
Tyrrhenoglis_majori	extinct
Tyrrhenotragus_gracillimus	extinct
Umbrotherium_azzarolii	extinct
Urocyon_littoralis	extant
Uromys_anak	extant
Uromys_caudimaculatus	extant
Urotrichus_talpoides	extant
Ursus_arctos	extant
Ursus_spelaeus_spelaeus	extinct
Ursus_Thibetanus	extant
Vandeleuria_nolthenii	extant
Vandeleuria_olevacea	extant
Varecia_variegata	extant
Vespertilionidae_gen_et_sp_indet_D1	extinct
Vespertilionidae_gen_et_sp_indet_NSC	extinct
Viverra_tangalunga	extant
Viverricula_indica	extant
Vulcanops_jennyworthyae	extinct
Vulpes_vulpes	extant
Watutia_novaeguineae	extinct
Xaymaca_fulvopulvis	extinct
Xenocyon_falconeri	extinct
Xenocyon_trinilensis	extinct
Xenothrix_mcgregori	extinct
Xenuromys_barbatus	extant
Zaglossus_bruijni	extant
Zazamys_veronicae	extinct
Zygodontomys_brevicauda	extant
