series,order,family,genus,genus.species
Mammalia,Pholidota,Manidae,Manis,Manis_crassicaudata
Mammalia,Pholidota,Manidae,Manis,Manis_javanica
Mammalia,Pholidota,Manidae,Manis,Manis_pentadactyla
Mammalia,Pholidota,Manidae,Manis,Manis_culionensis
Mammalia,Pholidota,Manidae,Smutsia,Smutsia_temminckii
Mammalia,Pholidota,Manidae,Smutsia,Smutsia_gigantea
Mammalia,Pholidota,Manidae,Phataginus,Phataginus_tetradactyla
Mammalia,Pholidota,Manidae,Phataginus,Phataginus_tricuspis
Mammalia,Cetartiodactyla,Camelidae,Vicugna,Vicugna_pacos
Mammalia,Cetartiodactyla,Camelidae,Vicugna,Vicugna_vicugna
Mammalia,Cetartiodactyla,Camelidae,Lama,Lama_guanicoe
Mammalia,Cetartiodactyla,Camelidae,Lama,Lama_glama
Mammalia,Cetartiodactyla,Camelidae,Camelus,Camelus_dromedarius
Mammalia,Cetartiodactyla,Camelidae,Camelus,Camelus_ferus
Mammalia,Cetartiodactyla,Camelidae,Camelus,Camelus_bactrianus
Mammalia,Cetartiodactyla,Tayassuidae,Tayassu,Tayassu_pecari
Mammalia,Cetartiodactyla,Tayassuidae,Pecari,Pecari_tajacu
Mammalia,Cetartiodactyla,Tayassuidae,Catagonus,Catagonus_wagneri
Mammalia,Cetartiodactyla,Suidae,Porcula,Porcula_salvania
Mammalia,Cetartiodactyla,Suidae,Potamochoerus,Potamochoerus_porcus
Mammalia,Cetartiodactyla,Suidae,Potamochoerus,Potamochoerus_larvatus
Mammalia,Cetartiodactyla,Suidae,Sus,Sus_verrucosus
Mammalia,Cetartiodactyla,Suidae,Sus,Sus_barbatus
Mammalia,Cetartiodactyla,Suidae,Sus,Sus_oliveri
Mammalia,Cetartiodactyla,Suidae,Sus,Sus_cebifrons
Mammalia,Cetartiodactyla,Suidae,Sus,Sus_philippensis
Mammalia,Cetartiodactyla,Suidae,Sus,Sus_scrofa
Mammalia,Cetartiodactyla,Suidae,Sus,Sus_ahoenobarbus
Mammalia,Cetartiodactyla,Suidae,Sus,Sus_celebensis
Mammalia,Cetartiodactyla,Suidae,Sus,Sus_bucculentus
Mammalia,Cetartiodactyla,Suidae,Phacochoerus,Phacochoerus_africanus
Mammalia,Cetartiodactyla,Suidae,Phacochoerus,Phacochoerus_aethiopicus
Mammalia,Cetartiodactyla,Suidae,Hylochoerus,Hylochoerus_meinertzhageni
Mammalia,Cetartiodactyla,Suidae,Babyrousa,Babyrousa_celebensis
Mammalia,Cetartiodactyla,Suidae,Babyrousa,Babyrousa_babyrussa
Mammalia,Cetartiodactyla,Suidae,Babyrousa,Babyrousa_togeanensis
Mammalia,Cetartiodactyla,Hippopotamidae,Hippopotamus,Hippopotamus_guldbergi
Mammalia,Cetartiodactyla,Hippopotamidae,Hippopotamus,Hippopotamus_amphibius
Mammalia,Cetartiodactyla,Hippopotamidae,Hippopotamus,Hippopotamus_lemerlei
Mammalia,Cetartiodactyla,Hippopotamidae,Choeropsis,Choeropsis_liberiensis
Mammalia,Cetartiodactyla,Ziphiidae,Indopacetus,Indopacetus_pacificus
Mammalia,Cetartiodactyla,Physeteridae,Physeter,Physeter_macrocephalus
Mammalia,Cetartiodactyla,Physeteridae,Kogia,Kogia_sima
Mammalia,Cetartiodactyla,Physeteridae,Kogia,Kogia_breviceps
Mammalia,Cetartiodactyla,Ziphiidae,Berardius,Berardius_bairdii
Mammalia,Cetartiodactyla,Ziphiidae,Berardius,Berardius_arnuxii
Mammalia,Cetartiodactyla,Ziphiidae,Tasmacetus,Tasmacetus_shepherdi
Mammalia,Cetartiodactyla,Ziphiidae,Mesoplodon,Mesoplodon_traversii
Mammalia,Cetartiodactyla,Ziphiidae,Mesoplodon,Mesoplodon_bidens
Mammalia,Cetartiodactyla,Ziphiidae,Mesoplodon,Mesoplodon_europaeus
Mammalia,Cetartiodactyla,Ziphiidae,Mesoplodon,Mesoplodon_densirostris
Mammalia,Cetartiodactyla,Ziphiidae,Mesoplodon,Mesoplodon_grayi
Mammalia,Cetartiodactyla,Ziphiidae,Mesoplodon,Mesoplodon_layardii
Mammalia,Cetartiodactyla,Ziphiidae,Mesoplodon,Mesoplodon_carlhubbsi
Mammalia,Cetartiodactyla,Ziphiidae,Mesoplodon,Mesoplodon_hectori
Mammalia,Cetartiodactyla,Ziphiidae,Mesoplodon,Mesoplodon_bowdoini
Mammalia,Cetartiodactyla,Ziphiidae,Mesoplodon,Mesoplodon_mirus
Mammalia,Cetartiodactyla,Ziphiidae,Hyperoodon,Hyperoodon_planifrons
Mammalia,Cetartiodactyla,Ziphiidae,Hyperoodon,Hyperoodon_ampullatus
Mammalia,Cetartiodactyla,Ziphiidae,Mesoplodon,Mesoplodon_stejnegeri
Mammalia,Cetartiodactyla,Ziphiidae,Ziphius,Ziphius_cavirostris
Mammalia,Cetartiodactyla,Delphinidae,Lagenorhynchus,Lagenorhynchus_acutus
Mammalia,Cetartiodactyla,Delphinidae,Lagenorhynchus,Lagenorhynchus_albirostris
Mammalia,Cetartiodactyla,Delphinidae,Orcinus,Orcinus_orca
Mammalia,Cetartiodactyla,Delphinidae,Orcaella,Orcaella_heinsohni
Mammalia,Cetartiodactyla,Delphinidae,Orcaella,Orcaella_brevirostris
Mammalia,Cetartiodactyla,Delphinidae,Grampus,Grampus_griseus
Mammalia,Cetartiodactyla,Delphinidae,Pseudorca,Pseudorca_crassidens
Mammalia,Cetartiodactyla,Delphinidae,Peponocephala,Peponocephala_electra
Mammalia,Cetartiodactyla,Delphinidae,Globicephala,Globicephala_melas
Mammalia,Cetartiodactyla,Delphinidae,Globicephala,Globicephala_macrorhynchus
Mammalia,Cetartiodactyla,Delphinidae,Feresa,Feresa_attenuata
Mammalia,Cetartiodactyla,Delphinidae,Steno,Steno_bredanensis
Mammalia,Cetartiodactyla,Delphinidae,Sotalia,Sotalia_guianensis
Mammalia,Cetartiodactyla,Delphinidae,Sotalia,Sotalia_fluviatilis
Mammalia,Cetartiodactyla,Delphinidae,Tursiops,Tursiops_truncatus
Mammalia,Cetartiodactyla,Delphinidae,Stenella,Stenella_attenuata
Mammalia,Cetartiodactyla,Delphinidae,Tursiops,Tursiops_australis
Mammalia,Cetartiodactyla,Delphinidae,Lagenodelphis,Lagenodelphis_hosei
Mammalia,Cetartiodactyla,Delphinidae,Stenella,Stenella_longirostris
Mammalia,Cetartiodactyla,Delphinidae,Sousa,Sousa_chinensis
Mammalia,Cetartiodactyla,Delphinidae,Sousa,Sousa_sahulensis
Mammalia,Cetartiodactyla,Delphinidae,Sousa,Sousa_teuszii
Mammalia,Cetartiodactyla,Delphinidae,Tursiops,Tursiops_aduncus
Mammalia,Cetartiodactyla,Delphinidae,Stenella,Stenella_frontalis
Mammalia,Cetartiodactyla,Delphinidae,Stenella,Stenella_coeruleoalba
Mammalia,Cetartiodactyla,Delphinidae,Stenella,Stenella_clymene
Mammalia,Cetartiodactyla,Delphinidae,Delphinus,Delphinus_delphis
Mammalia,Cetartiodactyla,Delphinidae,Delphinus,Delphinus_capensis
Mammalia,Cetartiodactyla,Delphinidae,Lagenorhynchus,Lagenorhynchus_obscurus
Mammalia,Cetartiodactyla,Delphinidae,Lagenorhynchus,Lagenorhynchus_obliquidens
Mammalia,Cetartiodactyla,Delphinidae,Lagenorhynchus,Lagenorhynchus_cruciger
Mammalia,Cetartiodactyla,Delphinidae,Lagenorhynchus,Lagenorhynchus_australis
Mammalia,Cetartiodactyla,Delphinidae,Cephalorhynchus,Cephalorhynchus_hectori
Mammalia,Cetartiodactyla,Delphinidae,Cephalorhynchus,Cephalorhynchus_heavisidii
Mammalia,Cetartiodactyla,Delphinidae,Cephalorhynchus,Cephalorhynchus_eutropia
Mammalia,Cetartiodactyla,Delphinidae,Cephalorhynchus,Cephalorhynchus_commersonii
Mammalia,Cetartiodactyla,Monodontidae,Monodon,Monodon_monoceros
Mammalia,Cetartiodactyla,Ziphiidae,Mesoplodon,Mesoplodon_perrini
Mammalia,Cetartiodactyla,Monodontidae,Delphinapterus,Delphinapterus_leucas
Mammalia,Cetartiodactyla,Phocoenidae,Phocoenoides,Phocoenoides_dalli
Mammalia,Cetartiodactyla,Phocoenidae,Phocoena,Phocoena_phocoena
Mammalia,Cetartiodactyla,Phocoenidae,Phocoena,Phocoena_spinipinnis
Mammalia,Cetartiodactyla,Phocoenidae,Phocoena,Phocoena_sinus
Mammalia,Cetartiodactyla,Phocoenidae,Phocoena,Phocoena_dioptrica
Mammalia,Cetartiodactyla,Phocoenidae,Neophocaena,Neophocaena_phocaenoides
Mammalia,Cetartiodactyla,Phocoenidae,Neophocaena,Neophocaena_asiaeorientalis
Mammalia,Cetartiodactyla,Ziphiidae,Mesoplodon,Mesoplodon_ginkgodens
Mammalia,Cetartiodactyla,Iniidae,Lipotes,Lipotes_vexillifer
Mammalia,Cetartiodactyla,Iniidae,Inia,Inia_geoffrensis
Mammalia,Cetartiodactyla,Iniidae,Inia,Inia_boliviensis
Mammalia,Cetartiodactyla,Iniidae,Inia,Inia_araguaiaensis
Mammalia,Cetartiodactyla,Iniidae,Pontoporia,Pontoporia_blainvillei
Mammalia,Cetartiodactyla,Platanistidae,Platanista,Platanista_gangetica
Mammalia,Cetartiodactyla,Balaenidae,Eubalaena,Eubalaena_australis
Mammalia,Cetartiodactyla,Balaenidae,Eubalaena,Eubalaena_glacialis
Mammalia,Cetartiodactyla,Delphinidae,Lissodelphis,Lissodelphis_peronii
Mammalia,Cetartiodactyla,Delphinidae,Lissodelphis,Lissodelphis_borealis
Mammalia,Cetartiodactyla,Ziphiidae,Mesoplodon,Mesoplodon_peruvianus
Mammalia,Cetartiodactyla,Balaenopteridae,Balaenoptera,Balaenoptera_musculus
Mammalia,Cetartiodactyla,Balaenopteridae,Balaenoptera,Balaenoptera_borealis
Mammalia,Cetartiodactyla,Balaenopteridae,Balaenoptera,Balaenoptera_edeni
Mammalia,Cetartiodactyla,Balaenopteridae,Balaenoptera,Balaenoptera_omurai
Mammalia,Cetartiodactyla,Balaenopteridae,Balaenoptera,Balaenoptera_physalus
Mammalia,Cetartiodactyla,Balaenopteridae,Balaenoptera,Balaenoptera_bonaerensis
Mammalia,Cetartiodactyla,Balaenidae,Balaena,Balaena_mysticetus
Mammalia,Cetartiodactyla,Balaenidae,Eubalaena,Eubalaena_japonica
Mammalia,Cetartiodactyla,Balaenopteridae,Balaenoptera,Balaenoptera_acutorostrata
Mammalia,Cetartiodactyla,Balaenopteridae,Megaptera,Megaptera_novaeangliae
Mammalia,Cetartiodactyla,Eschrichtiidae,Eschrichtius,Eschrichtius_robustus
Mammalia,Cetartiodactyla,Neobalaenidae,Caperea,Caperea_marginata
Mammalia,Cetartiodactyla,Tragulidae,Moschiola,Moschiola_kathygre
Mammalia,Cetartiodactyla,Tragulidae,Moschiola,Moschiola_meminna
Mammalia,Cetartiodactyla,Tragulidae,Moschiola,Moschiola_indica
Mammalia,Cetartiodactyla,Tragulidae,Tragulus,Tragulus_napu
Mammalia,Cetartiodactyla,Tragulidae,Tragulus,Tragulus_williamsoni
Mammalia,Cetartiodactyla,Tragulidae,Tragulus,Tragulus_versicolor
Mammalia,Cetartiodactyla,Tragulidae,Tragulus,Tragulus_nigricans
Mammalia,Cetartiodactyla,Tragulidae,Tragulus,Tragulus_kanchil
Mammalia,Cetartiodactyla,Tragulidae,Tragulus,Tragulus_javanicus
Mammalia,Cetartiodactyla,Tragulidae,Hyemoschus,Hyemoschus_aquaticus
Mammalia,Cetartiodactyla,Giraffidae,Okapia,Okapia_johnstoni
Mammalia,Cetartiodactyla,Giraffidae,Giraffa,Giraffa_camelopardalis
Mammalia,Cetartiodactyla,Antilocapridae,Antilocapra,Antilocapra_americana
Mammalia,Cetartiodactyla,Cervidae,Muntiacus,Muntiacus_truongsonensis
Mammalia,Cetartiodactyla,Cervidae,Muntiacus,Muntiacus_putaoensis
Mammalia,Cetartiodactyla,Cervidae,Muntiacus,Muntiacus_rooseveltorum
Mammalia,Cetartiodactyla,Cervidae,Muntiacus,Muntiacus_vaginalis
Mammalia,Cetartiodactyla,Cervidae,Muntiacus,Muntiacus_gongshanensis
Mammalia,Cetartiodactyla,Cervidae,Muntiacus,Muntiacus_vuquangensis
Mammalia,Cetartiodactyla,Cervidae,Muntiacus,Muntiacus_montanus
Mammalia,Cetartiodactyla,Cervidae,Muntiacus,Muntiacus_muntjak
Mammalia,Cetartiodactyla,Cervidae,Muntiacus,Muntiacus_feae
Mammalia,Cetartiodactyla,Cervidae,Muntiacus,Muntiacus_crinifrons
Mammalia,Cetartiodactyla,Cervidae,Muntiacus,Muntiacus_atherodes
Mammalia,Cetartiodactyla,Cervidae,Muntiacus,Muntiacus_reevesi
Mammalia,Cetartiodactyla,Cervidae,Muntiacus,Muntiacus_puhoatensis
Mammalia,Cetartiodactyla,Cervidae,Elaphodus,Elaphodus_cephalophus
Mammalia,Cetartiodactyla,Cervidae,Megaloceros,Megaloceros_giganteus
Mammalia,Cetartiodactyla,Cervidae,Dama,Dama_mesopotamica
Mammalia,Cetartiodactyla,Cervidae,Dama,Dama_dama
Mammalia,Cetartiodactyla,Cervidae,Rucervus,Rucervus_eldii
Mammalia,Cetartiodactyla,Cervidae,Elaphurus,Elaphurus_davidianus
Mammalia,Cetartiodactyla,Cervidae,Rusa,Rusa_marianna
Mammalia,Cetartiodactyla,Cervidae,Rusa,Rusa_alfredi
Mammalia,Cetartiodactyla,Cervidae,Cervus,Cervus_albirostris
Mammalia,Cetartiodactyla,Cervidae,Rusa,Rusa_unicolor
Mammalia,Cetartiodactyla,Cervidae,Cervus,Cervus_wallichi
Mammalia,Cetartiodactyla,Cervidae,Rusa,Rusa_timorensis
Mammalia,Cetartiodactyla,Cervidae,Cervus,Cervus_nippon
Mammalia,Cetartiodactyla,Cervidae,Cervus,Cervus_elaphus
Mammalia,Cetartiodactyla,Cervidae,Rucervus,Rucervus_schomburgki
Mammalia,Cetartiodactyla,Cervidae,Rucervus,Rucervus_duvaucelii
Mammalia,Cetartiodactyla,Cervidae,Axis,Axis_porcinus
Mammalia,Cetartiodactyla,Cervidae,Axis,Axis_kuhlii
Mammalia,Cetartiodactyla,Cervidae,Axis,Axis_calamianensis
Mammalia,Cetartiodactyla,Cervidae,Axis,Axis_axis
Mammalia,Cetartiodactyla,Cervidae,Rangifer,Rangifer_tarandus
Mammalia,Cetartiodactyla,Cervidae,Odocoileus,Odocoileus_virginianus
Mammalia,Cetartiodactyla,Cervidae,Odocoileus,Odocoileus_hemionus
Mammalia,Cetartiodactyla,Cervidae,Mazama,Mazama_bororo
Mammalia,Cetartiodactyla,Cervidae,Mazama,Mazama_nana
Mammalia,Cetartiodactyla,Cervidae,Mazama,Mazama_chunyi
Mammalia,Cetartiodactyla,Cervidae,Mazama,Mazama_americana
Mammalia,Cetartiodactyla,Cervidae,Mazama,Mazama_temama
Mammalia,Cetartiodactyla,Cervidae,Mazama,Mazama_pandora
Mammalia,Cetartiodactyla,Cervidae,Mazama,Mazama_bricenii
Mammalia,Cetartiodactyla,Cervidae,Pudu,Pudu_mephistophiles
Mammalia,Cetartiodactyla,Cervidae,Mazama,Mazama_rufina
Mammalia,Cetartiodactyla,Cervidae,Pudu,Pudu_puda
Mammalia,Cetartiodactyla,Cervidae,Ozotoceros,Ozotoceros_bezoarticus
Mammalia,Cetartiodactyla,Cervidae,Mazama,Mazama_nemorivaga
Mammalia,Cetartiodactyla,Cervidae,Blastocerus,Blastocerus_dichotomus
Mammalia,Cetartiodactyla,Cervidae,Hippocamelus,Hippocamelus_antisensis
Mammalia,Cetartiodactyla,Cervidae,Hippocamelus,Hippocamelus_bisulcus
Mammalia,Cetartiodactyla,Cervidae,Mazama,Mazama_gouazoubira
Mammalia,Cetartiodactyla,Cervidae,Hydropotes,Hydropotes_inermis
Mammalia,Cetartiodactyla,Cervidae,Capreolus,Capreolus_pygargus
Mammalia,Cetartiodactyla,Cervidae,Capreolus,Capreolus_capreolus
Mammalia,Cetartiodactyla,Cervidae,Alces,Alces_americanus
Mammalia,Cetartiodactyla,Cervidae,Alces,Alces_alces
Mammalia,Cetartiodactyla,Moschidae,Moschus,Moschus_chrysogaster
Mammalia,Cetartiodactyla,Moschidae,Moschus,Moschus_anhuiensis
Mammalia,Cetartiodactyla,Moschidae,Moschus,Moschus_berezovskii
Mammalia,Cetartiodactyla,Moschidae,Moschus,Moschus_leucogaster
Mammalia,Cetartiodactyla,Moschidae,Moschus,Moschus_cupreus
Mammalia,Cetartiodactyla,Moschidae,Moschus,Moschus_fuscus
Mammalia,Cetartiodactyla,Moschidae,Moschus,Moschus_moschiferus
Mammalia,Cetartiodactyla,Bovidae,Nesotragus,Nesotragus_moschatus
Mammalia,Cetartiodactyla,Bovidae,Neotragus,Neotragus_batesi
Mammalia,Cetartiodactyla,Bovidae,Aepyceros,Aepyceros_melampus
Mammalia,Cetartiodactyla,Bovidae,Pelea,Pelea_capreolus
Mammalia,Cetartiodactyla,Bovidae,Redunca,Redunca_fulvorufula
Mammalia,Cetartiodactyla,Bovidae,Redunca,Redunca_redunca
Mammalia,Cetartiodactyla,Bovidae,Redunca,Redunca_arundinum
Mammalia,Cetartiodactyla,Bovidae,Kobus,Kobus_megaceros
Mammalia,Cetartiodactyla,Bovidae,Kobus,Kobus_leche
Mammalia,Cetartiodactyla,Bovidae,Kobus,Kobus_vardonii
Mammalia,Cetartiodactyla,Bovidae,Kobus,Kobus_kob
Mammalia,Cetartiodactyla,Bovidae,Kobus,Kobus_ellipsiprymnus
Mammalia,Cetartiodactyla,Bovidae,Procapra,Procapra_picticaudata
Mammalia,Cetartiodactyla,Bovidae,Procapra,Procapra_przewalskii
Mammalia,Cetartiodactyla,Bovidae,Procapra,Procapra_gutturosa
Mammalia,Cetartiodactyla,Bovidae,Ourebia,Ourebia_ourebi
Mammalia,Cetartiodactyla,Bovidae,Raphicerus,Raphicerus_melanotis
Mammalia,Cetartiodactyla,Bovidae,Raphicerus,Raphicerus_sharpei
Mammalia,Cetartiodactyla,Bovidae,Raphicerus,Raphicerus_campestris
Mammalia,Cetartiodactyla,Bovidae,Madoqua,Madoqua_piacentinii
Mammalia,Cetartiodactyla,Bovidae,Madoqua,Madoqua_kirkii
Mammalia,Cetartiodactyla,Bovidae,Madoqua,Madoqua_guentheri
Mammalia,Cetartiodactyla,Bovidae,Madoqua,Madoqua_saltiana
Mammalia,Cetartiodactyla,Bovidae,Dorcatragus,Dorcatragus_megalotis
Mammalia,Cetartiodactyla,Bovidae,Saiga,Saiga_tatarica
Mammalia,Cetartiodactyla,Bovidae,Nanger,Nanger_granti
Mammalia,Cetartiodactyla,Bovidae,Nanger,Nanger_soemmerringii
Mammalia,Cetartiodactyla,Bovidae,Nanger,Nanger_dama
Mammalia,Cetartiodactyla,Bovidae,Eudorcas,Eudorcas_rufina
Mammalia,Cetartiodactyla,Bovidae,Eudorcas,Eudorcas_rufifrons
Mammalia,Cetartiodactyla,Bovidae,Eudorcas,Eudorcas_thomsonii
Mammalia,Cetartiodactyla,Bovidae,Eudorcas,Eudorcas_albonotata
Mammalia,Cetartiodactyla,Bovidae,Gazella,Gazella_bennettii
Mammalia,Cetartiodactyla,Bovidae,Gazella,Gazella_subgutturosa
Mammalia,Cetartiodactyla,Bovidae,Gazella,Gazella_bilkis
Mammalia,Cetartiodactyla,Bovidae,Gazella,Gazella_leptoceros
Mammalia,Cetartiodactyla,Bovidae,Gazella,Gazella_cuvieri
Mammalia,Cetartiodactyla,Bovidae,Gazella,Gazella_gazella
Mammalia,Cetartiodactyla,Bovidae,Gazella,Gazella_arabica
Mammalia,Cetartiodactyla,Bovidae,Gazella,Gazella_saudiya
Mammalia,Cetartiodactyla,Bovidae,Gazella,Gazella_dorcas
Mammalia,Cetartiodactyla,Bovidae,Gazella,Gazella_spekei
Mammalia,Cetartiodactyla,Bovidae,Antilope,Antilope_cervicapra
Mammalia,Cetartiodactyla,Bovidae,Litocranius,Litocranius_walleri
Mammalia,Cetartiodactyla,Bovidae,Antidorcas,Antidorcas_marsupialis
Mammalia,Cetartiodactyla,Bovidae,Neotragus,Neotragus_pygmaeus
Mammalia,Cetartiodactyla,Bovidae,Oreotragus,Oreotragus_oreotragus
Mammalia,Cetartiodactyla,Bovidae,Philantomba,Philantomba_monticola
Mammalia,Cetartiodactyla,Bovidae,Philantomba,Philantomba_walteri
Mammalia,Cetartiodactyla,Bovidae,Philantomba,Philantomba_maxwellii
Mammalia,Cetartiodactyla,Bovidae,Cephalophus,Cephalophus_zebra
Mammalia,Cetartiodactyla,Bovidae,Sylvicapra,Sylvicapra_grimmia
Mammalia,Cetartiodactyla,Bovidae,Cephalophus,Cephalophus_spadix
Mammalia,Cetartiodactyla,Bovidae,Cephalophus,Cephalophus_silvicultor
Mammalia,Cetartiodactyla,Bovidae,Cephalophus,Cephalophus_jentinki
Mammalia,Cetartiodactyla,Bovidae,Cephalophus,Cephalophus_dorsalis
Mammalia,Cetartiodactyla,Bovidae,Cephalophus,Cephalophus_leucogaster
Mammalia,Cetartiodactyla,Bovidae,Cephalophus,Cephalophus_rufilatus
Mammalia,Cetartiodactyla,Bovidae,Cephalophus,Cephalophus_nigrifrons
Mammalia,Cetartiodactyla,Bovidae,Cephalophus,Cephalophus_natalensis
Mammalia,Cetartiodactyla,Bovidae,Cephalophus,Cephalophus_harveyi
Mammalia,Cetartiodactyla,Bovidae,Cephalophus,Cephalophus_niger
Mammalia,Cetartiodactyla,Bovidae,Cephalophus,Cephalophus_weynsi
Mammalia,Cetartiodactyla,Bovidae,Cephalophus,Cephalophus_ogilbyi
Mammalia,Cetartiodactyla,Bovidae,Cephalophus,Cephalophus_callipygus
Mammalia,Cetartiodactyla,Bovidae,Cephalophus,Cephalophus_adersi
Mammalia,Cetartiodactyla,Bovidae,Pantholops,Pantholops_hodgsonii
Mammalia,Cetartiodactyla,Bovidae,Ovibos,Ovibos_moschatus
Mammalia,Cetartiodactyla,Bovidae,Naemorhedus,Naemorhedus_griseus
Mammalia,Cetartiodactyla,Bovidae,Naemorhedus,Naemorhedus_goral
Mammalia,Cetartiodactyla,Bovidae,Naemorhedus,Naemorhedus_caudatus
Mammalia,Cetartiodactyla,Bovidae,Naemorhedus,Naemorhedus_baileyi
Mammalia,Cetartiodactyla,Bovidae,Capricornis,Capricornis_thar
Mammalia,Cetartiodactyla,Bovidae,Capricornis,Capricornis_rubidus
Mammalia,Cetartiodactyla,Bovidae,Capricornis,Capricornis_crispus
Mammalia,Cetartiodactyla,Bovidae,Capricornis,Capricornis_milneedwardsii
Mammalia,Cetartiodactyla,Bovidae,Capricornis,Capricornis_sumatraensis
Mammalia,Cetartiodactyla,Bovidae,Capricornis,Capricornis_swinhoei
Mammalia,Cetartiodactyla,Bovidae,Ovis,Ovis_nivicola
Mammalia,Cetartiodactyla,Bovidae,Ovis,Ovis_dalli
Mammalia,Cetartiodactyla,Bovidae,Ovis,Ovis_canadensis
Mammalia,Cetartiodactyla,Bovidae,Ovis,Ovis_orientalis
Mammalia,Cetartiodactyla,Bovidae,Ovis,Ovis_aries
Mammalia,Cetartiodactyla,Bovidae,Ovis,Ovis_ammon
Mammalia,Cetartiodactyla,Bovidae,Nilgiritragus,Nilgiritragus_hylocrius
Mammalia,Cetartiodactyla,Bovidae,Hemitragus,Hemitragus_jemlahicus
Mammalia,Cetartiodactyla,Bovidae,Capra,Capra_sibirica
Mammalia,Cetartiodactyla,Bovidae,Capra,Capra_pyrenaica
Mammalia,Cetartiodactyla,Bovidae,Capra,Capra_ibex
Mammalia,Cetartiodactyla,Bovidae,Capra,Capra_walie
Mammalia,Cetartiodactyla,Bovidae,Capra,Capra_nubiana
Mammalia,Cetartiodactyla,Bovidae,Capra,Capra_cylindricornis
Mammalia,Cetartiodactyla,Bovidae,Capra,Capra_caucasica
Mammalia,Cetartiodactyla,Bovidae,Capra,Capra_falconeri
Mammalia,Cetartiodactyla,Bovidae,Capra,Capra_hircus
Mammalia,Cetartiodactyla,Bovidae,Capra,Capra_aegagrus
Mammalia,Cetartiodactyla,Bovidae,Pseudois,Pseudois_nayaur
Mammalia,Cetartiodactyla,Bovidae,Budorcas,Budorcas_taxicolor
Mammalia,Cetartiodactyla,Bovidae,Myotragus,Myotragus_balearicus
Mammalia,Cetartiodactyla,Bovidae,Oreamnos,Oreamnos_harringtoni
Mammalia,Cetartiodactyla,Bovidae,Oreamnos,Oreamnos_americanus
Mammalia,Cetartiodactyla,Bovidae,Rupicapra,Rupicapra_rupicapra
Mammalia,Cetartiodactyla,Bovidae,Rupicapra,Rupicapra_pyrenaica
Mammalia,Cetartiodactyla,Bovidae,Arabitragus,Arabitragus_jayakari
Mammalia,Cetartiodactyla,Bovidae,Ammotragus,Ammotragus_lervia
Mammalia,Cetartiodactyla,Bovidae,Connochaetes,Connochaetes_taurinus
Mammalia,Cetartiodactyla,Bovidae,Connochaetes,Connochaetes_gnou
Mammalia,Cetartiodactyla,Bovidae,Damaliscus,Damaliscus_pygargus
Mammalia,Cetartiodactyla,Bovidae,Damaliscus,Damaliscus_lunatus
Mammalia,Cetartiodactyla,Bovidae,Beatragus,Beatragus_hunteri
Mammalia,Cetartiodactyla,Bovidae,Alcelaphus,Alcelaphus_buselaphus
Mammalia,Cetartiodactyla,Bovidae,Hippotragus,Hippotragus_niger
Mammalia,Cetartiodactyla,Bovidae,Hippotragus,Hippotragus_leucophaeus
Mammalia,Cetartiodactyla,Bovidae,Hippotragus,Hippotragus_equinus
Mammalia,Cetartiodactyla,Bovidae,Oryx,Oryx_dammah
Mammalia,Cetartiodactyla,Bovidae,Oryx,Oryx_leucoryx
Mammalia,Cetartiodactyla,Bovidae,Oryx,Oryx_gazella
Mammalia,Cetartiodactyla,Bovidae,Oryx,Oryx_beisa
Mammalia,Cetartiodactyla,Bovidae,Addax,Addax_nasomaculatus
Mammalia,Cetartiodactyla,Bovidae,Tragelaphus,Tragelaphus_imberbis
Mammalia,Cetartiodactyla,Bovidae,Tragelaphus,Tragelaphus_eurycerus
Mammalia,Cetartiodactyla,Bovidae,Tragelaphus,Tragelaphus_spekii
Mammalia,Cetartiodactyla,Bovidae,Tragelaphus,Tragelaphus_scriptus
Mammalia,Cetartiodactyla,Bovidae,Tragelaphus,Tragelaphus_oryx
Mammalia,Cetartiodactyla,Bovidae,Tragelaphus,Tragelaphus_derbianus
Mammalia,Cetartiodactyla,Bovidae,Tragelaphus,Tragelaphus_strepsiceros
Mammalia,Cetartiodactyla,Bovidae,Tragelaphus,Tragelaphus_buxtoni
Mammalia,Cetartiodactyla,Bovidae,Tragelaphus,Tragelaphus_angasii
Mammalia,Cetartiodactyla,Bovidae,Pseudoryx,Pseudoryx_nghetinhensis
Mammalia,Cetartiodactyla,Bovidae,Bos,Bos_sauveli
Mammalia,Cetartiodactyla,Bovidae,Bos,Bos_gaurus
Mammalia,Cetartiodactyla,Bovidae,Bos,Bos_taurus
Mammalia,Cetartiodactyla,Bovidae,Bos,Bos_primigenius
Mammalia,Cetartiodactyla,Bovidae,Bos,Bos_indicus
Mammalia,Cetartiodactyla,Bovidae,Bos,Bos_javanicus
Mammalia,Cetartiodactyla,Bovidae,Bos,Bos_frontalis
Mammalia,Cetartiodactyla,Bovidae,Bison,Bison_bonasus
Mammalia,Cetartiodactyla,Bovidae,Bos,Bos_mutus
Mammalia,Cetartiodactyla,Bovidae,Bos,Bos_grunniens
Mammalia,Cetartiodactyla,Bovidae,Bison,Bison_bison
Mammalia,Cetartiodactyla,Bovidae,Syncerus,Syncerus_caffer
Mammalia,Cetartiodactyla,Bovidae,Ammodorcas,Ammodorcas_clarkei
Mammalia,Cetartiodactyla,Bovidae,Bubalus,Bubalus_mindorensis
