series,order,family,genus,genus.species
Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus_amplexicaudatus
Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus_celebensis
Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus_aegyptiacus
Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus_madagascariensis
Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus_obliviosus
Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus_leschenaultii
Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus_spinalatus
Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus_lanosus
Mammalia,Chiroptera,Pteropodidae,Hypsignathus,Hypsignathus_monstrosus
Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus_linduensis
Mammalia,Chiroptera,Pteropodidae,Epomops,Epomops_dobsonii
Mammalia,Chiroptera,Pteropodidae,Epomops,Epomops_franqueti
Mammalia,Chiroptera,Pteropodidae,Epomops,Epomops_buettikoferi
Mammalia,Chiroptera,Pteropodidae,Nanonycteris,Nanonycteris_veldkampii
Mammalia,Chiroptera,Pteropodidae,Epomophorus,Epomophorus_labiatus
Mammalia,Chiroptera,Pteropodidae,Epomophorus,Epomophorus_gambianus
Mammalia,Chiroptera,Pteropodidae,Micropteropus,Micropteropus_pusillus
Mammalia,Chiroptera,Pteropodidae,Micropteropus,Micropteropus_intermedius
Mammalia,Chiroptera,Pteropodidae,Epomophorus,Epomophorus_angolensis
Mammalia,Chiroptera,Pteropodidae,Epomophorus,Epomophorus_minimus
Mammalia,Chiroptera,Pteropodidae,Epomophorus,Epomophorus_crypturus
Mammalia,Chiroptera,Pteropodidae,Epomophorus,Epomophorus_anselli
Mammalia,Chiroptera,Pteropodidae,Epomophorus,Epomophorus_grandis
Mammalia,Chiroptera,Pteropodidae,Epomophorus,Epomophorus_wahlbergi
Mammalia,Chiroptera,Pteropodidae,Myonycteris,Myonycteris_relicta
Mammalia,Chiroptera,Pteropodidae,Myonycteris,Myonycteris_torquata
Mammalia,Chiroptera,Pteropodidae,Myonycteris,Myonycteris_brachycephala
Mammalia,Chiroptera,Pteropodidae,Myonycteris,Myonycteris_angolensis
Mammalia,Chiroptera,Pteropodidae,Megaloglossus,Megaloglossus_woermanni
Mammalia,Chiroptera,Pteropodidae,Megaloglossus,Megaloglossus_azagnyi
Mammalia,Chiroptera,Pteropodidae,Eonycteris,Eonycteris_spelaea
Mammalia,Chiroptera,Pteropodidae,Eonycteris,Eonycteris_robusta
Mammalia,Chiroptera,Pteropodidae,Eonycteris,Eonycteris_major
Mammalia,Chiroptera,Pteropodidae,Scotonycteris,Scotonycteris_zenkeri
Mammalia,Chiroptera,Pteropodidae,Scotonycteris,Scotonycteris_occidentalis
Mammalia,Chiroptera,Pteropodidae,Scotonycteris,Scotonycteris_bergmansi
Mammalia,Chiroptera,Pteropodidae,Casinycteris,Casinycteris_ophiodon
Mammalia,Chiroptera,Pteropodidae,Casinycteris,Casinycteris_campomaanensis
Mammalia,Chiroptera,Pteropodidae,Casinycteris,Casinycteris_argynnis
Mammalia,Chiroptera,Pteropodidae,Desmalopex,Desmalopex_microleucopterus
Mammalia,Chiroptera,Pteropodidae,Desmalopex,Desmalopex_leucopterus
Mammalia,Chiroptera,Pteropodidae,Melonycteris,Melonycteris_melanops
Mammalia,Chiroptera,Pteropodidae,Melonycteris,Melonycteris_woodfordi
Mammalia,Chiroptera,Pteropodidae,Melonycteris,Melonycteris_fardoulisi
Mammalia,Chiroptera,Pteropodidae,Pteralopex,Pteralopex_pulchra
Mammalia,Chiroptera,Pteropodidae,Pteralopex,Pteralopex_taki
Mammalia,Chiroptera,Pteropodidae,Pteralopex,Pteralopex_flanneryi
Mammalia,Chiroptera,Pteropodidae,Pteralopex,Pteralopex_atrata
Mammalia,Chiroptera,Pteropodidae,Pteralopex,Pteralopex_anceps
Mammalia,Chiroptera,Pteropodidae,Mirimiri,Mirimiri_acrodonta
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_gilliardorum
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_woodfordi
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_mahaganus
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_tokudae
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_loochoensis
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_molossinus
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_personatus
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_pelagicus
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_aruensis
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_melanotus
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_howensis
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_macrotis
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_lombocensis
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_ornatus
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_hypomelanus
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_conspicillatus
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_caniceps
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_brunneus
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_alecto
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_pohlei
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_pelewensis
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_yapensis
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_mariannus
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_melanopogon
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_admiralitatum
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_tonganus
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_speciosus
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_pilosus
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_neohibernicus
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_rennelli
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_temminckii
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_anetianus
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_samoensis
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_rayneri
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_argentatus
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_tuberculatus
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_griseus
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_nitendiensis
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_capistratus
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_ocularis
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_intermedius
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_cognatus
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_voeltzkowi
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_faunulus
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_livingstonii
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_vetulus
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_dasymallus
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_pumilus
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_chrysoproctus
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_ualanus
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_subniger
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_rodricensis
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_vampyrus
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_fundatus
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_giganteus
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_lylei
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_niger
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_aldabrensis
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_seychellensis
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_rufus
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_pselaphon
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_keyensis
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_poliocephalus
Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus_scapulatus
Mammalia,Chiroptera,Pteropodidae,Acerodon,Acerodon_leucotis
Mammalia,Chiroptera,Pteropodidae,Acerodon,Acerodon_mackloti
Mammalia,Chiroptera,Pteropodidae,Acerodon,Acerodon_jubatus
Mammalia,Chiroptera,Pteropodidae,Acerodon,Acerodon_humilis
Mammalia,Chiroptera,Pteropodidae,Acerodon,Acerodon_celebensis
Mammalia,Chiroptera,Pteropodidae,Styloctenium,Styloctenium_wallacei
Mammalia,Chiroptera,Pteropodidae,Styloctenium,Styloctenium_mindorensis
Mammalia,Chiroptera,Pteropodidae,Eidolon,Eidolon_helvum
Mammalia,Chiroptera,Pteropodidae,Eidolon,Eidolon_dupreanum
Mammalia,Chiroptera,Pteropodidae,Nyctimene,Nyctimene_keasti
Mammalia,Chiroptera,Pteropodidae,Nyctimene,Nyctimene_malaitensis
Mammalia,Chiroptera,Pteropodidae,Nyctimene,Nyctimene_draconilla
Mammalia,Chiroptera,Pteropodidae,Nyctimene,Nyctimene_cephalotes
Mammalia,Chiroptera,Pteropodidae,Nyctimene,Nyctimene_minutus
Mammalia,Chiroptera,Pteropodidae,Nyctimene,Nyctimene_robinsoni
Mammalia,Chiroptera,Pteropodidae,Nyctimene,Nyctimene_rabori
Mammalia,Chiroptera,Pteropodidae,Nyctimene,Nyctimene_albiventer
Mammalia,Chiroptera,Pteropodidae,Nyctimene,Nyctimene_sanctacrucis
Mammalia,Chiroptera,Pteropodidae,Nyctimene,Nyctimene_vizcaccia
Mammalia,Chiroptera,Pteropodidae,Nyctimene,Nyctimene_cyclotis
Mammalia,Chiroptera,Pteropodidae,Nyctimene,Nyctimene_masalai
Mammalia,Chiroptera,Pteropodidae,Nyctimene,Nyctimene_certans
Mammalia,Chiroptera,Pteropodidae,Nyctimene,Nyctimene_major
Mammalia,Chiroptera,Pteropodidae,Nyctimene,Nyctimene_aello
Mammalia,Chiroptera,Pteropodidae,Paranyctimene,Paranyctimene_tenax
Mammalia,Chiroptera,Pteropodidae,Paranyctimene,Paranyctimene_raptor
Mammalia,Chiroptera,Pteropodidae,Rousettus,Rousettus_bidens
Mammalia,Chiroptera,Pteropodidae,Harpyionycteris,Harpyionycteris_whiteheadi
Mammalia,Chiroptera,Pteropodidae,Harpyionycteris,Harpyionycteris_celebensis
Mammalia,Chiroptera,Pteropodidae,Dobsonia,Dobsonia_peronii
Mammalia,Chiroptera,Pteropodidae,Dobsonia,Dobsonia_moluccensis
Mammalia,Chiroptera,Pteropodidae,Dobsonia,Dobsonia_exoleta
Mammalia,Chiroptera,Pteropodidae,Dobsonia,Dobsonia_emersa
Mammalia,Chiroptera,Pteropodidae,Dobsonia,Dobsonia_chapmani
Mammalia,Chiroptera,Pteropodidae,Dobsonia,Dobsonia_beauforti
Mammalia,Chiroptera,Pteropodidae,Dobsonia,Dobsonia_pannietensis
Mammalia,Chiroptera,Pteropodidae,Dobsonia,Dobsonia_inermis
Mammalia,Chiroptera,Pteropodidae,Dobsonia,Dobsonia_praedatrix
Mammalia,Chiroptera,Pteropodidae,Dobsonia,Dobsonia_crenulata
Mammalia,Chiroptera,Pteropodidae,Dobsonia,Dobsonia_anderseni
Mammalia,Chiroptera,Pteropodidae,Dobsonia,Dobsonia_viridis
Mammalia,Chiroptera,Pteropodidae,Dobsonia,Dobsonia_minor
Mammalia,Chiroptera,Pteropodidae,Syconycteris,Syconycteris_carolinae
Mammalia,Chiroptera,Pteropodidae,Syconycteris,Syconycteris_hobbit
Mammalia,Chiroptera,Pteropodidae,Syconycteris,Syconycteris_australis
Mammalia,Chiroptera,Pteropodidae,Macroglossus,Macroglossus_sobrinus
Mammalia,Chiroptera,Pteropodidae,Macroglossus,Macroglossus_minimus
Mammalia,Chiroptera,Pteropodidae,Thoopterus,Thoopterus_suhaniahae
Mammalia,Chiroptera,Pteropodidae,Thoopterus,Thoopterus_nigrescens
Mammalia,Chiroptera,Pteropodidae,Sphaerias,Sphaerias_blanfordi
Mammalia,Chiroptera,Pteropodidae,Aproteles,Aproteles_bulmerae
Mammalia,Chiroptera,Pteropodidae,Notopteris,Notopteris_neocaledonica
Mammalia,Chiroptera,Pteropodidae,Notopteris,Notopteris_macdonaldi
Mammalia,Chiroptera,Pteropodidae,Latidens,Latidens_salimalii
Mammalia,Chiroptera,Pteropodidae,Neopteryx,Neopteryx_frosti
Mammalia,Chiroptera,Pteropodidae,Alionycteris,Alionycteris_paucidentata
Mammalia,Chiroptera,Pteropodidae,Otopteropus,Otopteropus_cartilagonodus
Mammalia,Chiroptera,Pteropodidae,Haplonycteris,Haplonycteris_fischeri
Mammalia,Chiroptera,Pteropodidae,Plerotes,Plerotes_anchietae
Mammalia,Chiroptera,Pteropodidae,Penthetor,Penthetor_lucasi
Mammalia,Chiroptera,Pteropodidae,Chironax,Chironax_melanocephalus
Mammalia,Chiroptera,Pteropodidae,Aethalops,Aethalops_alecto
Mammalia,Chiroptera,Pteropodidae,Aethalops,Aethalops_aequalis
Mammalia,Chiroptera,Pteropodidae,Balionycteris,Balionycteris_maculata
Mammalia,Chiroptera,Pteropodidae,Dyacopterus,Dyacopterus_rickarti
Mammalia,Chiroptera,Pteropodidae,Dyacopterus,Dyacopterus_brooksi
Mammalia,Chiroptera,Pteropodidae,Dyacopterus,Dyacopterus_spadiceus
Mammalia,Chiroptera,Pteropodidae,Ptenochirus,Ptenochirus_jagori
Mammalia,Chiroptera,Pteropodidae,Ptenochirus,Ptenochirus_minor
Mammalia,Chiroptera,Pteropodidae,Megaerops,Megaerops_wetmorei
Mammalia,Chiroptera,Pteropodidae,Megaerops,Megaerops_niphanae
Mammalia,Chiroptera,Pteropodidae,Megaerops,Megaerops_kusnotoi
Mammalia,Chiroptera,Pteropodidae,Megaerops,Megaerops_ecaudatus
Mammalia,Chiroptera,Pteropodidae,Cynopterus,Cynopterus_horsfieldii
Mammalia,Chiroptera,Pteropodidae,Cynopterus,Cynopterus_titthaecheilus
Mammalia,Chiroptera,Pteropodidae,Cynopterus,Cynopterus_luzoniensis
Mammalia,Chiroptera,Pteropodidae,Cynopterus,Cynopterus_minutus
Mammalia,Chiroptera,Pteropodidae,Cynopterus,Cynopterus_brachyotis
Mammalia,Chiroptera,Pteropodidae,Cynopterus,Cynopterus_nusatenggara
Mammalia,Chiroptera,Pteropodidae,Cynopterus,Cynopterus_sphinx
Mammalia,Dermoptera,Cynocephalidae,Galeopterus,Galeopterus_variegatus
Mammalia,Dermoptera,Cynocephalidae,Cynocephalus,Cynocephalus_volans
Mammalia,Scandentia,Ptilocercidae,Ptilocercus,Ptilocercus_lowii
Mammalia,Scandentia,Tupaiidae,Dendrogale,Dendrogale_murina
Mammalia,Scandentia,Tupaiidae,Tupaia,Tupaia_moellendorffi
Mammalia,Scandentia,Tupaiidae,Tupaia,Tupaia_chrysogaster
Mammalia,Scandentia,Tupaiidae,Tupaia,Tupaia_belangeri
Mammalia,Scandentia,Tupaiidae,Tupaia,Tupaia_longipes
Mammalia,Scandentia,Tupaiidae,Tupaia,Tupaia_glis
Mammalia,Scandentia,Tupaiidae,Tupaia,Tupaia_montana
Mammalia,Scandentia,Tupaiidae,Tupaia,Tupaia_dorsalis
Mammalia,Scandentia,Tupaiidae,Tupaia,Tupaia_minor
Mammalia,Scandentia,Tupaiidae,Tupaia,Tupaia_nicobarica
Mammalia,Scandentia,Tupaiidae,Tupaia,Tupaia_splendidula
Mammalia,Scandentia,Tupaiidae,Tupaia,Tupaia_tana
Mammalia,Scandentia,Tupaiidae,Tupaia,Tupaia_palawanensis
Mammalia,Scandentia,Tupaiidae,Tupaia,Tupaia_gracilis
Mammalia,Scandentia,Tupaiidae,Tupaia,Tupaia_picta
Mammalia,Scandentia,Tupaiidae,Tupaia,Tupaia_javanica
Mammalia,Scandentia,Tupaiidae,Urogale,Urogale_everetti
Mammalia,Scandentia,Tupaiidae,Dendrogale,Dendrogale_melanura
Mammalia,Scandentia,Tupaiidae,Anathana,Anathana_ellioti
Mammalia,Primates,Lorisidae,Nycticebus,Nycticebus_pygmaeus
Mammalia,Primates,Lorisidae,Nycticebus,Nycticebus_bengalensis
Mammalia,Primates,Lorisidae,Nycticebus,Nycticebus_coucang
Mammalia,Primates,Lorisidae,Nycticebus,Nycticebus_javanicus
Mammalia,Primates,Lorisidae,Nycticebus,Nycticebus_kayan
Mammalia,Primates,Lorisidae,Nycticebus,Nycticebus_menagensis
Mammalia,Primates,Lorisidae,Loris,Loris_tardigradus
Mammalia,Primates,Lorisidae,Loris,Loris_lydekkerianus
Mammalia,Primates,Galagidae,Galagoides,Galagoides_demidovii
Mammalia,Primates,Galagidae,Galagoides,Galagoides_thomasi
Mammalia,Primates,Galagidae,Galago,Galago_matschiei
Mammalia,Primates,Galagidae,Galago,Galago_moholi
Mammalia,Primates,Galagidae,Galago,Galago_senegalensis
Mammalia,Primates,Galagidae,Galago,Galago_gallarum
Mammalia,Primates,Galagidae,Galagoides,Galagoides_orinus
Mammalia,Primates,Galagidae,Otolemur,Otolemur_garnettii
Mammalia,Primates,Galagidae,Otolemur,Otolemur_crassicaudatus
Mammalia,Primates,Galagidae,Galagoides,Galagoides_nyasae
Mammalia,Primates,Galagidae,Sciurocheirus,Sciurocheirus_gabonensis
Mammalia,Primates,Galagidae,Sciurocheirus,Sciurocheirus_makandensis
Mammalia,Primates,Galagidae,Sciurocheirus,Sciurocheirus_alleni
Mammalia,Primates,Galagidae,Galagoides,Galagoides_rondoensis
Mammalia,Primates,Galagidae,Galagoides,Galagoides_granti
Mammalia,Primates,Galagidae,Galagoides,Galagoides_zanzibaricus
Mammalia,Primates,Galagidae,Galagoides,Galagoides_cocos
Mammalia,Primates,Galagidae,Euoticus,Euoticus_pallidus
Mammalia,Primates,Galagidae,Euoticus,Euoticus_elegantulus
Mammalia,Primates,Lorisidae,Perodicticus,Perodicticus_potto
Mammalia,Primates,Lorisidae,Arctocebus,Arctocebus_calabarensis
Mammalia,Primates,Lorisidae,Arctocebus,Arctocebus_aureus
Mammalia,Primates,Daubentoniidae,Daubentonia,Daubentonia_madagascariensis
Mammalia,Primates,Indriidae,Indri,Indri_indri
Mammalia,Primates,Indriidae,Propithecus,Propithecus_perrieri
Mammalia,Primates,Indriidae,Propithecus,Propithecus_candidus
Mammalia,Primates,Indriidae,Propithecus,Propithecus_diadema
Mammalia,Primates,Indriidae,Propithecus,Propithecus_edwardsi
Mammalia,Primates,Indriidae,Propithecus,Propithecus_deckenii
Mammalia,Primates,Indriidae,Propithecus,Propithecus_verreauxi
Mammalia,Primates,Indriidae,Propithecus,Propithecus_coquereli
Mammalia,Primates,Indriidae,Propithecus,Propithecus_tattersalli
Mammalia,Primates,Indriidae,Propithecus,Propithecus_coronatus
Mammalia,Primates,Indriidae,Avahi,Avahi_meridionalis
Mammalia,Primates,Indriidae,Avahi,Avahi_laniger
Mammalia,Primates,Indriidae,Avahi,Avahi_mooreorum
Mammalia,Primates,Indriidae,Avahi,Avahi_unicolor
Mammalia,Primates,Indriidae,Avahi,Avahi_peyrierasi
Mammalia,Primates,Indriidae,Avahi,Avahi_betsileo
Mammalia,Primates,Indriidae,Avahi,Avahi_occidentalis
Mammalia,Primates,Indriidae,Avahi,Avahi_cleesei
Mammalia,Primates,Indriidae,Avahi,Avahi_ramanantsoavanai
Mammalia,Primates,Palaeopropithecidae,Palaeopropithecus,Palaeopropithecus_ingens
Mammalia,Primates,Archaeolemuridae,Archaeolemur,Archaeolemur_majori
Mammalia,Primates,Archaeolemuridae,Archaeolemur,Archaeolemur_edwardsi
Mammalia,Primates,Megaladapidae,Megaladapis,Megaladapis_edwardsi
Mammalia,Primates,Lemuridae,Varecia,Varecia_variegata
Mammalia,Primates,Lemuridae,Varecia,Varecia_rubra
Mammalia,Primates,Lemuridae,Lemur,Lemur_catta
Mammalia,Primates,Lemuridae,Prolemur,Prolemur_simus
Mammalia,Primates,Lemuridae,Hapalemur,Hapalemur_aureus
Mammalia,Primates,Lemuridae,Hapalemur,Hapalemur_occidentalis
Mammalia,Primates,Lemuridae,Hapalemur,Hapalemur_alaotrensis
Mammalia,Primates,Lemuridae,Hapalemur,Hapalemur_griseus
Mammalia,Primates,Lemuridae,Hapalemur,Hapalemur_meridionalis
Mammalia,Primates,Lemuridae,Eulemur,Eulemur_macaco
Mammalia,Primates,Lemuridae,Eulemur,Eulemur_flavifrons
Mammalia,Primates,Lemuridae,Eulemur,Eulemur_coronatus
Mammalia,Primates,Lemuridae,Eulemur,Eulemur_rubriventer
Mammalia,Primates,Lemuridae,Eulemur,Eulemur_mongoz
Mammalia,Primates,Lemuridae,Eulemur,Eulemur_collaris
Mammalia,Primates,Lemuridae,Eulemur,Eulemur_cinereiceps
Mammalia,Primates,Lemuridae,Eulemur,Eulemur_rufus
Mammalia,Primates,Lemuridae,Eulemur,Eulemur_rufifrons
Mammalia,Primates,Lemuridae,Eulemur,Eulemur_fulvus
Mammalia,Primates,Lemuridae,Eulemur,Eulemur_sanfordi
Mammalia,Primates,Lemuridae,Eulemur,Eulemur_albifrons
Mammalia,Primates,Cheirogaleidae,Phaner,Phaner_parienti
Mammalia,Primates,Cheirogaleidae,Phaner,Phaner_pallescens
Mammalia,Primates,Cheirogaleidae,Phaner,Phaner_electromontis
Mammalia,Primates,Cheirogaleidae,Phaner,Phaner_furcifer
Mammalia,Primates,Lepilemuridae,Lepilemur,Lepilemur_fleuretae
Mammalia,Primates,Lepilemuridae,Lepilemur,Lepilemur_mustelinus
Mammalia,Primates,Lepilemuridae,Lepilemur,Lepilemur_seali
Mammalia,Primates,Lepilemuridae,Lepilemur,Lepilemur_jamesorum
Mammalia,Primates,Lepilemuridae,Lepilemur,Lepilemur_wrightae
Mammalia,Primates,Lepilemuridae,Lepilemur,Lepilemur_aeeclis
Mammalia,Primates,Lepilemuridae,Lepilemur,Lepilemur_betsileo
Mammalia,Primates,Lepilemuridae,Lepilemur,Lepilemur_randrianasoloi
Mammalia,Primates,Lepilemuridae,Lepilemur,Lepilemur_ruficaudatus
Mammalia,Primates,Lepilemuridae,Lepilemur,Lepilemur_hubbardorum
Mammalia,Primates,Lepilemuridae,Lepilemur,Lepilemur_leucopus
Mammalia,Primates,Lepilemuridae,Lepilemur,Lepilemur_ahmansonorum
Mammalia,Primates,Lepilemuridae,Lepilemur,Lepilemur_petteri
Mammalia,Primates,Lepilemuridae,Lepilemur,Lepilemur_microdon
Mammalia,Primates,Lepilemuridae,Lepilemur,Lepilemur_milanoii
Mammalia,Primates,Lepilemuridae,Lepilemur,Lepilemur_tymerlachsoni
Mammalia,Primates,Lepilemuridae,Lepilemur,Lepilemur_otto
Mammalia,Primates,Lepilemuridae,Lepilemur,Lepilemur_scottorum
Mammalia,Primates,Lepilemuridae,Lepilemur,Lepilemur_grewcockorum
Mammalia,Primates,Lepilemuridae,Lepilemur,Lepilemur_edwardsi
Mammalia,Primates,Lepilemuridae,Lepilemur,Lepilemur_septentrionalis
Mammalia,Primates,Lepilemuridae,Lepilemur,Lepilemur_dorsalis
Mammalia,Primates,Lepilemuridae,Lepilemur,Lepilemur_hollandorum
Mammalia,Primates,Lepilemuridae,Lepilemur,Lepilemur_ankaranensis
Mammalia,Primates,Lepilemuridae,Lepilemur,Lepilemur_mittermeieri
Mammalia,Primates,Lepilemuridae,Lepilemur,Lepilemur_sahamalazensis
Mammalia,Primates,Cheirogaleidae,Cheirogaleus,Cheirogaleus_sibreei
Mammalia,Primates,Cheirogaleidae,Cheirogaleus,Cheirogaleus_minusculus
Mammalia,Primates,Cheirogaleidae,Cheirogaleus,Cheirogaleus_medius
Mammalia,Primates,Cheirogaleidae,Cheirogaleus,Cheirogaleus_lavasoensis
Mammalia,Primates,Cheirogaleidae,Cheirogaleus,Cheirogaleus_crossleyi
Mammalia,Primates,Cheirogaleidae,Cheirogaleus,Cheirogaleus_major
Mammalia,Primates,Cheirogaleidae,Mirza,Mirza_zaza
Mammalia,Primates,Cheirogaleidae,Mirza,Mirza_coquereli
Mammalia,Primates,Cheirogaleidae,Microcebus,Microcebus_griseorufus
Mammalia,Primates,Cheirogaleidae,Microcebus,Microcebus_murinus
Mammalia,Primates,Cheirogaleidae,Microcebus,Microcebus_ravelobensis
Mammalia,Primates,Cheirogaleidae,Microcebus,Microcebus_bongolavensis
Mammalia,Primates,Cheirogaleidae,Microcebus,Microcebus_margotmarshae
Mammalia,Primates,Cheirogaleidae,Microcebus,Microcebus_arnholdi
Mammalia,Primates,Cheirogaleidae,Microcebus,Microcebus_danfossi
Mammalia,Primates,Cheirogaleidae,Microcebus,Microcebus_macarthurii
Mammalia,Primates,Cheirogaleidae,Microcebus,Microcebus_tanosi
Mammalia,Primates,Cheirogaleidae,Microcebus,Microcebus_tavaratra
Mammalia,Primates,Cheirogaleidae,Microcebus,Microcebus_mittermeieri
Mammalia,Primates,Cheirogaleidae,Microcebus,Microcebus_mamiratra
Mammalia,Primates,Cheirogaleidae,Microcebus,Microcebus_marohita
Mammalia,Primates,Cheirogaleidae,Microcebus,Microcebus_gerpi
Mammalia,Primates,Cheirogaleidae,Microcebus,Microcebus_jollyae
Mammalia,Primates,Cheirogaleidae,Microcebus,Microcebus_sambiranensis
Mammalia,Primates,Cheirogaleidae,Microcebus,Microcebus_myoxinus
Mammalia,Primates,Cheirogaleidae,Microcebus,Microcebus_berthae
Mammalia,Primates,Cheirogaleidae,Microcebus,Microcebus_rufus
Mammalia,Primates,Cheirogaleidae,Microcebus,Microcebus_simmonsi
Mammalia,Primates,Cheirogaleidae,Microcebus,Microcebus_lehilahytsara
Mammalia,Primates,Cheirogaleidae,Allocebus,Allocebus_trichotis
Mammalia,Primates,Tarsiidae,Tarsius,Tarsius_pelengensis
Mammalia,Primates,Tarsiidae,Tarsius,Tarsius_tarsier
Mammalia,Primates,Tarsiidae,Tarsius,Tarsius_sangirensis
Mammalia,Primates,Tarsiidae,Tarsius,Tarsius_syrichta
Mammalia,Primates,Tarsiidae,Tarsius,Tarsius_bancanus
Mammalia,Primates,Tarsiidae,Tarsius,Tarsius_pumilus
Mammalia,Primates,Tarsiidae,Tarsius,Tarsius_tumpara
Mammalia,Primates,Tarsiidae,Tarsius,Tarsius_dentatus
Mammalia,Primates,Tarsiidae,Tarsius,Tarsius_lariang
Mammalia,Primates,Tarsiidae,Tarsius,Tarsius_wallacei
Mammalia,Primates,Pitheciidae,Callicebus,Callicebus_miltoni
Mammalia,Primates,Pitheciidae,Callicebus,Callicebus_aureipalatii
Mammalia,Primates,Pitheciidae,Callicebus,Callicebus_bernhardi
Mammalia,Primates,Pitheciidae,Callicebus,Callicebus_lugens
Mammalia,Primates,Pitheciidae,Callicebus,Callicebus_purinus
Mammalia,Primates,Pitheciidae,Callicebus,Callicebus_torquatus
Mammalia,Primates,Pitheciidae,Callicebus,Callicebus_ornatus
Mammalia,Primates,Pitheciidae,Callicebus,Callicebus_medemi
